,hhid,longitude,latitude,altitude,kebele
9947,DT0800297,37.70381,13.06846,1568,DT08
9948,DT0801841,37.72539,13.06544,1626,DT08
9949,DT0800296,37.70333,13.06822,1576,DT08
9950,DT0800295,37.70347,13.06833,1570,DT08
9951,DT0801867,37.75228,13.05523,1739,DT08
9952,DT0802239,37.69988,13.06626,1574,DT08
9953,DT0801531,37.70078,13.06674,1522,DT08
9954,DT0800294,37.70087,13.06715,1577,DT08
9955,DT0800293,37.70071,13.06564,1583,DT08
9956,DT0800292,37.70005,13.06534,1606,DT08
9957,DT0800291,37.6994,13.06377,1570,DT08
9958,DT0800290,37.69934,13.0635,1586,DT08
9959,DT0901097,37.76612,12.98457,2620,DT09
9960,DT0801882,37.69908,13.06312,1583,DT08
9961,DT0800289,37.69912,13.06377,1586,DT08
9962,DT0802147,37.6991,13.06238,1575,DT08
9963,DT0800288,37.69916,13.06262,1571,DT08
9964,DT0800287,37.71022,13.06551,1614,DT08
9965,DT0800286,37.70822,13.06443,1566,DT08
9966,DT0800285,37.7104,13.06583,1579,DT08
9967,DT0800284,37.71075,13.06593,1579,DT08
9968,DT0800283,37.71061,13.06622,1604,DT08
9969,DT0800328,37.70361,13.07799,1643,DT08
9970,DT0802286,37.70109,13.06806,1581,DT08
9971,DT0800282,37.70161,13.06682,1565,DT08
9972,DT0802254,37.73366,13.06762,1568,DT08
9973,DT0800281,37.70166,13.0682,1581,DT08
9974,DT0800280,37.70165,13.0689,1583,DT08
9975,DT0800277,37.71123,13.07119,1590,DT08
9976,DT0800279,37.71102,13.0702,1591,DT08
9977,DT0800278,37.71113,13.07051,1583,DT08
9978,DT0800276,37.71311,13.07511,1597,DT08
9979,DT0101384,37.77108,12.98617,2590,DT01
9980,DT0800275,37.71311,13.07512,1592,DT08
9981,DT0800274,37.71306,13.07527,1587,DT08
9982,DT0800273,37.71267,13.07634,1605,DT08
9983,DT0901050,37.76577,12.98482,2621,DT09
9984,DT0800272,37.71246,13.07636,1615,DT08
9985,DT0800271,37.71257,13.07614,1608,DT08
9986,DT0800270,37.71311,13.07728,1608,DT08
9987,DT0800269,37.71311,13.07728,1609,DT08
9988,DT0800268,37.71361,13.07758,1640,DT08
9989,DT0800267,37.71488,13.07972,1630,DT08
9990,DT0800266,37.71397,13.07753,1599,DT08
9991,DT0802234,37.71349,13.07672,1623,DT08
9992,DT0800265,37.71449,13.07729,1615,DT08
9993,DT0802102,37.7142,13.11209,1623,DT08
9994,DT0800264,37.71505,13.07684,1631,DT08
9995,DT0800263,37.71486,13.07661,1648,DT08
9996,DT0800262,37.71548,13.07628,1641,DT08
9997,DT0900691,37.76495,12.98808,2608,DT09
9998,DT0800261,37.71585,13.07628,1639,DT08
9999,DT0800260,37.7157,13.07631,1630,DT08
10000,DT0800259,37.71611,13.07615,1642,DT08
10001,DT0800258,37.71717,13.07655,1641,DT08
10002,DT0800257,37.7172,13.07655,1662,DT08
10003,DT0800256,37.71729,13.07668,1645,DT08
10004,DT0800255,37.71645,13.07706,1652,DT08
10005,DT0800254,37.71787,13.07716,1646,DT08
10006,DT0802233,37.71359,13.07666,1638,DT08
10007,DT0801609,37.7174,13.0769,1651,DT08
10008,DT0802099,37.71656,13.11168,1654,DT08
10009,DT0800253,37.71712,13.07716,1636,DT08
10010,DT0801975,37.71539,13.07828,1643,DT08
10011,DT0800251,37.71162,13.07908,1623,DT08
10012,DT0800250,37.71573,13.07907,1623,DT08
10013,DT0800249,37.71573,13.07907,1624,DT08
10014,DT0800248,37.71452,13.07921,1633,DT08
10015,DT0800247,37.71576,13.07921,1663,DT08
10016,DT0800246,37.71576,13.08066,1664,DT08
10017,DT0801726,37.71674,13.08193,1631,DT08
10018,DT0800245,37.71688,13.08187,1651,DT08
10019,DT0801881,37.71716,13.08361,1641,DT08
10020,DT0802224,37.71738,13.08308,1652,DT08
10021,DT0800244,37.71717,13.08316,1641,DT08
10022,DT0901065,37.76791,12.98486,2618,DT09
10023,DT0800243,37.71562,13.0826,1652,DT08
10024,DT0800242,37.7161,13.0828,1642,DT08
10025,DT0800241,37.7161,13.08279,1644,DT08
10026,DT0800240,37.71638,13.08318,1680,DT08
10027,DT0800239,37.71684,13.08338,1648,DT08
10028,DT0800238,37.71653,13.08325,1642,DT08
10029,DT0802230,37.71664,13.08374,1636,DT08
10030,DT0801608,37.71658,13.08342,1689,DT08
10031,DT0800237,37.71661,13.08358,1634,DT08
10032,DT0800236,37.71634,13.084,1647,DT08
10033,DT0802229,37.71621,13.08434,1628,DT08
10034,DT0800235,37.7162,13.08432,1640,DT08
10035,DT0800234,37.71618,13.08443,1641,DT08
10036,DT0800233,37.71108,13.08691,1638,DT08
10037,DT0800232,37.70995,13.08699,1655,DT08
10038,DT0800231,37.70966,13.08814,1675,DT08
10039,DT0801607,37.71006,13.08718,1647,DT08
10040,DT0800230,37.71001,13.08773,1670,DT08
10041,DT0800229,37.71021,13.08773,1629,DT08
10042,DT0800228,37.71024,13.08785,1647,DT08
10043,DT0800227,37.71024,13.08785,1647,DT08
10044,DT0802151,37.71628,13.08293,1624,DT08
10045,DT0800225,37.70902,13.0867,1637,DT08
10046,DT0800224,37.70902,13.0867,1636,DT08
10047,DT0800222,37.70866,13.06449,1561,DT08
10048,DT0801985,37.70873,13.08294,1644,DT08
10049,DT0800221,37.70945,13.08376,1612,DT08
10050,DT0800220,37.70946,13.08784,1621,DT08
10051,DT0801551,37.7095,13.08475,1619,DT08
10052,DT0800219,37.7095,13.08475,1620,DT08
10053,DT0800218,37.70951,13.08479,1626,DT08
10054,DT0800217,37.70927,13.08478,1634,DT08
10055,DT0802184,37.74776,13.07024,1691,DT08
10056,DT0800216,37.7087,13.08571,1648,DT08
10057,DT0801514,37.75086,13.05182,1805,DT08
10058,DT0800214,37.70842,13.0857,1635,DT08
10059,DT0800213,37.70544,13.08772,1625,DT08
10060,DT0800212,37.70815,13.08642,1652,DT08
10061,DT0800211,37.708,13.08655,1644,DT08
10062,DT0800210,37.70553,13.08724,1656,DT08
10063,DT0802232,37.76022,13.05097,1817,DT08
10064,DT0800209,37.70543,13.08704,1653,DT08
10065,DT0800208,37.70532,13.0863,1643,DT08
10066,DT0801725,37.70536,13.08655,1654,DT08
10067,DT0800207,37.70522,13.08629,1636,DT08
10068,DT0701028,37.6935,12.99548,1712,DT07
10069,DT0802144,37.7046,13.08604,1646,DT08
10070,DT0800205,37.70474,13.08602,1637,DT08
10071,DT0801553,37.70475,13.08607,1651,DT08
10072,DT0801554,37.70474,13.08602,1637,DT08
10073,DT0800204,37.70421,13.08475,1650,DT08
10074,DT0800203,37.70436,13.08445,1649,DT08
10075,DT0800202,37.70423,13.08444,1631,DT08
10076,DT0800201,37.70549,13.08358,1600,DT08
10077,DT0800200,37.70651,13.08431,1550,DT08
10078,DT0800199,37.70643,13.08393,1655,DT08
10079,DT0800198,37.70736,13.08348,1645,DT08
10080,DT0800197,37.70729,13.08363,1624,DT08
10081,DT0801984,37.70524,13.08675,1642,DT08
10082,DT0800196,37.70737,13.08359,1618,DT08
10083,DT0800195,37.71177,13.08742,1643,DT08
10084,DT0800194,37.71067,13.08626,1645,DT08
10085,DT0800193,37.71193,13.08684,1645,DT08
10086,DT0800192,37.71194,13.08661,1641,DT08
10087,DT0801552,37.71225,13.08664,1645,DT08
10088,DT0800191,37.71408,13.08656,1583,DT08
10089,DT0800190,37.7119,13.08649,1628,DT08
10090,DT0800189,37.7119,13.0866,1627,DT08
10091,DT0800188,37.71229,13.08687,1656,DT08
10092,DT0800187,37.71228,13.08687,1658,DT08
10093,DT0701127,37.67961,13.01625,1584,DT07
10094,DT0800186,37.71265,13.08807,1662,DT08
10095,DT0802146,37.6991,13.06238,1576,DT08
10096,DT0801555,37.71281,13.0883,1640,DT08
10097,DT0800184,37.71298,13.08902,1654,DT08
10098,DT0800183,37.71281,13.08913,1677,DT08
10099,DT0801960,37.7195,13.10226,1750,DT08
10100,DT0800182,37.71885,13.08939,1661,DT08
10101,DT0800181,37.71271,13.08955,1653,DT08
10102,DT0801556,37.71294,13.08973,1659,DT08
10103,DT0800179,37.71305,13.08968,1659,DT08
10104,DT0800178,37.71306,13.08969,1650,DT08
10105,DT0800177,37.71346,13.08936,1626,DT08
10106,DT0802228,37.7178,13.08887,1645,DT08
10107,DT0800174,37.71378,13.08977,1640,DT08
10108,DT0800176,37.71386,13.08967,1648,DT08
10109,DT0800175,37.71397,13.08975,1651,DT08
10110,DT0800173,37.71415,13.08951,1637,DT08
10111,DT0800172,37.71722,13.08659,1687,DT08
10112,DT0800171,37.71747,13.08661,1655,DT08
10113,DT0802137,37.71708,13.08724,1674,DT08
10114,DT0800170,37.71701,13.08707,1656,DT08
10115,DT0800169,37.71869,13.09085,1657,DT08
10116,DT0800168,37.7187,13.091,1686,DT08
10117,DT0800167,37.71813,13.09127,1648,DT08
10118,DT0800166,37.71495,13.09239,1694,DT08
10119,DT0801964,37.7183,13.09371,1676,DT08
10120,DT0801842,37.7141,13.09163,1624,DT08
10121,DT0801951,37.71813,13.09359,1686,DT08
10122,DT0800165,37.7146,13.09243,1663,DT08
10123,DT0800164,37.71547,13.09306,1664,DT08
10124,DT0801963,37.71454,13.09255,1665,DT08
10125,DT0800162,37.71536,13.09288,1673,DT08
10126,DT0800161,37.71529,13.09326,1660,DT08
10127,DT0800160,37.7134,13.09469,1701,DT08
10128,DT0800159,37.71442,13.08969,1630,DT08
10129,DT0800158,37.71504,13.09,1656,DT08
10130,DT0800157,37.71484,13.08988,1656,DT08
10131,DT0800156,37.71187,13.10256,1807,DT08
10132,DT0801557,37.71024,13.08786,1682,DT08
10133,DT0800155,37.71195,13.10269,1819,DT08
10134,DT0800154,37.71481,13.10074,1784,DT08
10135,DT0800153,37.71478,13.10106,1799,DT08
10136,DT0800152,37.71489,13.10059,1787,DT08
10137,DT0800151,37.71497,13.0992,1787,DT08
10138,DT0800150,37.71517,13.09936,1795,DT08
10139,DT0701131,37.6772,12.95572,1698,DT07
10140,DT0800149,37.71499,13.09635,1801,DT08
10141,DT0800148,37.71516,13.09987,1785,DT08
10142,DT0801626,37.71515,13.10029,1788,DT08
10143,DT0800147,37.71515,13.10029,1787,DT08
10144,DT0800146,37.71531,13.10048,1789,DT08
10145,DT0800145,37.71473,13.09388,1688,DT08
10146,DT0802218,37.71449,13.09372,1683,DT08
10147,DT0801721,37.71461,13.09336,1680,DT08
10148,DT0800144,37.71463,13.09368,1676,DT08
10149,DT0801959,37.7131,13.09372,1684,DT08
10150,DT0801664,37.71434,13.09461,1709,DT08
10151,DT0802223,37.71841,13.0933,1656,DT08
10152,DT0800143,37.71424,13.09461,1708,DT08
10153,DT0802241,37.70762,13.06364,1575,DT08
10154,DT0800142,37.70848,13.06959,1565,DT08
10155,DT0800141,37.71577,13.09442,1680,DT08
10156,DT0802216,37.71626,13.09472,1673,DT08
10157,DT0800140,37.71609,13.09481,1681,DT08
10158,DT0800139,37.7134,13.08979,1653,DT08
10159,DT0800137,37.71794,13.09792,1701,DT08
10160,DT0800136,37.71695,13.09627,1685,DT08
10161,DT0800135,37.72059,13.10022,1722,DT08
10162,DT0801717,37.72053,13.10047,1721,DT08
10163,DT0800134,37.72066,13.10061,1732,DT08
10164,DT0801901,37.70445,13.076,1611,DT08
10165,DT0800133,37.72073,13.10071,1733,DT08
10166,DT0800132,37.72073,13.10097,1735,DT08
10167,DT0800131,37.72048,13.10113,1721,DT08
10168,DT0802213,37.72191,13.10193,1722,DT08
10169,DT0800130,37.72188,13.10199,1718,DT08
10170,DT0800129,37.72197,13.10193,1710,DT08
10171,DT0800128,37.72197,13.10193,1700,DT08
10172,DT0800127,37.72183,13.10228,1750,DT08
10173,DT0800125,37.72252,13.10032,1715,DT08
10174,DT0802226,37.71841,13.09221,1669,DT08
10175,DT0801657,37.71479,13.09756,1703,DT08
10176,DT0800124,37.72247,13.09743,1737,DT08
10177,DT0800123,37.72387,13.09889,1723,DT08
10178,DT0801610,37.73994,13.11713,2225,DT08
10179,DT0801549,37.72344,13.09927,1716,DT08
10180,DT0800121,37.72345,13.09951,1698,DT08
10181,DT0801550,37.72345,13.09951,1698,DT08
10182,DT0800120,37.72372,13.09949,1725,DT08
10183,DT0801719,37.72383,13.09937,1737,DT08
10184,DT0801953,37.71746,13.09114,1670,DT08
10185,DT0800119,37.72328,13.09917,1728,DT08
10186,DT0802227,37.71841,13.09226,1674,DT08
10187,DT0802225,37.71822,13.0926,1667,DT08
10188,DT0800118,37.72502,13.09756,1743,DT08
10189,DT0801543,37.72349,13.10078,1742,DT08
10190,DT0800117,37.72339,13.10075,1753,DT08
10191,DT0800116,37.71132,13.0876,1636,DT08
10192,DT0800115,37.71132,13.08759,1638,DT08
10193,DT0801955,37.71802,13.08993,1669,DT08
10194,DT0800114,37.73999,13.11706,2242,DT08
10195,DT0801716,37.73539,13.1128,2207,DT08
10196,DT0800113,37.73999,13.11706,2239,DT08
10197,DT0800112,37.73999,13.11706,2234,DT08
10198,DT0800111,37.74256,13.11546,2247,DT08
10199,DT0801542,37.74334,13.11641,2267,DT08
10200,DT0800110,37.74326,13.11642,2263,DT08
10201,DT0802210,37.74329,13.11652,2265,DT08
10202,DT0800109,37.73956,13.11603,2215,DT08
10203,DT0800108,37.73956,13.11603,2215,DT08
10204,DT0800107,37.73956,13.11603,2215,DT08
10205,DT0800106,37.73965,13.11505,2168,DT08
10206,DT0800105,37.73784,13.11951,2138,DT08
10207,DT0801652,37.73986,13.11951,2266,DT08
10208,DT0800104,37.73784,13.11951,2138,DT08
10209,DT0801656,37.73668,13.11484,2225,DT08
10210,DT0800103,37.73737,13.1126,2129,DT08
10211,DT0800102,37.73737,13.1126,2129,DT08
10212,DT0801651,37.73986,13.11951,2266,DT08
10213,DT0800101,37.73653,13.11464,2222,DT08
10214,DT0801655,37.73668,13.11484,2225,DT08
10215,DT0800100,37.73644,13.11466,2236,DT08
10216,DT0800099,37.73641,13.11455,2221,DT08
10217,DT0800098,37.73726,13.10675,2161,DT08
10218,DT0800097,37.73631,13.11456,2227,DT08
10219,DT0800096,37.73601,13.11448,2226,DT08
10220,DT0800095,37.73607,13.11415,2214,DT08
10221,DT0800094,37.73606,13.11414,2210,DT08
10222,DT0800093,37.73607,13.11415,2211,DT08
10223,DT0800092,37.73611,13.11289,2226,DT08
10224,DT0800091,37.73582,13.11284,2200,DT08
10225,DT0802197,37.73395,13.11577,2201,DT08
10226,DT0800090,37.73611,13.11302,2204,DT08
10227,DT0801650,37.73397,13.11581,2232,DT08
10228,DT0800089,37.73605,13.11318,2215,DT08
10229,DT0800088,37.73595,13.11349,2203,DT08
10230,DT0801706,37.73653,13.11386,2212,DT08
10231,DT0800087,37.7351,13.11368,2203,DT08
10232,DT0801908,37.73437,13.11349,2200,DT08
10233,DT0802200,37.73527,13.11419,2195,DT08
10234,DT0802201,37.73543,13.11376,2083,DT08
10235,DT0800086,37.73523,13.11346,2202,DT08
10236,DT0800085,37.73523,13.11348,2200,DT08
10237,DT0801541,37.72124,13.10359,2017,DT08
10238,DT0802206,37.73919,13.1036,2061,DT08
10239,DT0800084,37.73915,13.10359,2050,DT08
10240,DT0800083,37.73518,13.11121,2212,DT08
10241,DT0800082,37.73545,13.10923,2228,DT08
10242,DT0802202,37.73506,13.11029,2231,DT08
10243,DT0800081,37.73627,13.11037,2240,DT08
10244,DT0800080,37.73639,13.11058,2229,DT08
10245,DT0801907,37.73544,13.10975,2221,DT08
10246,DT0802215,37.71703,13.09672,1677,DT08
10247,DT0800079,37.7364,13.11058,2227,DT08
10248,DT0800078,37.73523,13.11275,2212,DT08
10249,DT0802209,37.7339,13.11674,2239,DT08
10250,DT0801540,37.73544,13.11279,2209,DT08
10251,DT0800077,37.73524,13.11189,2238,DT08
10252,DT0801648,37.72509,13.06718,1645,DT08
10253,DT0800076,37.72509,13.06728,1645,DT08
10254,DT0800075,37.7355,13.11213,2118,DT08
10255,DT0800074,37.73546,13.11229,2160,DT08
10256,DT0800073,37.73736,13.11225,2188,DT08
10257,DT0801839,37.7364,13.11145,2166,DT08
10258,DT0800072,37.73644,13.11168,2163,DT08
10259,DT0800071,37.73735,13.11055,2158,DT08
10260,DT0800070,37.73827,13.10925,2106,DT08
10261,DT0801906,37.73798,13.1088,2094,DT08
10262,DT0800069,37.73886,13.10947,2102,DT08
10263,DT0800068,37.73862,13.10941,2077,DT08
10264,DT0800067,37.73862,13.1092,2101,DT08
10265,DT0800066,37.74249,13.11034,2054,DT08
10266,DT0800065,37.74114,13.10975,2052,DT08
10267,DT0800064,37.73965,13.10835,2110,DT08
10268,DT0800063,37.74002,13.10838,2046,DT08
10269,DT0100991,37.77196,12.98571,2601,DT01
10270,DT0800062,37.73713,13.10692,2164,DT08
10271,DT0800061,37.73724,13.10691,2158,DT08
10272,DT0801905,37.7364,13.10621,2158,DT08
10273,DT0800059,37.73651,13.11439,2225,DT08
10274,DT0801527,37.73695,13.10681,2167,DT08
10275,DT0800058,37.73701,13.10678,2162,DT08
10276,DT0800057,37.7355,13.10915,2210,DT08
10277,DT0800056,37.7354,13.10915,2234,DT08
10278,DT0800055,37.73647,13.10716,2160,DT08
10279,DT0802203,37.73631,13.10725,2169,DT08
10280,DT0801904,37.73585,13.10616,2172,DT08
10281,DT0800054,37.73654,13.10694,2156,DT08
10282,DT0800053,37.73648,13.10697,2168,DT08
10283,DT0802205,37.73645,13.10689,2169,DT08
10284,DT0801547,37.73091,13.10697,2114,DT08
10285,DT0800051,37.71171,13.10718,2126,DT08
10286,DT0800050,37.73106,13.10636,2150,DT08
10287,DT0800049,37.73107,13.10637,2143,DT08
10288,DT0801625,37.73164,13.10604,2135,DT08
10289,DT0800048,37.73136,13.10602,1339,DT08
10290,DT0800047,37.7287,13.10527,2086,DT08
10291,DT0801548,37.7291,13.10474,2084,DT08
10292,DT0800045,37.73321,13.11433,2140,DT08
10293,DT0800044,37.73193,13.11436,2141,DT08
10294,DT0800043,37.73189,13.11325,2095,DT08
10295,DT0800042,37.73243,13.11315,2114,DT08
10296,DT0800041,37.73224,13.11315,2113,DT08
10297,DT0800040,37.73102,13.11228,2078,DT08
10298,DT0800039,37.731,13.11208,2084,DT08
10299,DT0800038,37.72691,13.11319,2065,DT08
10300,DT0800037,37.72941,13.11225,2055,DT08
10301,DT0800036,37.72956,13.1125,2070,DT08
10302,DT0800035,37.72946,13.11209,2080,DT08
10303,DT0800034,37.72946,13.11209,2070,DT08
10304,DT0800033,37.72955,13.11292,2100,DT08
10305,DT0802196,37.7614,12.98076,2574,DT08
10306,DT0800032,37.72896,13.11291,2090,DT08
10307,DT0800031,37.72946,13.11274,2076,DT08
10308,DT0800030,37.72324,13.1165,2089,DT08
10309,DT0800029,37.72772,13.11267,2059,DT08
10310,DT0800028,37.72659,13.11347,2073,DT08
10311,DT0800027,37.7263,13.11329,2075,DT08
10312,DT0800026,37.72141,13.11912,2009,DT08
10313,DT0800025,37.72141,13.11912,2009,DT08
10314,DT0800024,37.72141,13.11912,2009,DT08
10315,DT0800023,37.72141,13.11912,2009,DT08
10316,DT0800022,37.72141,13.11912,2009,DT08
10317,DT0800021,37.72157,13.1192,2011,DT08
10318,DT0801715,37.71909,13.12027,2007,DT08
10319,DT0800020,37.71919,13.12032,2021,DT08
10320,DT0800019,37.71927,13.12024,2013,DT08
10321,DT0800018,37.7197,13.11835,1989,DT08
10322,DT0800017,37.71969,13.11831,2003,DT08
10323,DT0800016,37.7197,13.11821,2008,DT08
10324,DT0801714,37.733,13.11955,2010,DT08
10325,DT0801649,37.72039,13.11906,2010,DT08
10326,DT0800015,37.72033,13.11914,2021,DT08
10327,DT0802093,37.72023,13.11055,2011,DT08
10328,DT0800014,37.72055,13.11779,2015,DT08
10329,DT0800013,37.72203,13.11765,2028,DT08
10330,DT0801602,37.72124,13.11787,2017,DT08
10331,DT0800012,37.71788,13.11662,1970,DT08
10332,dt0802094,37.72123,13.11058,2004,dt08
10333,DT0800011,37.71787,13.11642,1976,DT08
10334,DT0801949,37.7181,13.09349,1673,DT08
10335,DT0800009,37.71835,13.11574,1983,DT08
10336,DT0800008,37.71831,13.1151,2027,DT08
10337,DT0800007,37.71798,13.11569,1996,DT08
10338,DT0800006,37.71852,13.11489,1973,DT08
10339,DT0800005,37.71833,13.11489,1975,DT08
10340,DT0800004,37.71804,13.1151,2024,DT08
10341,DT0800003,37.71762,13.1151,1996,DT08
10342,DT0801838,37.71645,13.11487,2003,DT08
10343,DT0800002,37.7171,13.11548,2011,DT08
10344,DT0800001,37.71752,13.11507,2042,DT08
10345,DT0701354,37.66777,12.931,1784,DT07
10346,DT0701333,37.7705,12.98472,2596,DT07
10347,DT0701332,37.77068,12.98504,2618,DT07
10348,DT0701321,37.66231,12.98068,1623,DT07
10349,DT0701316,37.68393,12.95975,1751,DT07
10350,DT0701305,37.654,12.96093,1683,DT07
10351,DT0701302,37.66071,12.96294,1732,DT07
10352,DT0701298,37.66605,12.98599,1611,DT07
10353,DT0701295,37.65824,12.99467,1581,DT07
10354,DT0701292,37.67652,12.92456,1635,DT07
10355,DT0701276,37.67268,12.97614,1628,DT07
10356,DT0701245,37.65388,12.99629,1623,DT07
10357,DT0701242,37.66387,12.9999,1579,DT07
10358,DT0701230,37.68527,12.98832,1661,DT07
10359,DT0701275,37.67837,12.97537,1644,DT07
10360,DT0701225,37.41526,12.56163,2611,DT07
10361,DT0701222,37.6793,12.9778,1647,DT07
10362,DT0701027,37.65833,12.97451,1674,DT07
10363,DT0701220,37.67033,12.93757,1755,DT07
10364,DT0701218,37.6413,12.92739,1776,DT07
10365,DT0701219,37.6413,12.92739,1776,DT07
10366,DT0701217,37.6552,13.45262,2545,DT07
10367,DT0701216,37.6552,13.45262,2545,DT07
10368,DT0701212,37.65433,12.94281,1680,DT07
10369,DT0701210,37.65442,12.94494,1698,DT07
10370,DT0701211,37.65442,12.94494,1698,DT07
10371,DT0701191,37.6784,13.10383,1578,DT07
10372,DT0701189,37.67928,13.10369,1661,DT07
10373,DT0701179,37.64714,13.10229,1748,DT07
10374,DT0701175,37.65425,12.9979,1601,DT07
10375,DT0701174,37.66365,12.99985,1591,DT07
10376,DT0701171,37.66227,13.02006,1608,DT07
10377,DT0701167,37.67345,12.95261,1691,DT07
10378,DT0701166,37.66965,12.93285,1771,DT07
10379,DT0701165,37.66993,12.93277,1780,DT07
10380,DT0701228,37.67848,12.97766,1636,DT07
10381,DT0701226,37.67929,12.97012,1626,DT07
10382,DT0701160,37.67876,12.97638,1647,DT07
10383,DT0100929,37.7713,12.9857,2617,DT01
10384,DT0701244,37.67889,12.97657,1654,DT07
10385,DT0701224,37.67889,12.97657,1654,DT07
10386,DT0701158,37.67864,12.97812,1642,DT07
10387,DT0701227,37.67948,12.97817,1640,DT07
10388,DT0200820,37.75774,12.97987,2605,DT02
10389,DT1301561,37.88629,12.96247,2518,DT13
10390,DT0701157,37.67855,12.9777,1647,DT07
10391,DT0102689,37.75956,12.9797,2576,DT01
10392,DT0701155,37.67876,12.97638,1647,DT07
10393,DT0701154,37.67847,12.97607,1654,DT07
10394,DT0701153,37.67836,12.97526,1652,DT07
10395,DT0700033,37.68798,12.97587,1658,DT07
10396,DT0701150,37.66824,12.92682,1866,DT07
10397,DT0701130,37.68225,13.27972,1559,DT07
10398,DT0701109,37.64974,12.94737,1718,DT07
10399,DT0701102,37.65233,12.96128,1732,DT07
10400,DT0701101,37.65453,12.95968,1722,DT07
10401,DT0701098,37.67939,12.97378,1664,DT07
10402,DT0701324,37.68307,12.9709,1702,DT07
10403,DT0701092,37.68607,13.00104,1653,DT07
10404,DT0701087,37.68876,12.96766,1718,DT07
10405,DT0701084,37.6858,12.95833,1792,DT07
10406,DT0701067,37.67305,12.94023,1793,DT07
10407,DT0701063,37.66739,12.93018,1826,DT07
10408,DT0701048,37.65387,12.95929,1672,DT07
10409,DT0701047,37.66202,12.95264,1725,DT07
10410,DT0701036,37.66074,12.99346,1595,DT07
10411,DT0701141,37.62934,12.99941,2225,DT07
10412,DT0701035,37.65077,12.99542,1647,DT07
10413,DT0701034,37.67903,12.97388,1674,DT07
10414,DT0701029,37.68337,12.97079,1687,DT07
10415,DT0701026,37.67746,13.01748,1642,DT07
10416,DT0701020,37.64243,12.93307,1825,DT07
10417,DT0701015,37.6856,12.95831,1788,DT07
10418,DT0701012,37.64236,12.92674,1828,DT07
10419,DT0701209,37.66587,12.96374,1625,DT07
10420,DT0700990,37.65448,12.95979,1699,DT07
10421,DT0700986,37.66969,12.93153,1847,DT07
10422,DT0700985,37.64526,12.93648,1718,DT07
10423,DT0700983,37.66877,12.93202,1796,DT07
10424,DT0700982,37.67602,12.96634,1658,DT07
10425,DT0700980,37.65675,12.92602,1906,DT07
10426,DT0700978,37.65418,12.99622,1618,DT07
10427,DT0700977,37.65846,12.9964,1585,DT07
10428,DT0700972,37.6818,13.01511,1599,DT07
10429,DT0701056,37.6786,12.97505,1695,DT07
10430,DT0700971,37.66338,12.96595,1658,DT07
10431,DT0700969,37.67645,13.00546,1589,DT07
10432,DT0700968,37.68417,12.98722,1665,DT07
10433,DT0700967,37.68327,12.98804,1646,DT07
10434,DT0701107,37.65825,12.95018,1696,DT07
10435,DT0701124,37.65621,12.94539,1717,DT07
10436,DT0700965,37.66727,12.93378,1789,DT07
10437,DT0700964,37.68908,12.97302,1656,DT07
10438,DT0201277,37.6805,12.97975,1630,DT02
10439,DT0700963,37.67028,12.94606,1764,DT07
10440,DT0700961,37.67638,12.97557,1648,DT07
10441,DT0700956,37.68932,12.95546,1832,DT07
10442,DT0700949,37.67328,12.94356,1862,DT07
10443,DT0700945,37.67213,12.93758,1755,DT07
10444,DT0700944,37.65829,12.93384,1884,DT07
10445,DT0700943,37.6718,12.95724,1671,DT07
10446,DT0700937,37.66221,12.98129,1608,DT07
10447,DT0700936,37.65529,12.94538,1687,DT07
10448,DT0700935,37.68377,12.97139,1776,DT07
10449,DT0700933,37.67768,12.97569,1657,DT07
10450,DT0700932,37.64517,12.94026,1806,DT07
10451,DT0700931,37.68206,12.97065,1678,DT07
10452,DT0700928,37.65654,12.95855,1700,DT07
10453,DT0700927,37.65712,12.95091,1703,DT07
10454,DT0700926,37.68948,12.99037,1665,DT07
10455,DT0700924,37.67217,12.9519,1681,DT07
10456,DT0700921,37.67251,12.93875,1777,DT07
10457,DT0700920,37.66911,12.92987,1813,DT07
10458,DT0700919,37.64437,12.93612,1779,DT07
10459,DT0700918,37.65991,12.97353,1687,DT07
10460,DT0700917,37.66314,12.96543,1653,DT07
10461,DT0700915,37.64929,12.94886,1746,DT07
10462,DT0701246,37.65259,12.98823,2640,DT07
10463,DT0700914,37.68393,12.95879,1780,DT07
10464,DT0700912,37.64313,12.94631,1732,DT07
10465,DT0700911,37.64755,12.92893,1798,DT07
10466,DT0700910,37.64249,12.92825,1785,DT07
10467,DT0700909,37.65407,12.98347,1639,DT07
10468,DT0700908,37.6576,12.99536,1594,DT07
10469,DT0700906,37.67099,12.996,1557,DT07
10470,DT0700905,37.67903,13.01569,1594,DT07
10471,DT0700903,37.64343,12.92846,1793,DT07
10472,DT0700902,37.65015,12.94746,1736,DT07
10473,DT0700901,37.68011,12.98846,1622,DT07
10474,DT0700900,37.66963,12.95138,1732,DT07
10475,DT0700896,37.69212,12.96825,1790,DT07
10476,DT0700895,37.69214,12.96818,1759,DT07
10477,DT0700894,37.68227,12.96259,1721,DT07
10478,DT0701170,37.68282,13.10199,1726,DT07
10479,DT0700893,37.68228,12.9626,1701,DT07
10480,DT0700992,37.68231,12.96257,1719,DT07
10481,DT0701002,37.67842,12.97579,1637,DT07
10482,DT0700892,37.6784,12.97585,1687,DT07
10483,DT0700955,37.68932,12.95546,1832,DT07
10484,DT0700891,37.68968,12.95546,1859,DT07
