,hhid,longitude,latitude,altitude,kebele
1149,DT1300337,37.88627,12.95235,2491,DT13
1150,DT1300336,37.88511,12.94838,2499,DT13
1151,DT1300335,37.88501,12.94831,2500,DT13
1152,DT1300334,37.88565,12.94765,2501,DT13
1153,DT1300333,37.88567,12.94766,2500,DT13
1154,DT1300332,37.8874,12.94374,2490,DT13
1155,DT1300331,37.88819,12.94463,2506,DT13
1156,DT1300330,37.88835,12.94451,2506,DT13
1157,DT1300329,37.88828,12.94477,2500,DT13
1158,DT1300328,37.88844,12.94463,2504,DT13
1159,DT1300327,37.88873,12.94513,2509,DT13
1160,DT1300326,37.88867,12.94527,2411,DT13
1161,DT1300325,37.88867,12.94527,2511,DT13
1162,DT1300324,37.88844,12.94543,2493,DT13
1163,DT1302549,37.91006,12.94983,2370,DT12
1164,DT1300323,37.88846,12.94574,2497,DT13
1165,DT1300322,37.88847,12.94576,2498,DT13
1166,DT1301530,37.92569,12.94881,2501,DT13
1167,DT1300321,37.88875,12.94572,2502,DT13
1168,DT1301527,37.88952,12.94862,2625,DT13
1169,DT1300320,37.8885,12.94583,2501,DT13
1170,DT1300319,37.88836,12.94616,2505,DT13
1171,DT1300318,37.88776,12.94576,2504,DT13
1172,DT1300317,37.88703,12.94607,2500,DT13
1173,DT1300316,37.88652,12.94648,2496,DT13
1174,DT1300315,37.88768,12.94674,2500,DT13
1175,DT1300314,37.88624,12.94714,2406,DT13
1176,DT1300313,37.88624,12.94714,2406,DT13
1177,DT1301306,37.88726,12.94677,2510,DT13
1178,DT1300312,37.88696,12.94714,2500,DT13
1179,DT1301346,37.8865,12.9506,2490,DT13
1180,DT1300311,37.88726,12.94748,2498,DT13
1181,DT1300310,37.88755,12.9472,2496,DT13
1182,DT1300309,37.88749,12.94729,2495,DT13
1183,DT1300308,37.89903,12.95171,2489,DT13
1184,DT1300307,37.89901,12.95163,2486,DT13
1185,DT1300306,37.88897,12.95162,2486,DT13
1186,DT1301521,37.8864,12.9464,2487,DT13
1187,DT1300305,37.88888,12.95156,2478,DT13
1188,DT1300304,37.8889,12.95165,2487,DT13
1189,DT1300303,37.88858,12.95053,2495,DT13
1190,DT1301308,37.88622,12.95279,2505,DT13
1191,DT1300302,37.88858,12.95053,2495,DT13
1192,DT1300301,37.88899,12.95071,2495,DT13
1193,DT1300300,37.88902,12.95076,2494,DT13
1194,DT1300299,37.8873,12.95122,2492,DT13
1195,DT1300298,37.88881,12.95135,2492,DT13
1196,DT1300297,37.88887,12.95138,2493,DT13
1197,DT1300296,37.88903,12.95122,2491,DT13
1198,DT1300295,37.88898,12.95127,2491,DT13
1199,DT1300294,37.8891,12.95119,2494,DT13
1200,DT1300293,37.89006,12.95104,2488,DT13
1201,DT1300292,37.89006,12.95104,2488,DT13
1202,DT1300291,37.88978,12.95078,2489,DT13
1203,DT1300290,37.88982,12.95072,2486,DT13
1204,DT1301345,37.89151,12.94632,2400,DT13
1205,DT1300289,37.89141,12.94637,2416,DT13
1206,DT1300288,37.8923,12.94564,2390,DT13
1207,DT1300287,37.89245,12.94537,2393,DT13
1208,DT1301344,37.89248,12.94551,2389,DT13
1209,DT1300286,37.89247,12.94562,2394,DT13
1210,DT1300285,37.99256,12.94691,2391,DT13
1211,DT1300284,37.89258,12.94699,2388,DT13
1212,DT1300283,37.89731,12.48651,2359,DT13
1213,DT1300282,37.89916,12.95031,2349,DT13
1214,DT1300281,37.89914,12.95023,2355,DT13
1215,DT1300280,37.89904,12.95025,2341,DT13
1216,DT1300279,37.89841,12.94689,2336,DT13
1217,DT1300278,37.89867,12.94526,2389,DT13
1218,DT1301520,37.8985,12.94573,2337,DT13
1219,DT1300277,37.89839,12.94565,2341,DT13
1220,DT1300276,37.8982,12.94557,2342,DT13
1221,DT1300275,37.89839,12.94635,2345,DT13
1222,DT1300274,37.89832,12.94638,2344,DT13
1223,DT1300273,37.89785,12.9463,2348,DT13
1224,DT1301523,37.89756,12.94627,2342,DT13
1225,DT1300272,37.89766,12.94631,2344,DT13
1226,DT1300271,37.89777,12.94685,2351,DT13
1227,DT1300270,37.89772,12.9467,2346,DT13
1228,DT1300269,37.89762,12.94673,2351,DT13
1229,DT1300268,37.89742,12.94666,2348,DT13
1230,DT1300267,37.89723,12.94658,2344,DT13
1231,DT1301348,37.89692,12.94722,2350,DT13
1232,DT1300266,37.89702,12.94724,2358,DT13
1233,DT1300265,37.8969,12.94725,2358,DT13
1234,DT1301340,37.85787,12.93996,2043,DT13
1235,DT1300264,37.89681,12.94697,2358,DT13
1236,DT1300263,37.89685,12.94691,2360,DT13
1237,DT1300262,37.89674,12.94693,2359,DT13
1238,DT1300261,37.89632,12.94674,2361,DT13
1239,DT1301519,37.87514,12.95234,2054,DT13
1240,DT1300260,37.89635,12.94674,2361,DT13
1241,DT1300259,37.89687,12.9466,2347,DT13
1242,DT1300258,37.89702,12.94634,2345,DT13
1243,DT1300257,37.89622,12.94532,2349,DT13
1244,DT1301331,37.89602,12.94513,2365,DT13
1245,DT1300256,37.89701,12.9463,2345,DT13
1246,DT1300255,37.89605,12.94492,2353,DT13
1247,DT1300254,37.8959,12.9449,2355,DT13
1248,DT1301522,37.8863,12.93201,2363,DT13
1249,DT1300253,37.89552,12.94535,2363,DT13
1250,DT1300252,37.89545,12.94569,2366,DT13
1251,DT1300251,37.89557,12.94524,2366,DT13
1252,DT1300250,37.89548,12.94513,2363,DT13
1253,DT1300249,37.89548,12.94513,2363,DT13
1254,DT1300248,37.89563,12.94461,2360,DT13
1255,DT1300247,37.89569,12.94437,2357,DT13
1256,DT1300246,37.89569,12.94458,2358,DT13
1257,DT1301505,37.88536,12.93852,2406,DT13
1258,DT1300245,37.89578,12.94546,2358,DT13
1259,DT1300244,37.89746,12.93324,2351,DT13
1260,DT1300243,37.89748,12.94305,2352,DT13
1261,DT1301330,37.89744,12.94263,2355,DT13
1262,DT1300242,37.89748,12.94275,2356,DT13
1263,DT1300241,37.89966,12.9436,2341,DT13
1264,DT1301335,37.89981,12.94335,2335,DT13
1265,DT1300240,37.89984,12.9434,2343,DT13
1266,DT1301334,37.89991,12.94328,2344,DT13
1267,DT1300239,37.89878,12.94328,2347,DT13
1268,DT1300238,37.89833,12.94301,2347,DT13
1269,DT1300237,37.89873,12.94206,2361,DT13
1270,DT1300236,37.89778,12.94195,2376,DT13
1271,DT1300235,37.89687,12.94289,2356,DT13
1272,DT1300234,37.89664,12.9429,2357,DT13
1273,DT1300233,37.89664,12.94259,2363,DT13
1274,DT1300232,37.89571,12.94176,2369,DT13
1275,DT1301528,37.90305,12.94338,2601,DT13
1276,DT1300231,37.89582,12.9417,2370,DT13
1277,DT1300230,37.89635,12.94127,2375,DT13
1278,DT1300229,37.89599,12.94107,2378,DT13
1279,DT1301349,37.88977,12.93664,2400,DT13
1280,DT1300228,37.8961,12.9414,2370,DT13
1281,DT1300227,37.89584,12.94087,2378,DT13
1282,DT1300226,37.89583,12.941,2376,DT13
1283,DT1300225,37.89628,12.94075,2376,DT13
1284,DT1300224,37.89629,12.94084,2379,DT13
1285,DT1300223,37.89258,12.94136,2370,DT13
1286,DT1301336,37.89661,12.94133,2371,DT13
1287,DT1300222,37.89653,12.94127,2373,DT13
1288,DT1300221,37.89778,12.94119,2376,DT13
1289,DT1301333,37.89759,12.9412,2392,DT13
1290,DT1300220,37.89779,12.94116,2375,DT13
1291,DT1300219,37.89751,12.94098,2376,DT13
1292,DT1300218,37.89925,12.93794,2360,DT13
1293,DT1300217,37.89929,12.93809,2361,DT13
1294,DT1300216,37.8992,12.93829,2365,DT13
1295,DT1300215,37.8991,12.93833,2365,DT13
1296,DT1300214,37.99902,12.93867,2374,DT13
1297,DT1300213,37.89877,12.93866,2377,DT13
1298,DT1300211,37.89828,12.93851,2375,DT13
1299,DT1301526,37.89843,12.93812,2385,DT13
1300,DT1300210,37.89656,12.93842,2377,DT13
1301,DT1300209,37.89631,12.93842,2378,DT13
1302,DT1300208,37.89562,12.93872,2375,DT13
1303,DT1301315,37.89571,12.93855,2376,DT13
1304,DT1300207,37.89561,12.9386,2373,DT13
1305,DT1300206,37.89556,12.93843,2369,DT13
1306,DT1300205,37.89539,12.93862,2371,DT13
1307,DT1300204,37.89542,12.9399,2377,DT13
1308,DT1300203,37.89597,12.93793,2380,DT13
1309,DT1300202,37.89958,12.93946,2381,DT13
1310,DT1301560,37.88677,12.98101,2549,DT13
1311,DT1300201,37.89582,12.93935,2379,DT13
1312,DT1300200,37.99579,12.93937,2383,DT13
1313,DT1300199,37.88544,12.93948,2387,DT13
1314,DT1300198,37.89543,12.9394,2378,DT13
1315,DT1300197,37.89498,12.93894,2389,DT13
1316,DT1300196,37.89467,12.93887,2375,DT13
1317,DT1300195,37.89507,12.93928,2382,DT13
1318,DT1300194,37.88479,12.93947,2386,DT13
1319,DT1300193,37.8947,12.93946,2382,DT13
1320,DT1300192,37.8941,12.93973,2394,DT13
1321,DT1300191,37.89381,12.93943,2381,DT13
1322,DT1301310,37.89325,12.93904,2379,DT13
1323,DT1300190,37.89327,12.93906,2379,DT13
1324,DT1300189,37.89352,12.93939,2387,DT13
1325,DT1301332,37.89331,12.93945,2372,DT13
1326,DT1300188,37.89331,12.93947,2386,DT13
1327,DT1300187,37.89373,12.93986,2585,DT13
1328,DT1300186,37.89362,12.94018,2395,DT13
1329,DT1300185,37.89352,12.94006,2384,DT13
1330,DT1300184,37.89329,12.94,2383,DT13
1331,DT1300183,37.89184,12.93969,2381,DT13
1332,DT1300182,37.89195,12.93969,2388,DT13
1333,DT1301327,37.88326,12.93829,2402,DT13
1334,DT1300181,37.88713,12.93783,2411,DT13
1335,DT1300180,37.88715,12.93774,2407,DT13
1336,DT1300179,37.88865,12.93668,2402,DT13
1337,DT1300178,37.88976,12.93656,2405,DT13
1338,DT1301326,37.88956,12.93676,2397,DT13
1339,DT1300177,37.88976,12.93667,2404,DT13
1340,DT1300176,37.88963,12.93681,2399,DT13
1341,DT1300175,37.88987,12.93678,2405,DT13
1342,DT1300174,37.89014,12.96779,2399,DT13
1343,DT1300173,37.89027,12.93691,2395,DT13
1344,DT1300172,37.89051,12.93668,2388,DT13
1345,DT1300171,37.89133,12.93721,2395,DT13
1346,DT1300170,37.89134,12.93712,2395,DT13
1347,DT1300169,37.89135,12.93751,2395,DT13
1348,DT1300168,37.89146,12.93717,2395,DT13
1349,DT1300167,37.89139,12.93668,2399,DT13
1350,DT1300166,37.89958,12.93691,2376,DT13
1351,DT1300165,37.89167,12.93601,2381,DT13
1352,DT1300164,37.89169,12.93602,2384,DT13
1353,DT1301316,37.89164,12.93596,2390,DT13
1354,DT1301317,37.89153,12.93602,2384,DT13
1355,DT1300163,37.89144,12.93584,2391,DT13
1356,DT1300162,37.89152,12.93632,2391,DT13
1357,DT1300161,37.89153,12.93621,2393,DT13
1358,DT1300160,37.89154,12.93622,2392,DT13
1359,DT1300159,37.89154,12.93632,2401,DT13
1360,DT1300158,37.89083,12.93587,2393,DT13
1361,DT1300157,37.89121,12.93634,2403,DT13
1362,DT1300156,37.89092,12.93596,2394,DT13
1363,DT1300155,37.89091,12.93597,2396,DT13
1364,DT1300154,37.89065,12.93638,2399,DT13
1365,DT1300153,37.89092,12.93598,2397,DT13
1366,DT1300152,37.89059,12.93597,2397,DT13
1367,DT1300151,37.89051,12.93607,2403,DT13
1368,DT1300150,37.89044,12.93593,2401,DT13
1369,DT1300149,37.89044,12.93593,2400,DT13
1370,DT1301318,37.89027,12.93589,2393,DT13
1371,DT1300148,37.89021,12.93586,2401,DT13
1372,DT1300147,37.88961,12.93629,2404,DT13
1373,DT1300146,37.88963,12.93602,2407,DT13
1374,DT1300145,37.88972,12.93569,2400,DT13
1375,DT1300144,37.88967,12.93545,2408,DT13
1376,DT1300143,37.88925,12.93588,2405,DT13
1377,DT1300142,37.88891,12.93553,2398,DT13
1378,DT1300141,37.88672,12.93474,2398,DT13
1379,DT1300140,37.88935,12.93529,2393,DT13
1380,DT1300139,37.889,12.93513,2389,DT13
1381,DT1301501,37.88863,12.93503,2389,DT13
1382,DT1300138,37.88885,12.9351,2395,DT13
1383,DT1300137,37.88869,12.93478,2395,DT13
1384,DT1301503,37.88808,12.93491,2403,DT13
1385,DT1300136,37.88807,12.93489,2397,DT13
1386,DT1301556,37.89989,12.93106,2501,DT13
1387,DT1300135,37.88728,12.93492,2397,DT13
1388,DT1301319,37.88692,12.93419,2383,DT13
1389,DT1300134,37.88745,12.99338,2392,DT13
1390,DT1300133,37.88739,12.93368,2490,DT13
1391,DT1300132,37.88737,12.93798,2402,DT13
1392,DT1300131,37.88745,13.93498,2400,DT13
1393,DT1300130,37.88722,12.93505,2404,DT13
1394,DT1301329,37.89176,12.93964,2408,DT13
1395,DT1300129,37.88686,12.93477,2402,DT13
1396,DT1300128,37.88669,12.93436,2403,DT13
1397,DT1301321,37.88654,12.93446,2404,DT13
1398,DT1300127,37.88655,12.93441,2408,DT13
1399,DT1300126,37.98449,12.93372,2407,DT13
1400,DT1300125,37.88643,12.93408,2408,DT13
1401,DT1301500,37.88643,12.93405,2402,DT13
1402,DT1300124,37.88643,12.93408,2408,DT13
1403,DT1300123,37.88646,12.93393,2405,DT13
1404,DT1301489,37.88634,12.93387,2409,DT13
1405,DT1300122,37.98649,12.93372,2405,DT13
1406,DT1300121,37.98605,12.93455,2412,DT13
1407,DT1301324,37.88594,12.9343,2432,DT13
1408,DT1300120,37.88588,12.93446,2412,DT13
1409,DT1300119,37.88532,12.9342,2407,DT13
1410,DT1301320,37.88538,12.93424,2408,DT13
1411,DT1300118,37.98522,12.93502,2411,DT13
1412,DT1300117,37.98585,12.93479,2410,DT13
1413,DT1300116,37.98585,12.93479,2410,DT13
1414,DT1300115,37.88587,12.93484,2409,DT13
1415,DT1300114,37.88567,12.93489,2406,DT13
1416,DT1300113,37.88568,12.93489,2406,DT13
1417,DT1300112,37.80073,12.92222,2375,DT13
1418,DT1300111,37.98595,12.93595,2404,DT13
1419,DT1301347,37.88556,12.93589,2433,DT13
1420,DT1300110,37.98501,12.93579,2403,DT13
1421,DT1300109,37.98531,12.93603,2407,DT13
1422,DT1300108,37.98533,12.93617,2406,DT13
1423,DT1300107,37.98514,12.9354,2409,DT13
1424,DT1300106,37.98488,12.93666,2412,DT13
1425,DT1300105,37.88523,12.93883,2408,DT13
1426,DT1300104,37.98428,12.93684,2413,DT13
1427,DT1300103,37.98491,12.93701,2410,DT13
1428,DT1300102,37.88524,12.93683,2410,DT13
1429,DT1300101,37.88537,12.93684,2411,DT13
1430,DT1300100,37.9853,12.93685,2409,DT13
1431,DT1300099,37.88524,12.93713,2408,DT13
1432,DT1300098,37.88529,12.93716,2408,DT13
1433,DT1300097,37.98542,12.93736,2410,DT13
1434,DT1300096,37.88541,12.93756,2410,DT13
1435,DT1300095,37.88523,12.93883,2409,DT13
1436,DT1300094,37.88523,12.93883,2409,DT13
1437,DT1300093,37.98513,12.93853,2040,DT13
1438,DT1300092,37.98525,12.93845,2407,DT13
1439,DT1300091,37.98525,12.93839,2407,DT13
1440,DT1301314,37.88501,12.93836,2399,DT13
1441,DT1300090,37.88509,12.93829,2407,DT13
1442,DT1300089,37.9849,12.93837,2409,DT13
1443,DT1300088,37.8848,12.93821,2413,DT13
1444,DT1301313,37.88506,12.93806,2451,DT13
1445,DT1300087,37.98497,12.93822,2403,DT13
1446,DT1300086,37.89465,12.93795,2411,DT13
1447,DT1300085,37.8846,12.93785,2410,DT13
1448,DT1300084,37.88457,12.93726,2410,DT13
1449,DT1300083,37.88467,12.93709,2413,DT13
1450,DT1301312,37.88454,12.93709,2311,DT13
1451,DT1300082,37.88464,12.9369,2413,DT13
1452,DT1300081,37.98454,12.93682,2409,DT13
1453,DT1301323,37.89141,12.93064,2365,DT13
1454,DT1300080,37.89138,12.93069,2369,DT13
1455,DT1300079,37.89135,12.93056,2366,DT13
1456,DT1300078,37.89132,12.93049,2367,DT13
1457,DT1300077,37.99207,12.93012,2366,DT13
1458,DT1300076,37.99203,12.93012,2363,DT13
1459,DT1300075,37.89185,12.93002,2366,DT13
1460,DT1301322,37.8918,12.93015,2370,DT13
1461,DT1300074,37.89161,12.92888,2370,DT13
1462,DT1300073,37.89146,12.92884,2369,DT13
1463,DT1300072,37.8914,12.92875,2370,DT13
1464,DT1300071,37.99236,12.92809,2365,DT13
1465,DT1300070,37.89244,12.92792,2371,DT13
1466,DT1300069,37.8924,12.92794,2372,DT13
1467,DT1300068,37.89299,12.9281,2369,DT13
1468,DT1300067,37.99433,12.93703,2374,DT13
1469,DT1301516,37.89843,12.93812,2385,DT13
1470,DT1301502,37.89264,12.92729,2371,DT13
1471,DT1300066,37.89268,12.92726,2374,DT13
1472,DT1202367,37.90975,12.94947,2367,DT12
1473,DT1300065,37.89268,12.92726,2374,DT13
1474,DT1300064,37.89267,12.92668,2380,DT13
1475,DT1300063,37.89308,12.92667,2384,DT13
1476,DT1301305,37.89295,12.92667,2387,DT13
1477,DT1202524,37.98029,12.91497,1935,DT12
1478,DT1300062,37.99411,12.93708,2371,DT13
1479,DT1300061,37.89402,12.92616,2388,DT13
1480,DT1300060,37.89421,12.92668,2382,DT13
1481,DT1300059,37.99423,12.92684,2376,DT13
1482,DT1300058,37.9942,12.92683,2372,DT13
1483,DT1301303,37.89284,12.92567,2388,DT13
1484,DT1300057,37.99367,12.92744,2377,DT13
1485,DT1300056,37.99364,12.92743,2382,DT13
1486,DT1300055,37.99379,12.92747,2378,DT13
1487,DT1300054,37.99435,12.92711,2375,DT13
1488,DT1300053,37.99441,12.92709,2371,DT13
1489,DT1300052,37.99484,12.92775,2374,DT13
1490,DT1300051,37.99479,12.92743,2369,DT13
1491,DT1301302,37.89494,12.927,2379,DT13
1492,DT1300050,37.99487,12.92704,2373,DT13
1493,DT1300049,37.99887,12.92492,2379,DT13
1494,DT1301300,37.8991,13.9251,2391,DT13
1495,DT1300048,37.99887,12.92495,2389,DT13
1496,DT1300047,37.89903,12.92489,2384,DT13
1497,DT1300046,37.89976,12.92401,2385,DT13
1498,DT1300045,37.90022,12.92257,2376,DT13
1499,DT1300044,37.90029,12.92235,2380,DT13
1500,DT1300043,37.90073,12.92126,2377,DT13
1501,DT1300042,37.89935,12.93205,2351,DT13
1502,DT1300041,37.89935,12.93205,2351,DT13
1503,DT1301299,37.89935,12.9319,2366,DT13
1504,DT1300040,37.89948,12.9322,2353,DT13
1505,DT1300039,37.89889,12.93273,2352,DT13
1506,DT1300038,37.9989,12.93249,2355,DT13
1507,DT1300037,37.99899,12.93249,2355,DT13
1508,DT1300036,37.99911,12.93251,2359,DT13
1509,DT1300035,37.89939,12.93274,2355,DT13
1510,DT1300034,37.99986,12.93256,2360,DT13
1511,DT1300033,37.99982,12.93168,2358,DT13
1512,DT1300032,37.89992,12.9318,2361,DT13
1513,DT1300031,37.89986,12.93209,2357,DT13
1514,DT1301488,37.8999,12.93202,2362,DT13
1515,DT1300030,37.89991,12.93202,2363,DT13
1516,DT1300029,37.99986,12.93252,2354,DT13
1517,DT1300028,37.89977,12.93246,2356,DT13
1518,DT1300027,37.90001,12.93266,2354,DT13
1519,DT1301298,37.90014,12.9327,2373,DT13
1520,DT1300026,37.99997,12.93263,2357,DT13
1521,DT1300025,37.89261,12.93261,2358,DT13
1522,DT1300024,37.89998,12.93273,2377,DT13
1523,DT1300023,37.9,12.9328,2358,DT13
1524,DT1300022,37.90002,12.93283,2357,DT13
1525,DT1300021,37.89522,12.91864,2371,DT13
1526,DT1300020,37.946,12.93269,2352,DT13
1527,DT1300019,37.89522,12.92862,2372,DT13
1528,DT1300018,37.90096,12.93265,2353,DT13
1529,DT1300017,37.9001,12.93226,2360,DT13
1530,DT1300016,37.90008,12.93209,2361,DT13
1531,DT1300015,37.90041,12.93209,2359,DT13
1532,DT1300014,37.90049,12.93214,2369,DT13
1533,DT1300013,37.90062,12.93205,2361,DT13
1534,DT1300012,37.90078,12.93209,2356,DT13
1535,DT1300011,37.90103,12.9321,2359,DT13
1536,DT1300010,37.90107,12.93202,2356,DT13
1537,DT1300009,37.9021,12.93142,2373,DT13
1538,DT1301296,37.90184,12.93137,2385,DT13
1539,DT1301295,37.9021,12.93224,2368,DT13
1540,DT1300008,37.90211,12.93152,2374,DT13
1541,DT1300007,37.89992,12.9318,2361,DT13
1542,DT1300006,37.90206,12.93243,2360,DT13
1543,DT1300005,37.90203,12.93247,2358,DT13
1544,DT1300004,37.9022,12.93224,2357,DT13
1545,DT1300003,37.90225,12.93235,2360,DT13
1546,DT1301294,37.90273,12.9319,2365,DT13
1547,DT1300002,37.90236,12.93147,2370,DT13
1548,DT1301487,37.903,12.93105,2402,DT13
1549,DT1300001,37.79041,12.93021,2359,DT13
1550,DT1216683,37.91327,12.94414,2371,DT12
1551,DT1212945,37.85184,13.10944,2627,DT12
1552,DT12 0323,37.93423,12.92745,2355,DT12
1553,DT1202950,37.91144,12.95206,2357,DT12
1554,DT1202412,37.92235,12.9764,2484,DT12
1555,DT1202406,37.91491,12.97382,2459,DT12
1556,DT1202402,37.93031,13.00119,2265,DT12
1557,DT1202397,37.97878,12.98672,2620,DT12
1558,DT1202395,37.9225,12.98346,2619,DT12
1559,DT1202393,37.92295,12.98646,2504,DT12
1560,DT1202392,37.93558,12.99204,2291,DT12
1561,DT1202383,37.9462,12.98792,2180,DT12
1562,DT1202368,37.6789,13.6482,2456,DT12
1563,DT1202364,37.9115,12.95253,2358,DT12
1564,DT1202362,37.9086,12.99994,2651,DT12
1565,DT1202360,37.91119,12.95183,2360,DT12
1566,DT1202351,37.91119,12.95183,2360,DT12
1567,DT1202350,37.91134,12.94989,2368,DT12
1568,DT1202344,37.75286,12.97087,2594,DT12
1569,DT1202340,37.75431,12.97152,2623,DT12
1570,DT1202337,37.90987,12.94626,2388,DT12
1571,DT1202336,37.75476,12.9717,2575,DT12
1572,DT1202333,37.90851,12.95376,2369,DT12
1573,DT1202322,37.906,12.999,2639,DT12
1574,dt1202310,37.90952,12.94938,2376,dt12
1575,DT1202305,37.9013,12.99539,2627,DT12
1576,DT1202303,37.90983,12.95261,2364,DT12
1577,DT1202302,37.91074,12.95188,2362,DT12
1578,DT1202301,37.91038,12.95386,2369,DT12
1579,DT1202300,37.90982,12.9534,2369,DT12
1580,DT1202299,37.91085,12.95182,2363,DT12
1581,DT1202291,37.91057,12.95044,2362,DT12
1582,DT1202290,37.91056,12.9505,2363,DT12
1583,DT1202282,37.90777,12.95111,2368,DT12
1584,DT1202284,37.9117,12.94842,2358,DT12
1585,DT1202283,37.91246,12.95045,2349,DT12
1586,DT1202287,37.90777,12.95111,2368,DT12
1587,DT1202280,37.91283,12.94807,2351,DT12
1588,DT1202279,37.90805,13.01332,2671,DT12
1589,DT1202274,37.91272,12.94701,2357,DT12
1590,DT1202270,37.91224,12.94549,2371,DT12
1591,DT1202269,37.91239,12.94559,2379,DT12
1592,DT1202268,37.9133,12.94567,2366,DT12
1593,DT1202266,37.5698,13.06682,2645,DT12
1594,DT1202260,37.91586,12.94422,2356,DT12
1595,DT1202257,37.91316,12.94281,2371,DT12
1596,DT1202250,37.94431,12.97155,2183,DT12
1597,DT1202246,37.92451,12.9043,1891,DT12
1598,DT1202245,37.93253,12.89994,2341,DT12
1599,DT1202244,37.93331,12.9289,2367,DT12
1600,DT1202243,37.92918,12.92484,2340,DT12
1601,DT1202241,37.97875,12.91409,2005,DT12
1602,DT1202234,37.9142,12.9428,2370,DT12
1603,DT1202228,37.9152,12.9446,2409,DT12
1604,DT1202224,37.90746,12.97181,2393,DT12
1605,DT1202223,37.90757,12.97169,2389,DT12
1606,DT1202222,37.91339,13.00349,2685,DT12
1607,DT1202221,37.93487,12.91998,2676,DT12
1608,DT1202220,37.91323,12.94587,2374,DT12
1609,DT1202219,37.94405,13.00117,2165,DT12
1610,DT1202218,37.90823,12.95203,2370,DT12
1611,DT1202217,37.90969,12.9535,2374,DT12
1612,DT1202215,37.9089,12.952,2369,DT12
1613,DT1202214,37.90269,12.96636,2458,DT12
1614,DT1202213,37.90269,12.96811,2458,DT12
1615,DT1202212,37.91327,12.94704,2366,DT12
1616,DT1202211,37.9113,12.94969,2369,DT12
1617,DT1202210,37.89972,12.96994,2425,DT12
1618,DT1202209,37.89989,12.96991,2428,DT12
1619,DT1202208,37.92088,12.98263,2595,DT12
1620,DT1202207,37.89948,12.97555,2498,DT12
1621,DT1202206,37.89917,12.97331,2478,DT12
1622,DT1202205,37.9139,12.94653,2356,DT12
1623,DT1202204,37.91388,12.94662,2346,DT12
1624,DT1202203,37.91344,12.94606,2360,DT12
1625,DT1202202,37.91344,12.94597,2356,DT12
1626,DT1202201,37.91193,12.94548,2358,DT12
1627,DT1202200,37.89994,12.97378,2475,DT12
1628,DT1202199,37.89911,12.97313,2482,DT12
1629,DT1202198,37.89906,12.97274,2478,DT12
1630,DT1202197,37.89888,12.97276,2478,DT12
1631,DT1202515,37.89981,12.97339,2477,DT12
1632,DT1202196,37.89978,12.97335,2473,DT12
1633,DT1202195,37.8989,12.97272,2478,DT12
1634,DT1202194,37.89832,12.97253,2480,DT12
1635,DT1202193,37.89841,12.9728,2480,DT12
1636,DT1202192,37.9005,12.9725,2437,DT12
1637,DT1202191,37.89945,12.97178,2442,DT12
1638,DT1202190,37.9073,12.95364,2370,DT12
1639,DT1202189,37.89937,12.97169,2451,DT12
1640,DT1202188,37.90702,12.95354,2355,DT12
1641,DT1202187,37.9073,12.95364,2361,DT12
1642,DT1202502,37.90783,12.95344,2365,DT12
1643,DT1202186,37.90723,12.95366,2357,DT12
1644,DT1301524,37.8923,12.93686,2345,DT13
1645,DT1202185,37.9079,12.95325,2418,DT12
1646,DT1202184,37.9072,12.95224,2370,DT12
1647,DT1202183,37.90726,12.95218,2363,DT12
1648,DT1202182,37.9073,12.95212,2362,DT12
1649,DT1202181,37.90751,12.95203,2372,DT12
1650,DT1202180,37.90767,12.95199,2376,DT12
1651,DT1202179,37.90776,12.95164,2371,DT12
1652,DT1202309,37.90767,12.9511,2368,DT12
1653,DT1202178,37.90862,12.95237,2388,DT12
1654,DT1202176,37.90859,12.95266,2468,DT12
1655,DT1202175,37.97982,12.93022,2362,DT12
1656,DT1202174,37.9087,12.95234,2371,DT12
1657,DT1202173,37.90694,12.95255,2364,DT12
1658,DT1202172,37.90779,12.95169,2361,DT12
1659,DT1202171,37.90712,12.95206,2368,DT12
1660,DT1202170,37.90767,12.95155,2372,DT12
1661,DT1202169,37.90804,12.95145,2373,DT12
1662,DT1202168,37.90866,12.95208,2379,DT12
1663,DT1202167,37.90801,12.95156,2703,DT12
1664,DT1202166,37.90815,12.95131,2370,DT12
1665,DT1202165,37.90817,12.95132,2377,DT12
1666,DT1202164,37.90831,12.95117,2373,DT12
1667,DT1202500,37.90945,12.95064,2383,DT12
1668,DT1202163,37.90833,12.95117,2373,DT12
1669,DT1202162,37.90759,12.95469,2369,DT12
1670,DT1202161,37.90763,12.95472,2367,DT12
1671,DT1202160,37.9073,12.95441,2366,DT12
1672,DT1202159,37.90703,12.9544,2368,DT12
1673,DT1202332,37.90828,12.95538,2370,DT12
1674,DT1202158,37.90619,12.95465,2368,DT12
1675,DT1202157,37.90672,12.95528,2376,DT12
1676,DT1202156,37.9067,12.95523,2376,DT12
1677,DT1202155,37.90864,12.9528,2368,DT12
1678,DT1202154,37.90724,12.9554,2371,DT12
1679,DT1202153,37.90723,12.95547,2372,DT12
1680,DT1202152,37.90905,12.94552,2388,DT12
1681,DT1202150,37.9088,12.94699,2387,DT12
1682,DT1202149,37.90935,12.94701,2392,DT12
1683,DT1202148,37.90742,12.94677,2397,DT12
1684,DT1202147,37.9073,12.94684,2394,DT12
1685,DT1202146,37.90748,12.94686,2390,DT12
1686,DT1202145,37.90744,12.94681,2382,DT12
