hhid,Q501,Q502,Q503,Q5041,Q5042,Q5043,Q5044,Q5045,Q5045s,Q505,Q506,Q507,Q508,Q509,Q510,Q511,Q512,Q513,Q514,Q515,Q516,Q517,Q518,Q519,Q520,Q521,Q522,Q523,Q5231,Q5232,Q5233,Q5234,Q5235,Q5236,Q5236s,Q524,Q525,Q5261,Q5262,Q5263,Q5264,Q5265,Q5266,Q5266s,Q527,Q528,Q529,Q530,Q531
DT1000210,8,3,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,2,2,2,2,2,2,,2,,,2,
DT1100499,2,2,1,1,1,2,2,2,,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,2,2,2,2,1,2,2,,2,,2,2,2,2,2,2,,2,,,2,
dt0400562,2,1,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,30,0,2,
DT0802034,5,1,1,1,1,2,2,2,,1,1,1,2,1,2,1,3,1,3,1,3,2,,2,,2,,2,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,3,0,2,
DT1201111,2,2,1,1,2,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,,2,,2,1,2,2,2,,2,,2,,2,2,1,2,2,2,,1,90,2,2,
DT1200026,2,2,1,1,1,2,2,2,,1,3,1,3,1,3,1,3,1,2,1,2,2,,2,,2,,2,2,1,2,2,,2,,1,3,1,2,1,2,2,2,,1,120,2,2,
DT1000576,4,4,2,1,2,2,2,2,,1,1,1,1,1,2,1,2,1,2,1,2,2,,2,,2,,2,1,1,2,2,,2,,1,3,2,2,2,2,2,2,,2,,,2,
DT0101112,5,5,1,1,1,2,2,2,,1,3,1,2,1,2,2,,2,,2,,2,,2,,2,,2,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,20,0,2,
DT1300209,8,8,1,1,2,2,2,2,,1,1,2,,2,,2,,2,,1,1,2,,1,1,2,,1,2,2,2,2,,2,,1,2,1,2,2,2,2,2,,1,175,2,2,
DT1201776,0,,,2,1,2,2,2,,1,2,1,1,2,,1,2,1,3,1,2,2,,2,,2,,2,1,2,2,2,,2,,2,,2,2,2,2,2,2,,1,60,2,2,
DT0801179,4,2,1,1,1,2,2,2,,1,1,1,3,1,3,1,3,1,3,1,2,1,1,1,3,2,,2,1,1,2,2,,2,,2,,2,2,2,2,2,2,,1,30,0,2,
DT1100513,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0800619,7,7,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0700100,4,4,1,1,2,2,2,2,,1,3,1,2,1,3,1,2,1,2,2,,2,,2,,2,,2,1,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,4,0,2,
DT0800528,3,3,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,2,1,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0101410,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0601055,5,,2,1,1,2,2,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,2,1,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0800977,4,4,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,6,0,2,
dt1100667,2,2,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0102409,3,3,1,1,1,2,2,2,,1,2,1,1,1,1,1,1,1,1,1,1,2,,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0400118,3,3,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0801137,9,4,1,1,2,2,2,2,,1,2,1,1,1,1,2,,1,2,1,2,2,,2,,2,,2,1,2,2,2,,1,,1,3,1,2,2,2,2,2,,1,90,0,2,
DT0102358,0,,,2,2,2,2,1,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1201781,2,2,1,1,2,2,2,2,,1,1,1,1,1,2,1,1,1,2,1,1,2,,2,,2,,2,2,2,2,2,,2,,2,,2,2,2,1,2,2,,2,,,1,2
DT1100527,0,,,2,1,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,,,,,1,,,,1,3,2,2,2,2,2,2,,2,,,2,
DT0100585,0,,,2,1,2,2,2,,1,1,1,1,1,1,1,1,2,,2,,2,,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,1,30,0,2,
DT0400915,4,4,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,2,2,1,2,2,2,,2,,,2,
DT0300023,4,3,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0801040,3,2,1,1,2,2,2,2,,1,2,1,2,1,2,2,,1,2,1,2,2,,2,,2,,2,1,1,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0900897,0,,,2,1,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,,2,,2,1,2,2,2,,1,tea & ill/tela sale,2,,1,2,2,2,2,2,,1,10,0,2,
DT1100533,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,20,0,2,
DT0900333,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1300404,3,3,1,1,1,2,2,2,,1,2,1,3,1,1,2,,2,,1,2,1,1,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,1,30,2,1,3
DT0800976,6,4,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,2,2,2,2,,1,silinege,2,,1,2,2,2,2,2,,1,8,0,2,
DT1000953,3,3,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT1201345,2,2,1,1,1,2,2,2,,1,2,2,,1,3,1,3,1,1,2,,2,,2,,2,,2,2,2,2,2,,2,,1,3,2,2,1,2,2,2,,1,120,2,2,
DT1300177,3,2,1,1,2,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,1,2,2,2,,1,60,2,1,2
DT0101134,0,,,2,1,2,2,2,,1,3,1,2,1,2,2,,1,3,1,3,2,,2,,2,,2,2,2,2,2,,1,bemeserat,2,,1,2,2,2,2,2,,2,,,2,
DT0200640,0,,,2,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1201079,7,3,1,1,2,2,2,2,,1,3,1,2,1,2,1,3,2,,1,2,2,,2,,2,,2,1,2,2,2,,2,,2,,1,2,1,2,2,2,,1,30,0,1,2
DT0600856,2,2,2,1,1,2,2,2,,1,2,1,2,1,2,2,,2,,2,,2,,2,,2,,2,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT1300196,3,2,1,2,1,2,2,2,,1,2,1,2,2,,2,,2,,1,2,2,,2,,2,,2,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,1,30,0,2,
DT0800087,2,2,1,1,1,2,2,2,,1,3,1,3,1,3,1,3,2,,2,,2,,2,,2,,2,1,2,2,2,,2,,1,3,2,2,2,2,2,2,,2,,,2,
DT1201951,4,4,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,1,2,2,2,,2,,,1,2
DT0300127,4,4,1,1,2,2,2,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0102058,1,1,2,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,1,20,0,2,
DT0900942,0,,,2,1,2,2,2,,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,,2,,,,,,,2,1,YEKEN SERA,1,3,2,2,2,2,2,2,,2,,,1,2
DT1100554,0,,,2,1,2,2,2,,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,2,2,2,2,2,,1,PRIVATE WORK,2,,2,2,2,2,2,2,,1,90,2,2,
DT1000438,3,0,2,1,1,2,2,2,,1,2,1,2,1,2,2,,2,,2,,2,,2,,2,,2,1,2,2,2,,2,,1,2,2,2,2,2,2,2,,2,,,2,
DT0101267,0,,,2,1,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,1,2,2,,2,1,2,2,2,,1,DAYE TO DAYE WORK,2,,1,2,2,2,2,2,,1,8,0,2,
DT0200312,0,,,2,1,2,2,2,,1,2,1,2,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,15,0,2,
DT0800517,6,6,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,20,0,2,
dt1100791,5,5,2,1,2,2,2,2,,1,2,2,,1,2,2,,1,2,1,2,2,,2,,2,,2,2,2,2,2,,2,,2,,2,2,2,2,2,2,,1,12,0,2,
DT1100357,1,1,1,1,1,2,2,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,1,32,0,2,
DT0800513,4,4,1,1,2,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,2,2,1,2,,2,,2,,2,2,1,2,2,2,,1,60,2,2,
DT0900303,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1300080,3,2,1,1,1,2,2,2,,1,2,1,1,2,,2,,1,1,1,1,2,,2,,2,,2,2,2,1,2,,2,,2,,2,2,1,2,2,2,,1,10,2,2,
DT1100568,2,2,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,1,16,0,2,
DT1000009,6,4,2,1,2,2,1,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,1,60,0,2,
DT1200134,6,2,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0901011,0.2,0.2,2,2,1,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,,2,,2,1,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,10,0,,
DT1301081,3,3,1,1,2,1,2,2,,1,3,1,3,1,3,1,2,1,3,1,2,2,,2,,2,,2,1,2,1,2,,2,,1,3,1,2,2,2,2,2,,1,30,2,1,2
DT0102518,0,,,2,1,2,2,1,from housband,2,,2,,1,2,2,,1,1,1,1,2,,2,,2,,2,1,2,2,2,,1,HELEP FEROME HATHBANED,2,,1,2,2,2,2,2,,2,,,2,
DT0800221,0.12,0.12,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,5,0,2,
DT1100578,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,1,32,0,2,
DT1201407,2,2,1,1,2,2,2,2,,1,3,2,,1,2,1,2,1,2,1,2,2,,2,,2,,2,1,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT1100444,0,,,2,1,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,2,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,1,2
DT1100963,2,2,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0301272,5,3,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,20,0,2,
DT1200594,2,2,1,1,1,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,,2,,2,2,1,1,1,2,1,,2,,2,2,1,2,2,2,,1,15,2,2,
DT0700399,4,4,1,1,1,2,2,2,,2,,2,,1,3,2,,2,,2,,2,,2,,2,,2,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,2,,,2,
DT1100585,3,3,2,1,2,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,2,2,2,1,2,,2,,1,3,2,2,2,2,2,2,,2,,,2,
DT1201531,1,1,1,1,1,2,2,2,,1,3,1,3,1,2,2,,1,1,2,,2,,2,,2,,2,1,1,2,2,,1,silinege tela,2,,1,2,1,2,2,2,,1,60,2,2,
DT0600020,3.5,2.5,1,1,2,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,2,1,2,2,,2,,1,3,1,2,2,2,2,2,,1,30,0,2,
DT1000234,5,4,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,2,,,2,
DT0301190,0,,,2,2,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,,2,,,1,2,,1,,,,1,3,1,2,2,2,2,2,,2,,,1,2
DT0101788,0,,,2,1,1,2,2,,1,2,1,2,1,1,2,,1,2,1,2,1,1,1,1,1,1,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0100523,0,,,2,2,2,2,1,from children,1,2,1,2,1,2,1,2,1,2,1,2,2,,1,1,2,,2,1,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT1100592,1,1,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,1,96,0,2,
DT0800807,6,6,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1100747,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,1,32,0,2,
DT0101039,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0600828,0.3,0.2,2,1,1,1,2,1,,1,2,2,,2,,2,,1,2,2,,2,,2,,2,,2,2,2,1,2,,2,,1,3,2,2,1,2,2,2,,1,30,2,2,
DT0900443,0,,,2,1,2,2,2,,1,2,2,,1,2,2,,1,3,1,2,2,,2,,2,,2,1,2,2,2,,1,to prepare cotton & sale,2,,1,2,2,2,2,2,,2,,,2,
DT1300050,5,4,1,1,2,2,2,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,1,2
DT0701205,6,2,1,1,1,2,1,2,,1,1,1,1,1,2,2,,2,,2,,2,,2,,2,,2,2,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0201156,0,,,2,2,2,2,1,from familly,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1201712,3,2,1,1,2,2,2,2,,1,1,1,1,1,1,2,,2,,2,,2,,2,,2,,2,2,1,2,1,2,1,weving,2,,1,2,2,2,2,2,,1,90,0,2,
DT1300282,1,1,1,1,1,1,2,2,,1,3,1,3,2,,2,,2,,2,,1,3,1,3,1,3,2,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,60,3,2,
DT1100609,1,1,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,5,0,2,
DT1100367,2,2,1,1,1,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,2,1,2,2,,2,,1,3,2,2,2,2,2,2,,1,16,0,2,
DT0100685,0.2,0.2,1,1,2,2,2,2,,1,1,1,2,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,16,0,2,
DT1100612,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0200950,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1301276,1,1,1,1,1,2,2,2,,1,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,1,1,2,1,2,2,,2,,2,2,1,2,2,2,,2,,,2,
dt1100445,2,2,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0700584,6,3,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,2,,,2,
DT0400954,3,1,1,2,1,2,2,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0301129,3,3,2,1,2,2,2,2,,1,2,1,2,1,2,2,,1,2,1,2,2,,2,,2,,2,1,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,20,0,2,
DT0100757,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0801941,3,3,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,1,2
DT0701041,4,4,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,2,2,2,2,2,2,,2,,,2,
DT1100639,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0400076,1,1,1,1,1,2,2,2,,1,2,1,2,2,,2,,2,,2,,2,,2,,2,,2,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,25,0,2,
DT0601038,3,3,2,1,2,2,2,2,,1,1,1,2,1,2,2,,1,2,1,2,2,,2,,2,,2,1,1,2,2,,2,,1,3,1,2,2,2,2,2,,1,35,0,2,
DT1200790,2,2,1,1,2,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,1,1,2,2,,2,,2,,2,2,2,2,2,2,,1,40,0,2,
DT1100657,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0100346,0,,,2,1,2,2,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1200004,4,4,1,1,2,2,2,2,,2,,2,,2,,1,1,1,2,2,,2,,2,,2,,2,2,2,1,2,,2,,2,,1,2,1,2,2,2,,1,30,2,2,
DT0101279,4,4,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0801188,3,2,1,1,1,2,2,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,1,20,0,2,
DT0101530,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1000534,5,5,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,2,,,2,
DT0400245,0.6,0.6,2,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,10,0,2,
DT0102283,2,2,1,1,1,2,2,2,,1,1,1,2,1,3,1,1,1,3,1,2,2,,2,,2,,2,2,2,2,2,,1,,2,,1,2,2,2,2,2,,1,3,0,2,
DT0802144,0,,,2,2,2,2,1,from familly,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0100712,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,1,10,0,2,
DT0200598,0,,,2,1,2,2,2,,1,2,1,3,1,3,1,3,1,3,1,3,2,,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,1,2,0,2,
DT1100814,1,1,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,1,25,0,2,
DT1201618,0,,,2,1,2,2,2,,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,2,2,2,1,2,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1100680,0,,,2,1,2,2,1,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,24,0,2,
DT0300346,3,3,1,1,2,2,2,2,,1,2,1,1,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,4,1,2,2,2,2,2,,2,,,2,
DT1201100,4,2,1,1,2,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,2,2,,2,,2,,2,1,2,1,2,,2,,1,3,2,2,1,2,2,2,,1,90,2,2,
DT1100687,1,0.04,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,4,2,2,2,2,2,2,,2,,,2,
DT1201656,2,1,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,10,0,2,
DT1100689,0,,,2,1,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,2,2,1,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT1201835,0.25,0.25,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,1,30,0,2,
DT1201850,2,2,1,1,2,2,2,2,,1,3,1,3,1,2,1,3,1,2,1,2,2,,2,,2,,2,1,1,2,2,,2,,2,,1,2,2,2,2,2,,1,30,0,2,
DT0101891,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,1,4,0,2,
DT0801963,10,10,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,1,2,2,2,,1,6,2,2,
DT0800794,4,4,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT1201148,2,2,1,2,1,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,2,2,2,1,2,1,,1,3,2,2,2,2,2,2,,2,,,2,
DT0101889,1,1,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,2,
DT0700400,6,6,1,1,1,2,2,2,,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,,2,1,2,2,2,,2,,2,,1,2,2,2,2,2,,1,15,0,2,
DT0102252,0,,,2,1,2,2,2,,1,2,1,2,1,3,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0700735,3,3,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT1200046,4,4,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,2,,,2,
DT0600895,3,1,1,1,1,2,2,2,,2,,1,3,1,3,1,2,1,2,2,,2,,2,,2,,2,1,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,45,0,2,
DT1300038,8,0,1,1,2,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,2,2,2,2,,2,,1,3,2,2,2,2,2,2,,1,10,0,2,
DT0101679,0,,,2,2,2,2,1,from familly,1,2,1,1,1,3,1,2,1,2,1,2,2,,2,,2,,2,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
DT0900242,0,,,2,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,1,2
DT0200299,0,,,2,1,2,2,2,,1,3,1,3,1,3,1,2,1,3,1,3,1,3,1,1,2,,2,1,2,2,2,,2,,2,,2,2,2,2,2,2,,2,,,,
DT0801668,6,3,1,1,2,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,0,0,1,2
DT1100707,0,,,2,1,2,2,2,,1,2,1,3,1,3,1,3,1,3,1,3,1,2,1,2,1,,2,1,1,1,1,1,1,,2,,1,2,2,2,2,2,,2,,,2,
DT1201924,2,2,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,2,2,2,1,2,2,,2,,1,2,2,2,2,2,,2,,,2,
DT1201921,1,1,1,1,1,2,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,2,,2,2,2,2,2,,1,gebere madekeke sera ygenezebe degefa,2,,2,2,2,2,2,2,,2,,,2,
DT0601186,3,3,1,1,1,2,2,2,,1,3,1,1,1,3,2,,1,1,2,,2,,2,,2,,2,2,2,2,2,,2,,1,3,1,2,2,2,2,2,,1,60,0,2,
DT0501314,0,,,2,2,2,2,1,from familly,1,1,2,,1,2,2,,1,1,1,1,2,,2,,2,,2,2,2,1,2,,2,,1,3,2,2,2,2,2,2,,2,,,2,
DT0400253,2,2,2,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,1,2,2,2,1,2,2,2,,2,,,1,2
DT0102551,0,,,2,1,2,2,2,,2,,1,2,2,,2,,2,,2,,2,,2,,2,,1,2,2,2,2,,2,,2,,1,2,2,2,2,2,,2,,,2,
