hhid,hh_members,sex,relation,hh_education,main_occupation,marital_status,residence,age,longitude,latitude,altitude,kebele,Q401,Q406,Q301,Q302,Q304,Q306,Q307,Q308m,Qsou_inform,Q3098,Q3099,Q30910,Q30911,Q3098n,Q3099n,Q30910n,Q30911n,Q30912n,Q30913n,Q30914n,Q30915n,Q501,Q503,Q504,Q505,Q506,Q507,Q508,Q509,Q510,Q511,Q512,Q513,Q514,Q515,Q516,Q517,Q518,Q519,Q520,Q521,Q522,Q523,Q5231,Q5232,Q5233,Q5234,Q524,Q525,Q5261,Q5262,Q5263,Q5264
DT0100873,0.0,1.0,1.0,4.0,4.0,3.0,0.0,1.0,37.76912,12.98275,2.0,DT01,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1,2,2,2
DT0100875,1.0,0.0,1.0,2.0,3.0,4.0,0.0,1.0,37.769,12.98286,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,1.0,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0100876,1.0,1.0,1.0,4.0,4.0,1.0,0.0,1.0,37.76924,12.98266,2.0,DT01,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0.0,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0100879,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,37.76915,12.98235,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.0,4,1,2.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0100883,0.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,37.7697,12.98265,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,2,1,2.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1,2,2,2
DT0100884,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,37.7697,12.98265,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1.0,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0100886,1.0,1.0,1.0,4.0,4.0,1.0,0.0,1.0,37.76971,12.98295,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2,2,2,2
DT0100890,0.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,37.7696,12.98375,2.0,DT01,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2,1.0,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1,2,2,2
DT0100892,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,37.7664,12.98377,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1,2,2,2
DT0100893,0.0,1.0,1.0,4.0,4.0,1.0,0.0,1.0,37.76984,12.98398,2.0,DT01,1.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0.0,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1,2,2,2
DT0100894,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,37.77004,12.98436,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1.0,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2,2,2,2
DT0100896,0.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,37.77066,12.98427,2.0,DT01,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1.0,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1,2,2,2
DT0100898,1.0,0.0,1.0,2.0,2.0,4.0,0.0,0.0,37.77046,12.98414,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1,2,2,2
DT0100899,1.0,1.0,1.0,4.0,2.0,1.0,0.0,1.0,37.7706,12.98421,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,2.0,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0100900,0.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,37.7704,12.98347,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1,2,2,2
DT0100901,1.0,1.0,1.0,4.0,4.0,1.0,0.0,1.0,37.77032,12.98383,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1,2,2,2
DT0100902,0.0,0.0,1.0,0.0,2.0,4.0,0.0,2.0,37.77024,12.9837,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,2,1,3.0,1,2.0,1,3.0,2,0.0,1,2.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2,2,2,2
DT0100903,0.0,1.0,1.0,4.0,4.0,1.0,0.0,1.0,37.77017,12.98349,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0100904,1.0,1.0,1.0,3.0,4.0,1.0,0.0,1.0,37.77005,12.9834,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2,1.0,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0100905,0.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,37.7703,12.98341,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,5,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2,2,2,2
DT0100907,1.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,37.77059000000001,12.98371,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2,1.0,2,1,1.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0100908,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,37.77048,12.9839,2.0,DT01,1.0,2.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,3,2.0,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2,2,2,2
DT0100909,2.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,37.77102,12.98391,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2,2,2,2
DT0100910,0.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,37.77102,12.98365,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,2,1,2.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2,2,2,2
DT0100911,1.0,1.0,1.0,3.0,4.0,1.0,0.0,1.0,37.77096,12.98365,2.0,DT01,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1,2,2,2
DT0100912,0.0,0.0,1.0,0.0,3.0,4.0,0.0,1.0,37.77064,12.98326,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2,1.0,2,1,2.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1,2,2,2
DT0100913,0.0,0.0,1.0,4.0,4.0,3.0,0.0,1.0,37.77082,12.98326,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2,2.0,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0100914,0.0,0.0,1.0,3.0,4.0,2.0,0.0,0.0,37.77079000000001,12.98343,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0100915,1.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,37.77074,12.98352,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,2,1,2.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0100916,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,37.77048,12.98184,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,2,1,1.0,1,2.0,1,2.0,1,2.0,1,2.0,1,1.0,2,0.0,2,0.0,2,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1,2,2,2
DT0100917,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,37.77104,12.98611,2.0,DT01,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,2,1,2.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1,2,2,2
DT0100919,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,37.77131,12.9834,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,1.0,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0100920,2.0,1.0,1.0,4.0,4.0,1.0,0.0,1.0,37.7705,12.98472,2.0,DT01,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0.0,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2,2,2,2
DT0100921,1.0,1.0,1.0,4.0,4.0,1.0,0.0,1.0,37.77068,12.98504,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2,1.0,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1,2,2,2
DT0100922,0.0,0.0,1.0,2.0,2.0,3.0,0.0,1.0,37.77083,12.98592,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2,2.0,1,1,2.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1,2,2,2
DT0100924,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,37.77097,12.98546,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2,1.0,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1,2,2,2
DT0100925,0.0,1.0,1.0,1.0,4.0,1.0,0.0,2.0,37.77116,12.98547,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2,1.0,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0100927,0.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,37.77114,12.98552,2.0,DT01,1.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,2.0,1,1,3.0,1,2.0,1,2.0,2,0.0,1,2.0,1,2.0,2,0.0,2,0.0,2,0.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1,2,2,2
DT0100929,1.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,37.7713,12.9857,2.0,DT01,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1,2,2,2
DT0100930,0.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,37.77139,12.98592,2.0,DT01,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1,2,2,2
DT0100931,1.0,1.0,1.0,1.0,4.0,1.0,0.0,2.0,37.77139,12.98585,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2,2.0,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2,2,2,2
DT0100932,0.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0,37.77138,12.98584,2.0,DT01,1.0,2.0,2.0,1.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2,2.0,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0100933,0.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,37.77116,12.98542,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,2,1,1.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0100934,0.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0,37.77104,12.98525,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0100935,1.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,37.77163,12.98566,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0.0,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0100938,0.0,0.0,1.0,4.0,4.0,3.0,0.0,1.0,37.77084,12.98492,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0.0,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1,2,2,2
DT0100939,0.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,37.77071,12.98493,2.0,DT01,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,2.0,1,1,1.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1,2,2,2
DT0100940,1.0,1.0,1.0,4.0,4.0,1.0,0.0,1.0,37.77083,12.98476,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0.0,2,1,2.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0100941,0.0,1.0,1.0,4.0,4.0,2.0,0.0,0.0,37.7712,12.98481,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2,2,2,2
DT0100942,1.0,1.0,1.0,4.0,4.0,1.0,0.0,1.0,37.77126,12.98482,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0.0,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1,2,2,2
DT0100943,1.0,0.0,1.0,3.0,2.0,3.0,0.0,1.0,37.77131,12.9851,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0.0,5,1,2.0,1,2.0,1,3.0,2,0.0,1,1.0,2,0.0,2,0.0,2,0.0,2,0.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1,2,2,2
DT0100944,0.0,1.0,1.0,4.0,4.0,1.0,0.0,1.0,37.77112,12.98514,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2,1.0,2,1,2.0,1,2.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
DT0100945,0.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,37.77162,12.98532,2.0,DT01,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2,2,2,2
DT0100946,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,37.7717,12.98551,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3,2.0,2,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1,2,2,2
DT0100947,0.0,0.0,1.0,0.0,2.0,4.0,0.0,2.0,37.7714,12.98521,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.0,5,1,1.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1,2,2,2
DT0100948,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,37.77228,12.98554,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3,2.0,1,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1,2,2,2
DT0100952,1.0,1.0,1.0,4.0,4.0,1.0,0.0,1.0,37.77168,12.98517,2.0,DT01,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2,2.0,2,1,2.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,2,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1,2,2,2
