hhid,hh_members,relation,gender,dob_gc,hh_education,marital_status,no_of_marriage,main_occupation,longitude,latitude,altitude,kebele,Q401,Q406,Q301,Q302,Q304,Q306,Q307,Q308m,Qsou_inform,Qtransport,house_equipment,Qanimal,Q3098,Q3099,Q30910,Q30911,Q3098n,Q3099n,Q30910n,Q30911n,Q30912n,Q30913n,Q30914n,Q30915n
DT0100164,4.0,1.0,1.0,3/24/1972,1.0,1.0,3.0,2.0,37.75675,12.97711,2582.0,DT01,1.0,0.0,0,1,2,1,3,1,1,0,2,1,1,0,0,0,1,0,0,0,1,1,0.0,0.0
DT0100166,5.0,1.0,1.0,2/22/1962,8.0,1.0,2.0,4.0,37.75666,12.97699,2584.0,DT01,1.0,0.0,0,1,1,1,3,5,3,1,2,3,0,1,1,1,0,1,3,1,3,1,0.0,0.0
DT0100169,2.0,1.0,0.0,1/23/1934,1.0,4.0,1.0,0.0,37.75612,12.97663,2607.0,DT01,1.0,0.0,0,1,1,1,3,0,1,0,2,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0
DT0100170,2.0,1.0,1.0,10/13/1986,7.0,1.0,1.0,4.0,37.75607,12.97661,2584.0,DT01,1.0,0.0,0,1,1,1,3,3,2,0,2,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0
DT0100171,6.0,1.0,1.0,2/24/1972,6.0,1.0,1.0,2.0,37.75589,12.97664,2583.0,DT01,1.0,0.0,0,1,1,1,3,0,2,1,2,3,1,1,1,0,2,2,3,0,1,1,0.0,1.0
DT0100172,4.0,1.0,0.0,9/2/1980,8.0,3.0,1.0,4.0,37.75584,12.97658,2582.0,DT01,1.0,0.0,0,1,1,1,3,2,2,0,2,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0
DT0100174,2.0,1.0,0.0,4/29/1988,1.0,4.0,2.0,3.0,37.75693,12.97743,2569.0,DT01,1.0,0.0,0,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0100175,4.0,1.0,1.0,2/23/1976,1.0,1.0,1.0,2.0,37.75639,12.97604,2571.0,DT01,1.0,0.0,0,1,2,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0
DT0100176,5.0,1.0,1.0,2/22/1949,5.0,1.0,1.0,4.0,37.75559000000001,12.97653,2597.0,DT01,1.0,0.0,0,1,1,1,3,2,0,1,0,3,1,1,1,0,1,2,1,0,0,0,0.0,0.0
DT0100177,5.0,1.0,1.0,2/22/1971,5.0,1.0,2.0,9.0,37.75539000000001,12.976175,2602.0,DT01,1.0,0.0,0,1,1,1,3,0,2,0,1,1,0,0,1,0,0,0,1,0,1,0,0.0,0.0
DT0100178,5.0,1.0,1.0,4/5/1984,7.0,1.0,1.0,2.0,37.75533,12.97638,2589.0,DT01,1.0,0.0,0,1,1,1,3,3,2,0,2,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0
DT0100180,7.0,1.0,1.0,2/22/1969,6.0,1.0,1.0,4.0,37.75631,12.97589,2597.0,DT01,1.0,0.0,0,1,1,1,3,2,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0.0,0.0
DT0100181,2.0,1.0,1.0,5/20/1961,8.0,3.0,2.0,4.0,37.75507,12.97655,2589.0,DT01,1.0,0.0,0,1,1,1,3,4,2,0,2,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0
DT0100182,3.0,1.0,0.0,1/24/1944,1.0,4.0,1.0,1.0,37.75498,12.97669,2584.0,DT01,1.0,0.0,0,1,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0
DT0100184,1.0,1.0,1.0,4/5/1996,6.0,2.0,0.0,1.0,37.75494000000001,12.97237,2626.0,DT01,1.0,0.0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0100185,3.0,1.0,0.0,2/22/1961,8.0,4.0,2.0,4.0,37.75511,12.97731,2593.0,DT01,1.0,1.0,0,1,1,1,3,4,2,0,2,1,0,0,0,1,0,0,0,1,3,1,0.0,0.0
DT0100186,8.0,1.0,1.0,2/22/1962,8.0,1.0,1.0,4.0,37.75519,12.9772,2588.0,DT01,1.0,0.0,0,1,1,1,3,6,2,0,3,1,0,0,0,1,0,0,0,1,3,2,1.0,0.0
DT0100187,3.0,1.0,1.0,12/25/1980,5.0,1.0,1.0,4.0,37.75525,12.97731,2602.0,DT01,1.0,1.0,0,1,2,1,3,4,3,0,2,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0100188,5.0,1.0,1.0,1/7/1979,8.0,1.0,1.0,8.0,37.7554,12.97657,2562.0,DT01,1.0,0.0,0,1,1,1,4,3,2,1,2,1,0,0,0,1,0,0,0,1,3,1,0.0,0.0
DT0100189,3.0,1.0,1.0,2/24/1952,2.0,1.0,2.0,2.0,37.75567,12.97692,2604.0,DT01,1.0,0.0,0,1,1,4,3,0,2,1,2,3,1,1,1,0,2,1,2,0,3,2,0.0,1.0
DT0100190,2.0,1.0,0.0,4/24/1975,8.0,3.0,3.0,4.0,37.7557,12.97698,2596.0,DT01,1.0,0.0,0,1,1,1,3,2,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0100191,9.0,1.0,0.0,2/24/1980,6.0,5.0,2.0,0.0,37.75575,12.977,2588.0,DT01,0.0,0.0,0,1,1,1,3,0,2,0,2,1,0,0,0,1,0,0,0,1,2,1,0.0,0.0
DT0100192,5.0,1.0,1.0,2/14/1982,8.0,1.0,1.0,4.0,37.75588,12.97703,2571.0,DT01,1.0,0.0,0,1,2,4,4,5,3,1,3,1,0,0,0,1,0,0,0,2,3,1,1.0,0.0
DT0100193,3.0,1.0,0.0,9/8/1951,2.0,4.0,2.0,0.0,37.75594,12.97718,2590.0,DT01,1.0,0.0,0,1,1,1,3,1,1,0,2,1,0,0,1,0,0,0,1,0,1,1,0.0,0.0
DT0100194,2.0,1.0,1.0,8/10/1949,8.0,1.0,1.0,9.0,37.75618,12.97723,2564.0,DT01,1.0,0.0,0,1,1,1,3,1,3,0,2,2,1,0,0,1,2,0,0,1,2,1,0.0,0.0
DT0100195,6.0,1.0,0.0,6/19/1982,6.0,1.0,1.0,9.0,37.75635,12.97742,2593.0,DT01,1.0,0.0,0,1,1,1,3,3,2,0,2,1,1,0,0,0,1,0,0,0,3,2,0.0,0.0
DT0100197,1.0,1.0,0.0,3/25/1959,1.0,3.0,1.0,3.0,37.75641,12.9774,2580.0,DT01,1.0,0.0,0,1,1,1,3,1,0,0,2,1,0,0,0,1,0,0,0,1,1,1,0.0,0.0
DT0100199,4.0,1.0,0.0,1/24/1964,1.0,3.0,3.0,6.0,37.76492,12.97748,2588.0,DT01,1.0,1.0,0,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0100200,3.0,1.0,0.0,4/29/1966,2.0,4.0,1.0,0.0,37.75662,12.97741,2582.0,DT01,1.0,0.0,0,1,1,1,3,2,2,0,2,0,0,0,0,0,0,0,0,0,3,2,0.0,0.0
DT0100201,3.0,1.0,0.0,2/22/1947,2.0,3.0,1.0,0.0,37.75668,12.97749,2579.0,DT01,1.0,0.0,0,1,1,1,3,3,0,0,2,0,0,0,0,0,0,0,0,0,3,2,0.0,0.0
DT0100204,3.0,1.0,0.0,5/20/1976,8.0,5.0,2.0,4.0,37.75597,12.97716,2609.0,DT01,1.0,0.0,0,1,1,1,3,3,2,0,2,2,1,0,0,1,1,0,0,1,3,2,0.0,0.0
DT0100205,2.0,1.0,0.0,2/22/1954,1.0,4.0,2.0,1.0,37.7556,12.97717,2584.0,DT01,1.0,0.0,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0100206,4.0,1.0,0.0,2/23/1970,1.0,4.0,2.0,9.0,37.75581,12.97687,2635.0,DT01,1.0,0.0,0,1,1,1,2,0,1,0,2,1,0,0,0,1,0,0,0,1,3,1,0.0,0.0
DT0100207,4.0,1.0,0.0,2/23/1968,3.0,4.0,2.0,9.0,37.75567,12.97755,2589.0,DT01,1.0,0.0,0,1,1,1,3,3,1,0,2,1,0,0,0,1,0,0,0,1,3,1,0.0,0.0
DT0100209,6.0,1.0,1.0,4/5/1963,5.0,1.0,1.0,4.0,37.75602,12.97768,2576.0,DT01,1.0,0.0,0,1,1,1,3,2,1,0,2,1,0,0,1,0,0,0,1,0,1,1,0.0,0.0
DT0100211,3.0,1.0,0.0,11/21/1944,1.0,4.0,1.0,1.0,37.75606,12.97807,2587.0,DT01,1.0,0.0,0,1,1,1,3,2,2,0,2,0,0,0,0,0,0,0,0,0,3,2,0.0,0.0
DT0100213,2.0,1.0,0.0,2/16/1955,1.0,3.0,2.0,3.0,37.75841,12.97462,2592.0,DT01,1.0,0.0,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0100214,6.0,1.0,0.0,1/24/1977,1.0,4.0,3.0,9.0,37.75564,12.9777,2568.0,DT01,1.0,0.0,0,1,1,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0100215,7.0,1.0,1.0,1/23/1970,8.0,1.0,1.0,4.0,37.75564,12.97767,2572.0,DT01,1.0,0.0,0,1,1,1,3,4,3,1,2,3,1,0,1,1,1,0,1,1,3,2,0.0,0.0
DT0100217,4.0,1.0,1.0,2/22/1969,6.0,1.0,1.0,4.0,37.75517,12.97802,2569.0,DT01,1.0,0.0,0,1,1,1,3,4,2,0,2,1,0,0,0,1,0,0,0,1,3,1,0.0,0.0
DT0100218,2.0,1.0,0.0,1/24/1964,1.0,3.0,2.0,3.0,37.7555,12.97791,2507.0,DT01,1.0,0.0,0,1,2,1,3,1,0,0,1,1,0,0,1,0,0,0,3,0,0,1,0.0,0.0
DT0100219,4.0,1.0,0.0,2/4/1963,1.0,4.0,1.0,9.0,37.75557,12.97825,2584.0,DT01,1.0,0.0,0,1,1,1,3,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0100220,5.0,1.0,1.0,2/23/1983,8.0,1.0,1.0,4.0,37.7556,12.97831,2578.0,DT01,1.0,0.0,0,1,1,4,3,4,2,1,2,1,0,0,0,1,0,0,0,1,3,1,0.0,0.0
DT0100221,6.0,1.0,1.0,5/29/1950,6.0,1.0,1.0,9.0,37.75577,12.97832,2587.0,DT01,1.0,0.0,0,1,1,1,3,3,2,0,2,2,0,0,1,1,0,0,2,1,3,1,0.0,0.0
DT0100223,5.0,1.0,1.0,2/22/1970,6.0,1.0,3.0,4.0,37.75601,12.97834,2594.0,DT01,1.0,0.0,0,1,1,1,3,4,2,0,2,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0
DT0100224,2.0,1.0,0.0,1/23/1954,1.0,4.0,1.0,0.0,37.75933,12.98031,2597.0,DT01,1.0,0.0,0,1,1,1,3,1,0,0,2,1,0,0,0,1,0,0,0,1,3,1,0.0,0.0
DT0100225,1.0,1.0,0.0,11/19/1956,1.0,4.0,1.0,8.0,37.75933,12.98085,2581.0,DT01,1.0,0.0,0,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
DT0100226,5.0,1.0,0.0,9/30/1955,2.0,3.0,2.0,3.0,37.75938,12.98067,2590.0,DT01,1.0,0.0,0,1,3,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0100227,5.0,1.0,1.0,1/19/1963,1.0,1.0,2.0,9.0,37.75944000000001,12.98073,2590.0,DT01,1.0,0.0,0,1,3,1,2,1,0,0,2,1,0,0,1,0,0,0,1,0,1,1,0.0,0.0
DT0100228,4.0,1.0,0.0,1/23/1970,1.0,3.0,3.0,3.0,37.75935,12.98073,2587.0,DT01,1.0,0.0,0,1,2,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0100229,3.0,1.0,1.0,2/22/1953,1.0,1.0,3.0,1.0,37.7595,12.98077,2595.0,DT01,1.0,0.0,0,1,3,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0
DT0100230,1.0,1.0,0.0,1/25/1944,1.0,4.0,2.0,3.0,37.75954,12.98073,2571.0,DT01,1.0,0.0,0,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0100231,8.0,1.0,1.0,4/23/1975,6.0,1.0,2.0,4.0,37.75955,12.9807,2585.0,DT01,1.0,0.0,0,1,2,1,3,3,3,0,2,1,1,0,0,0,1,0,0,0,2,1,0.0,0.0
DT0100232,2.0,1.0,0.0,7/17/1963,1.0,3.0,3.0,3.0,37.75962,12.98061,2576.0,DT01,1.0,0.0,0,1,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0100233,1.0,1.0,0.0,12/2/1957,1.0,3.0,2.0,3.0,37.75952,12.98063,2583.0,DT01,1.0,0.0,0,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0100234,6.0,1.0,1.0,1/23/1974,3.0,1.0,1.0,3.0,37.75961,12.98046,2563.0,DT01,1.0,0.0,0,1,2,1,3,1,3,1,1,2,1,1,0,0,1,1,0,0,1,0,0.0,1.0
DT0100235,5.0,1.0,0.0,9/25/1962,2.0,4.0,2.0,3.0,37.7597,12.98053,2579.0,DT01,1.0,0.0,0,1,3,1,3,4,2,0,2,2,0,0,1,1,0,0,2,1,1,1,0.0,0.0
DT0100236,3.0,1.0,0.0,1/24/1976,6.0,4.0,1.0,1.0,37.75962,12.98042,2575.0,DT01,1.0,0.0,0,1,2,1,3,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0100237,3.0,1.0,0.0,10/26/1963,1.0,3.0,3.0,3.0,37.75972,12.98053,2595.0,DT01,1.0,0.0,0,1,3,1,2,1,0,0,2,2,1,0,1,0,1,0,1,0,1,1,0.0,0.0
DT0100238,4.0,1.0,1.0,1/24/1956,8.0,3.0,2.0,4.0,37.75963,12.98012,2594.0,DT01,1.0,0.0,0,1,1,4,3,3,3,0,2,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0
DT0100245,6.0,1.0,1.0,9/26/1972,8.0,1.0,1.0,5.0,37.76056,12.98063,2565.0,DT01,1.0,1.0,0,0,1,1,3,3,3,0,4,0,0,0,0,0,0,0,0,0,3,1,2.0,0.0
DT0100249,3.0,1.0,0.0,7/28/1967,8.0,4.0,1.0,4.0,37.76046,12.98057,2581.0,DT01,1.0,0.0,0,1,1,1,4,3,2,0,4,1,1,0,0,0,1,0,0,0,3,2,1.0,0.0
DT0100251,7.0,1.0,1.0,2/22/1969,2.0,1.0,2.0,3.0,37.76028,12.98034,2576.0,DT01,1.0,0.0,0,1,1,1,3,0,1,0,2,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0
DT0100252,5.0,1.0,1.0,2/26/1982,5.0,1.0,1.0,6.0,37.76098,12.98038,2589.0,DT01,1.0,0.0,0,1,2,1,3,0,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0
DT0100253,2.0,1.0,1.0,10/22/1984,8.0,1.0,1.0,4.0,37.75995,12.98032,2572.0,DT01,1.0,0.0,0,1,2,1,3,5,2,0,2,1,0,0,0,1,0,0,0,1,3,2,0.0,0.0
DT0100256,6.0,1.0,1.0,2/22/1950,2.0,1.0,4.0,3.0,37.7554,12.97391,2607.0,DT01,1.0,0.0,0,1,1,1,3,2,1,1,2,3,1,1,0,1,1,1,0,1,3,2,0.0,1.0
DT0100259,1.0,1.0,0.0,4/23/1994,7.0,2.0,0.0,1.0,37.75978,12.98001,2573.0,DT01,1.0,0.0,0,1,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
DT0100261,3.0,1.0,1.0,5/9/1984,8.0,1.0,1.0,4.0,37.76093,12.98116,2650.0,DT01,1.0,1.0,0,0,2,1,3,3,3,0,2,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0100263,4.0,1.0,0.0,1/23/1974,7.0,5.0,1.0,6.0,37.76055,12.9806,2559.0,DT01,1.0,1.0,0,0,1,1,4,2,3,0,4,1,0,0,0,1,0,0,0,2,3,1,1.0,0.0
DT0100264,1.0,1.0,1.0,10/22/1979,8.0,5.0,1.0,4.0,37.75993,12.97982,2572.0,DT01,1.0,0.0,0,1,1,1,3,4,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0100265,1.0,1.0,0.0,6/17/1969,8.0,3.0,1.0,4.0,37.7601,12.9799,2578.0,DT01,1.0,0.0,0,1,1,4,3,4,2,0,2,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0
DT0100266,1.0,1.0,0.0,6/28/1996,7.0,2.0,0.0,1.0,37.76006,12.97983,2571.0,DT01,1.0,0.0,0,1,2,1,3,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0100267,1.0,1.0,1.0,2/24/1988,8.0,2.0,0.0,4.0,37.76011,12.97989,2569.0,DT01,1.0,0.0,0,1,2,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0100268,4.0,1.0,0.0,5/31/1990,7.0,2.0,0.0,3.0,37.76025,12.97993,2555.0,DT01,1.0,0.0,0,1,1,1,3,0,3,0,2,0,0,0,0,0,0,0,0,0,3,2,0.0,0.0
DT0100269,4.0,1.0,1.0,7/28/1976,6.0,1.0,2.0,4.0,37.76056,12.98006,2566.0,DT01,1.0,0.0,0,1,1,1,3,3,3,0,2,1,0,0,0,1,0,0,0,1,3,1,0.0,0.0
DT0100274,4.0,1.0,1.0,2/22/1955,1.0,1.0,1.0,4.0,37.76063,12.97969,2560.0,DT01,1.0,0.0,0,1,3,1,2,3,0,0,1,2,0,0,1,1,0,0,1,1,1,0,0.0,0.0
DT0100275,4.0,1.0,1.0,2/22/1959,2.0,1.0,2.0,10.0,37.76079,12.97969,2584.0,DT01,1.0,0.0,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0100277,2.0,1.0,0.0,1/23/1934,1.0,3.0,2.0,0.0,37.76077,12.97959,2561.0,DT01,1.0,0.0,0,1,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0100278,6.0,1.0,1.0,1/23/1957,6.0,1.0,2.0,3.0,37.76084,12.97963,2569.0,DT01,1.0,0.0,0,1,2,1,3,1,1,0,2,1,0,0,0,1,0,0,0,1,1,1,0.0,0.0
DT0100279,2.0,1.0,0.0,1/23/1959,2.0,4.0,2.0,9.0,37.76092,12.97968,2554.0,DT01,1.0,0.0,0,1,2,1,3,1,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0100280,3.0,1.0,0.0,2/22/1962,1.0,4.0,2.0,3.0,37.76055,12.97969,2554.0,DT01,1.0,0.0,0,1,3,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0100281,2.0,1.0,1.0,1/23/1958,1.0,1.0,1.0,3.0,37.76069,12.9796,2572.0,DT01,1.0,0.0,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0100282,4.0,1.0,1.0,5/24/1936,1.0,1.0,7.0,3.0,37.7607,12.97956,2569.0,DT01,1.0,0.0,0,1,3,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0100283,5.0,1.0,1.0,2/18/2007,1.0,1.0,2.0,0.0,37.762,12.97965,2570.0,DT01,1.0,0.0,0,1,2,1,3,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.0,1.0
DT0100284,3.0,1.0,1.0,4/16/1961,7.0,3.0,1.0,4.0,37.76093,12.97942,2572.0,DT01,1.0,0.0,0,1,1,1,3,3,2,0,2,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0
DT0100285,6.0,1.0,1.0,1/23/1966,8.0,1.0,2.0,4.0,37.76091,12.97938,2576.0,DT01,1.0,0.0,0,1,1,1,3,4,3,0,2,0,0,0,0,0,0,0,0,0,3,2,0.0,0.0
DT0100286,3.0,1.0,1.0,2/23/1960,7.0,1.0,1.0,4.0,37.76107,12.97993,2587.0,DT01,1.0,0.0,0,1,1,1,3,4,2,0,2,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0
DT0100288,2.0,1.0,0.0,1/7/1986,8.0,4.0,1.0,4.0,37.76085,12.97984,2579.0,DT01,1.0,0.0,0,1,2,1,3,4,3,0,2,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0100289,1.0,1.0,1.0,7/12/1992,8.0,2.0,0.0,4.0,37.76091,12.97984,2566.0,DT01,1.0,0.0,0,1,2,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0100290,4.0,1.0,1.0,2/11/1949,5.0,1.0,1.0,3.0,37.76126,12.97969,2575.0,DT01,1.0,0.0,0,1,1,1,3,2,2,0,3,0,0,0,0,0,0,0,0,0,3,2,1.0,0.0
DT0100292,4.0,1.0,1.0,5/7/1960,8.0,1.0,1.0,4.0,37.76131,12.9772,2565.0,DT01,1.0,0.0,0,1,1,3,3,4,2,0,3,0,0,0,0,0,0,0,0,0,3,2,1.0,0.0
DT0100294,2.0,1.0,1.0,9/5/1984,8.0,1.0,0.0,4.0,37.76109,12.9795,2566.0,DT01,1.0,0.0,0,1,2,1,3,3,2,0,2,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0
DT0100295,3.0,1.0,0.0,1/24/1936,1.0,4.0,1.0,4.0,37.76141,12.97969,2576.0,DT01,1.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0100296,4.0,1.0,1.0,6/22/1976,8.0,1.0,1.0,4.0,37.7614,12.9794,2561.0,DT01,1.0,0.0,0,1,1,1,3,4,2,0,2,2,1,0,0,1,1,0,0,1,3,2,0.0,0.0
DT0100297,2.0,1.0,0.0,1/23/1949,1.0,4.0,3.0,1.0,37.76158,12.97965,2574.0,DT01,1.0,0.0,0,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0100300,2.0,1.0,1.0,6/21/1987,8.0,1.0,1.0,4.0,37.7592,12.98049,2568.0,DT01,1.0,0.0,0,1,2,4,3,3,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0100301,5.0,1.0,1.0,2/10/1945,2.0,1.0,2.0,6.0,37.76039,12.98128,2570.0,DT01,1.0,0.0,0,1,1,4,3,3,2,0,2,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0
DT0100303,6.0,1.0,1.0,2/23/1979,7.0,1.0,1.0,6.0,37.75591,12.97835,2569.0,DT01,1.0,1.0,0,0,1,3,3,4,3,0,4,0,0,0,0,0,0,0,0,0,3,2,2.0,0.0
DT0100305,2.0,1.0,0.0,6/22/1944,4.0,4.0,1.0,0.0,37.76119,12.98112,2584.0,DT01,1.0,0.0,0,1,1,1,3,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0
DT0100306,4.0,1.0,1.0,5/20/1930,2.0,1.0,1.0,3.0,37.76098,12.98196,2528.0,DT01,1.0,0.0,0,1,1,1,3,1,2,0,2,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0
DT0100307,4.0,1.0,1.0,3/6/1934,6.0,1.0,2.0,9.0,37.76115,12.98163,2567.0,DT01,1.0,0.0,0,1,1,1,3,1,2,0,2,1,1,0,0,0,1,0,0,0,3,2,0.0,0.0
DT0100308,3.0,1.0,0.0,4/24/1994,7.0,3.0,0.0,8.0,37.76115,12.98169,2590.0,DT01,1.0,0.0,0,1,2,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0
DT0100309,1.0,1.0,0.0,2/23/1960,1.0,3.0,1.0,3.0,37.76122,12.98173,2584.0,DT01,1.0,0.0,0,1,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0100311,2.0,1.0,0.0,3/25/1976,7.0,3.0,1.0,2.0,37.76135,12.98167,2581.0,DT01,1.0,0.0,0,1,2,4,3,0,3,0,2,1,0,0,1,0,0,0,1,0,1,2,0.0,0.0
DT0100312,4.0,1.0,0.0,5/9/1970,7.0,3.0,2.0,1.0,37.76135,12.98163,2586.0,DT01,1.0,0.0,0,1,3,1,2,2,2,0,2,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0
DT0100313,2.0,1.0,0.0,8/21/1975,2.0,4.0,2.0,3.0,37.7614,12.98158,2580.0,DT01,1.0,0.0,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0100314,5.0,1.0,0.0,1/23/1970,1.0,3.0,0.0,1.0,37.76147,12.9815,2593.0,DT01,1.0,0.0,0,1,3,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0100315,3.0,1.0,0.0,6/27/1958,1.0,4.0,2.0,0.0,37.76126,12.98155,2588.0,DT01,1.0,0.0,0,1,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
DT0100316,3.0,1.0,0.0,2/23/1952,2.0,3.0,9.0,3.0,37.76169,12.98163,2590.0,DT01,1.0,0.0,0,1,3,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0100317,5.0,1.0,1.0,12/2/1973,5.0,1.0,2.0,2.0,37.76118,12.9819,2602.0,DT01,1.0,0.0,0,1,1,1,3,1,2,1,2,0,0,0,0,0,0,0,0,0,2,1,0.0,1.0
DT0100318,2.0,1.0,0.0,2/26/2023,1.0,4.0,2.0,0.0,37.76613,12.98193,2577.0,DT01,1.0,0.0,0,1,1,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0
DT0100319,6.0,1.0,1.0,3/27/1967,6.0,1.0,1.0,3.0,37.76145,12.98204,2597.0,DT01,1.0,0.0,0,1,3,1,2,1,2,1,2,3,0,1,1,1,0,2,2,2,1,1,0.0,1.0
DT0100321,5.0,1.0,0.0,2/20/1972,2.0,5.0,3.0,6.0,37.76146,12.98212,2599.0,DT01,1.0,0.0,0,1,1,4,3,2,2,0,2,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0
DT0100322,7.0,1.0,0.0,2/22/1955,1.0,4.0,1.0,7.0,37.76159000000001,12.9821,2583.0,DT01,1.0,0.0,0,1,1,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0
DT0100323,4.0,1.0,1.0,2/22/1986,4.0,1.0,1.0,3.0,37.7616,12.98213,2589.0,DT01,1.0,0.0,0,1,2,1,3,0,3,0,2,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0
DT0100324,3.0,1.0,0.0,1/24/1964,2.0,4.0,2.0,3.0,37.76191,12.9822,2584.0,DT01,1.0,0.0,0,1,2,1,3,2,1,0,2,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0
DT0100326,3.0,1.0,1.0,2/23/1952,2.0,1.0,1.0,6.0,37.76182,12.98217,2607.0,DT01,1.0,0.0,0,1,1,1,3,0,1,0,2,0,0,0,0,0,0,0,0,0,3,1,0.0,0.0
DT0100327,3.0,1.0,1.0,2/22/1985,8.0,1.0,1.0,4.0,37.76198,12.98237,2593.0,DT01,1.0,0.0,0,1,2,1,3,3,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
