hhid,Q401,Q406,Q301,Q302,Q304,Q306,Q307,Q308m,Qsou_inform,Q3098,Q3099,Q30910,Q30911,Q3098n,Q3099n,Q30910n,Q30911n,Q30912n,Q30913n,Q30914n,Q30915n
DT0300740,1.0,2.0,2,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0500317,1.0,2.0,2,1,2,3,2,0,2,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0102508,1.0,1.0,2,2,1,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0600137,1.0,2.0,2,1,1,4,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT1301034,2.0,2.0,1,1,1,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0
DT1101029,1.0,2.0,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0601037,1.0,2.0,1,1,1,4,2,1,0,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT0600324,1.0,2.0,1,1,1,3,2,0,0,0,0,1,1,0,0,1,1,0,0,0.0,0.0
DT0800747,2.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0601059,1.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,2,1,1,0,0,0.0,0.0
DT0100619,1.0,2.0,2,1,1,1,3,1,1,1,0,1,0,1,0,1,0,1,1,0.0,0.0
dt0400564,1.0,2.0,2,1,1,3,2,1,1,1,0,1,0,1,0,1,0,0,0,0.0,0.0
DT0300340,2.0,2.0,2,1,1,3,2,0,1,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT0900477,1.0,2.0,2,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0800754,2.0,2.0,2,1,1,4,2,0,1,1,0,0,1,1,0,0,1,1,0,0.0,0.0
dt1100841,1.0,2.0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0200151,1.0,2.0,2,1,1,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1300037,2.0,2.0,2,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT1000646,1.0,2.0,2,1,1,3,2,0,2,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT0400972,1.0,2.0,2,1,1,3,2,0,0,1,1,0,0,1,1,0,0,1,0,0.0,0.0
DT0800762,2.0,2.0,1,1,1,3,2,0,0,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT0700958,2.0,2.0,2,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0600108,2.0,2.0,2,1,1,3,2,1,1,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0700602,2.0,2.0,2,1,1,3,2,0,1,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0601249,2.0,2.0,2,1,1,3,2,1,1,1,1,0,0,1,1,0,0,0,0,0.0,0.0
DT1200834,2.0,2.0,1,1,1,4,2,0,0,1,1,1,1,1,2,1,1,0,0,0.0,0.0
DT1100819,1.0,2.0,2,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0200106,1.0,2.0,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1100873,1.0,2.0,2,1,1,1,3,0,1,0,0,1,1,0,0,1,1,1,0,0.0,0.0
DT1100006,1.0,2.0,2,1,1,1,2,1,0,1,0,0,0,1,0,0,0,1,1,0.0,0.0
DT1300430,2.0,2.0,1,1,1,4,2,0,0,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT1200333,2.0,2.0,1,1,1,3,2,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT0100147,1.0,2.0,2,1,1,1,3,1,0,1,1,1,0,1,1,1,0,1,1,0.0,1.0
DT0801163,2.0,2.0,1,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0800993,2.0,2.0,2,1,1,3,1,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0700287,2.0,2.0,2,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0600971,1.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0700509,2.0,2.0,2,1,1,3,1,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT1100107,1.0,2.0,2,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0200250,1.0,2.0,2,1,3,1,3,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0200138,1.0,2.0,2,1,3,1,3,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0600438,1.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0200130,1.0,2.0,2,1,2,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0500586,2.0,2.0,2,1,1,3,2,0,1,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0401067,1.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0501089,2.0,2.0,2,1,1,3,2,0,0,0,0,1,1,0,0,1,1,1,0,0.0,0.0
DT0801749,2.0,2.0,1,1,1,3,2,0,0,1,0,1,0,1,0,1,0,1,0,0.0,0.0
DT0801463,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT1201593,2.0,2.0,2,1,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1001126,1.0,2.0,2,1,1,3,2,0,1,1,1,1,0,1,1,1,0,1,0,0.0,0.0
DT1200983,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0800799,2.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0600078,1.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT1200508,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT1200696,2.0,2.0,1,1,1,3,2,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0.0
DT1201511,1.0,2.0,2,1,1,3,2,0,2,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT1201676,2.0,2.0,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0800806,2.0,2.0,2,1,1,3,2,0,1,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0200732,1.0,2.0,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1300019,2.0,2.0,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0301050,2.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0300517,2.0,2.0,2,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0800789,2.0,2.0,2,1,1,3,1,1,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0301114,1.0,2.0,2,1,1,4,2,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0.0
DT1200537,2.0,2.0,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0300725,1.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT1301100,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0601340,1.0,2.0,2,1,1,3,2,0,0,0,0,1,1,0,0,1,1,0,0,0.0,0.0
DT0800830,2.0,2.0,1,1,1,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
DT0700449,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0800835,2.0,2.0,2,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0801671,2.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,1,1,1,0,0,0.0,0.0
DT0102150,1.0,2.0,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1300496,1.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0800727,2.0,2.0,2,1,1,3,2,0,0,1,0,1,0,1,0,1,0,1,0,0.0,0.0
DT1300771,2.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0102418,1.0,2.0,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0800847,2.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0400334,1.0,2.0,2,1,1,3,2,0,0,1,1,0,1,1,2,0,1,1,0,0.0,0.0
DT1301258,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT0700164,2.0,2.0,2,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT1300264,2.0,2.0,1,1,1,4,1,1,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
DT0600264,1.0,2.0,2,1,1,3,2,0,0,1,0,1,0,1,0,1,0,1,0,0.0,0.0
DT0201009,1.0,2.0,2,1,1,1,3,1,3,0,0,0,1,0,0,0,1,1,1,0.0,0.0
DT0600396,1.0,2.0,2,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT1101181,1.0,2.0,2,1,1,1,3,1,3,0,0,0,0,0,0,0,0,0,1,1.0,0.0
DT0800858,2.0,2.0,1,1,1,3,2,0,0,1,1,0,1,1,2,0,1,1,0,0.0,0.0
DT0500927,2.0,2.0,2,1,1,4,2,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0800861,2.0,2.0,2,1,1,3,1,0,0,1,0,1,0,1,0,1,0,0,0,0.0,0.0
DT1300984,2.0,2.0,2,1,1,3,2,0,0,1,1,0,0,1,1,0,0,1,0,0.0,0.0
DT0800863,2.0,2.0,1,1,1,3,2,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0.0
DT0100810,1.0,2.0,2,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0100082,1.0,2.0,2,1,1,1,3,0,0,1,0,0,1,1,0,0,1,1,1,0.0,1.0
DT0500890,2.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0500943,2.0,2.0,2,1,1,3,2,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT0600970,2.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT1300068,2.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0300341,2.0,2.0,2,1,1,3,2,0,0,1,0,1,0,1,0,1,0,1,0,0.0,0.0
DT1101266,1.0,2.0,2,1,1,1,3,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0500243,2.0,2.0,2,1,1,3,2,0,0,0,1,1,1,0,2,1,1,1,0,0.0,0.0
DT0601324,2.0,2.0,2,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0600874,1.0,2.0,2,1,1,3,2,0,1,1,1,1,1,1,2,1,1,1,1,0.0,0.0
DT0600306,1.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT1200241,2.0,2.0,2,1,1,4,2,0,0,1,1,1,1,1,1,1,1,0,0,0.0,0.0
DT0102057,1.0,2.0,2,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1200713,2.0,2.0,1,1,1,3,2,0,0,1,0,1,1,1,0,1,1,0,0,0.0,0.0
DT0501044,1.0,2.0,2,1,1,4,2,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0
DT0800888,1.0,2.0,2,1,1,3,2,0,2,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0201159,1.0,2.0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0201291,1.0,2.0,2,1,1,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1201856,2.0,2.0,2,1,1,4,2,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0.0
DT1000722,1.0,2.0,1,1,1,4,2,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0
DT0201193,1.0,2.0,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0
DT0102465,1.0,2.0,2,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0.0,0.0
DT0601395,1.0,2.0,1,1,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0102367,1.0,2.0,2,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0600338,1.0,2.0,2,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0800792,2.0,2.0,1,1,1,3,2,0,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT1201430,2.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
dt0700546,2.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0100994,1.0,2.0,2,1,1,1,1,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1200086,2.0,2.0,1,1,1,4,2,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
DT0400041,1.0,2.0,2,1,1,3,2,0,0,1,1,1,0,1,1,1,0,1,0,0.0,0.0
DT0800913,2.0,2.0,1,1,1,4,2,0,0,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT0800646,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT0800233,2.0,2.0,2,1,1,3,1,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0601217,1.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT1001165,2.0,2.0,2,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0300286,2.0,2.0,2,1,1,3,2,0,1,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT1301214,2.0,2.0,2,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0100428,1.0,2.0,2,1,1,4,3,1,3,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1301269,2.0,2.0,1,1,1,3,2,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0.0
DT0300573,2.0,2.0,2,1,1,3,2,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT0600696,2.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0501305,1.0,2.0,2,1,3,3,2,0,1,1,1,0,0,1,1,0,0,0,0,0.0,0.0
DT0500261,2.0,2.0,2,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0102298,1.0,2.0,2,1,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
dt1100668,1.0,2.0,2,1,2,3,1,0,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0
DT0601391,2.0,2.0,2,2,1,3,3,0,1,0,0,1,0,0,0,1,0,0,0,0.0,0.0
DT1200519,2.0,2.0,2,2,1,3,2,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0800916,2.0,2.0,2,1,1,3,2,0,0,0,0,1,1,0,0,1,1,1,0,0.0,0.0
DT0800943,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
dt1100555,1.0,2.0,2,1,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0101298,1.0,2.0,2,1,1,1,3,1,1,0,0,0,1,0,0,0,1,1,1,0.0,0.0
dt0400687,1.0,2.0,2,1,1,3,2,0,1,1,1,0,1,1,2,0,1,1,0,0.0,0.0
DT0800310,2.0,2.0,2,1,1,3,1,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0800349,2.0,2.0,1,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0701237,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT0300477,2.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0100324,1.0,2.0,2,1,2,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1000997,1.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0400958,2.0,2.0,2,1,1,3,2,0,1,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT1300270,2.0,2.0,1,1,1,4,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0300439,2.0,2.0,2,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0400798,2.0,2.0,1,1,1,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0200681,1.0,2.0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0800964,2.0,2.0,1,1,1,3,2,0,1,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT1300440,1.0,2.0,2,1,1,3,2,0,0,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT0801488,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT1202209,2.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0800969,2.0,2.0,1,1,1,3,2,1,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0301060,2.0,2.0,2,1,1,3,2,0,1,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0102516,1.0,2.0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0200792,1.0,2.0,2,1,2,1,3,1,2,0,0,1,0,0,0,1,0,1,1,0.0,0.0
DT0801198,2.0,2.0,2,1,1,3,2,0,0,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT0600068,1.0,2.0,1,1,1,4,2,0,0,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT1101166,1.0,2.0,2,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1200062,2.0,2.0,1,1,1,3,2,1,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0900715,1.0,1.0,2,1,2,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0101062,1.0,2.0,2,1,2,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1201515,1.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0600084,1.0,2.0,2,1,1,3,2,0,0,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT1300568,2.0,2.0,1,1,1,3,1,0,0,1,1,0,0,1,1,0,0,1,0,0.0,0.0
DT0800988,2.0,2.0,1,1,1,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0
dt1100646,1.0,2.0,2,1,2,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0800990,2.0,2.0,2,1,1,4,2,0,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0102557,1.0,2.0,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1101013,1.0,2.0,2,1,2,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.0
DT0500745,1.0,2.0,2,1,1,4,2,0,2,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT1200530,2.0,2.0,1,1,1,4,2,0,0,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT0800996,2.0,2.0,1,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0201335,1.0,2.0,2,1,2,1,3,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1000970,2.0,2.0,1,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT1100327,1.0,2.0,2,1,2,1,3,1,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0
DT1201386,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT0900144,1.0,2.0,2,1,1,1,3,1,2,1,0,0,1,1,0,0,1,1,1,0.0,0.0
DT0801006,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0300825,1.0,2.0,2,1,1,3,2,0,0,1,1,1,0,1,2,1,0,0,0,0.0,0.0
DT1200293,2.0,2.0,2,1,1,4,2,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
DT1301273,2.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0301202,1.0,2.0,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT0801011,2.0,2.0,2,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0800229,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT1201781,2.0,2.0,2,1,1,1,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT1201123,2.0,2.0,2,1,1,3,2,0,0,1,1,0,1,1,2,0,1,1,0,0.0,0.0
DT0801018,2.0,2.0,1,1,1,3,2,0,0,1,0,1,1,1,0,1,1,0,0,0.0,0.0
DT0201136,1.0,2.0,2,1,2,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0801020,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,0,0,0.0,0.0
DT0800854,2.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0400914,2.0,2.0,2,1,1,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
DT0801718,2.0,2.0,1,1,1,4,2,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT0102430,1.0,2.0,2,1,2,1,3,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0801025,2.0,2.0,1,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT0101701,1.0,2.0,2,2,3,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0801027,2.0,2.0,1,1,1,3,2,0,0,1,1,1,1,1,1,1,1,0,0,0.0,0.0
DT0800997,2.0,2.0,1,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT1100095,1.0,2.0,2,1,1,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0501229,2.0,2.0,2,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0600176,1.0,2.0,1,1,1,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
DT1100243,2.0,2.0,2,1,2,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
DT0501178,1.0,2.0,2,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0300769,2.0,2.0,2,1,1,3,2,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT0500892,1.0,2.0,2,1,1,3,2,0,0,1,0,1,0,1,0,1,0,1,0,0.0,0.0
DT1000819,1.0,2.0,2,1,1,3,2,0,1,1,0,1,0,1,0,1,0,1,0,0.0,0.0
DT0601129,2.0,2.0,2,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT1101270,1.0,2.0,2,1,2,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1201339,2.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0800635,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT1301158,2.0,2.0,2,1,1,3,2,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0.0
DT0400857,2.0,2.0,2,1,1,3,2,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT1300397,2.0,2.0,1,1,1,3,2,0,1,0,0,0,1,0,0,0,1,1,0,0.0,0.0
DT0801058,2.0,2.0,2,1,1,3,2,0,0,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT1001268,1.0,2.0,2,1,1,3,2,1,0,1,0,1,1,1,0,1,1,0,0,0.0,0.0
DT0200293,1.0,2.0,2,1,3,1,3,0,2,0,0,0,1,0,0,0,1,1,1,0.0,0.0
DT1100143,1.0,2.0,2,1,1,1,3,1,3,0,0,0,0,0,0,0,0,1,1,0.0,0.0
dt0400660,1.0,2.0,2,1,1,3,2,0,1,1,1,1,1,1,2,1,1,1,0,0.0,0.0
DT0200777,1.0,2.0,2,1,2,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0102231,1.0,2.0,2,1,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1300552,2.0,2.0,2,1,1,3,2,0,0,1,1,0,1,1,1,0,1,1,0,0.0,0.0
DT0801069,2.0,2.0,2,1,1,2,2,0,1,1,1,1,1,1,1,1,1,1,0,0.0,0.0
DT0200361,1.0,2.0,2,1,1,1,3,0,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1200567,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0201467,1.0,2.0,2,1,2,1,3,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0900635,1.0,2.0,2,1,3,1,3,1,2,0,0,0,1,0,0,0,1,1,1,0.0,0.0
DT0200756,1.0,2.0,2,2,3,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0
DT0102578,1.0,2.0,2,1,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
DT1202150,2.0,2.0,2,1,1,3,2,0,0,1,1,1,0,1,2,1,0,1,0,0.0,0.0
DT0100797,1.0,1.0,2,1,2,1,2,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT1200643,2.0,2.0,1,1,1,4,2,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
DT0801089,2.0,2.0,2,1,1,3,2,0,1,1,0,1,1,1,0,1,1,1,0,0.0,0.0
DT1201035,2.0,2.0,1,1,1,3,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0801092,2.0,2.0,1,1,1,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0
DT0200123,1.0,2.0,2,1,1,1,3,1,2,0,0,0,1,0,0,0,1,1,1,0.0,0.0
DT0801095,2.0,2.0,1,1,1,4,2,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0.0
DT0100662,1.0,2.0,2,1,1,1,3,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0101888,1.0,2.0,2,1,2,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0
DT0801103,2.0,2.0,1,1,1,3,2,0,0,1,0,1,0,1,0,1,0,1,0,0.0,0.0
