hhid,longitude,latitude,altitude,kebele
DT1300115,37.885870000000004,12.93484,2,DT13
DT1300114,37.885670000000005,12.93489,2,DT13
DT1300113,37.88568,12.93489,2,DT13
DT1300112,37.80073,12.92222,1,DT13
DT1300111,37.98595,12.93595,2,DT13
DT1301347,37.88556,12.935889999999999,2,DT13
DT1300110,37.985009999999996,12.935789999999999,2,DT13
DT1300109,37.98531,12.93603,2,DT13
DT1300108,37.98533,12.936169999999999,2,DT13
DT1300107,37.98514,12.9354,2,DT13
DT1300106,37.98488,12.93666,2,DT13
DT1300105,37.88523,12.938830000000001,2,DT13
DT1300104,37.98428,12.93684,2,DT13
DT1300103,37.98491,12.93701,2,DT13
DT1300102,37.88524,12.93683,2,DT13
DT1300101,37.88537,12.93684,2,DT13
DT1300100,37.9853,12.93685,2,DT13
DT1300099,37.88524,12.93713,2,DT13
DT1300098,37.885290000000005,12.93716,2,DT13
DT1300097,37.98542,12.93736,2,DT13
DT1300096,37.88541,12.937560000000001,2,DT13
DT1300095,37.88523,12.938830000000001,2,DT13
DT1300094,37.88523,12.938830000000001,2,DT13
DT1300093,37.98513,12.93853,1,DT13
DT1300092,37.98525,12.93845,2,DT13
DT1300091,37.98525,12.93839,2,DT13
DT1301314,37.88501,12.938360000000001,2,DT13
DT1300090,37.885090000000005,12.93829,2,DT13
DT1300089,37.9849,12.938369999999999,2,DT13
DT1300088,37.8848,12.93821,2,DT13
DT1301313,37.885059999999996,12.93806,2,DT13
DT1300087,37.984970000000004,12.93822,2,DT13
DT1300086,37.89465,12.93795,2,DT13
DT1300085,37.8846,12.93785,2,DT13
DT1300084,37.884570000000004,12.93726,2,DT13
DT1300083,37.88467,12.93709,2,DT13
DT1301312,37.88454,12.93709,1,DT13
DT1300082,37.884640000000005,12.9369,2,DT13
DT1300081,37.98454,12.936819999999999,2,DT13
DT1301323,37.89141,12.930639999999999,1,DT13
DT1300080,37.89138,12.93069,1,DT13
DT1300079,37.89135,12.93056,1,DT13
DT1300078,37.89132,12.930489999999999,1,DT13
DT1300077,37.99207,12.93012,1,DT13
DT1300076,37.99203,12.93012,1,DT13
DT1300075,37.89185,12.930019999999999,1,DT13
DT1301322,37.8918,12.93015,1,DT13
DT1300074,37.89161,12.92888,1,DT13
DT1300073,37.891459999999995,12.92884,1,DT13
DT1300072,37.8914,12.92875,1,DT13
DT1300071,37.99236,12.92809,1,DT13
DT1300070,37.89244,12.92792,1,DT13
DT1300069,37.8924,12.92794,1,DT13
DT1300068,37.892990000000005,12.9281,1,DT13
DT1300067,37.99433,12.93703,1,DT13
DT1301516,37.89843,12.93812,1,DT13
DT1301502,37.89264,12.92729,1,DT13
DT1300066,37.89268,12.92726,1,DT13
DT1202367,37.90975,12.94947,1,DT12
DT1300065,37.89268,12.92726,1,DT13
DT1300064,37.89267,12.926680000000001,1,DT13
DT1300063,37.89308,12.92667,1,DT13
DT1301305,37.89295,12.92667,2,DT13
DT1202524,37.980290000000004,12.91497,1,DT12
DT1300062,37.99411,12.93708,1,DT13
DT1300061,37.894020000000005,12.926160000000001,2,DT13
DT1300060,37.89421,12.926680000000001,1,DT13
DT1300059,37.99423,12.926839999999999,1,DT13
DT1300058,37.9942,12.92683,1,DT13
DT1301303,37.89284,12.92567,2,DT13
DT1300057,37.99367,12.927439999999999,1,DT13
DT1300056,37.99364,12.927430000000001,1,DT13
DT1300055,37.993790000000004,12.92747,1,DT13
DT1300054,37.99435,12.92711,1,DT13
DT1300053,37.994409999999995,12.92709,1,DT13
DT1300052,37.99484,12.92775,1,DT13
DT1300051,37.99479,12.927430000000001,1,DT13
DT1301302,37.894940000000005,12.927,1,DT13
DT1300050,37.99487,12.92704,1,DT13
DT1300049,37.998870000000004,12.92492,1,DT13
DT1301300,37.8991,13.9251,2,DT13
DT1300048,37.998870000000004,12.92495,2,DT13
DT1300047,37.899029999999996,12.92489,1,DT13
DT1300046,37.89976,12.92401,1,DT13
DT1300045,37.900220000000004,12.92257,1,DT13
DT1300044,37.900290000000005,12.92235,1,DT13
DT1300043,37.900729999999996,12.92126,1,DT13
DT1300042,37.89935,12.93205,1,DT13
DT1300041,37.89935,12.93205,1,DT13
DT1301299,37.89935,12.9319,1,DT13
DT1300040,37.89948,12.9322,1,DT13
DT1300039,37.89889,12.932730000000001,1,DT13
DT1300038,37.9989,12.93249,1,DT13
DT1300037,37.99899,12.93249,1,DT13
DT1300036,37.999109999999995,12.93251,1,DT13
DT1300035,37.899390000000004,12.932739999999999,1,DT13
DT1300034,37.99986,12.93256,1,DT13
DT1300033,37.99982,12.93168,1,DT13
DT1300032,37.89992,12.9318,1,DT13
DT1300031,37.89986,12.932089999999999,1,DT13
DT1301488,37.8999,12.93202,1,DT13
DT1300030,37.89991,12.93202,1,DT13
DT1300029,37.99986,12.93252,1,DT13
DT1300028,37.899770000000004,12.93246,1,DT13
DT1300027,37.900009999999995,12.93266,1,DT13
DT1301298,37.90014,12.9327,1,DT13
DT1300026,37.999970000000005,12.93263,1,DT13
DT1300025,37.89261,12.93261,1,DT13
DT1300024,37.89998,12.932730000000001,1,DT13
DT1300023,37.9,12.9328,1,DT13
DT1300022,37.90002,12.932830000000001,1,DT13
DT1300021,37.89522,12.91864,1,DT13
DT1300020,37.946,12.93269,1,DT13
DT1300019,37.89522,12.92862,1,DT13
DT1300018,37.90096,12.93265,1,DT13
DT1300017,37.9001,12.932260000000001,1,DT13
DT1300016,37.900079999999996,12.932089999999999,1,DT13
DT1300015,37.90041,12.932089999999999,1,DT13
DT1300014,37.900490000000005,12.932139999999999,1,DT13
DT1300013,37.90062,12.93205,1,DT13
DT1300012,37.90078,12.932089999999999,1,DT13
DT1300011,37.90103,12.9321,1,DT13
DT1300010,37.901070000000004,12.93202,1,DT13
DT1300009,37.9021,12.93142,1,DT13
DT1301296,37.90184,12.93137,1,DT13
DT1301295,37.9021,12.93224,1,DT13
DT1300008,37.90211,12.931519999999999,1,DT13
DT1300007,37.89992,12.9318,1,DT13
DT1300006,37.90206,12.93243,1,DT13
DT1300005,37.902029999999996,12.93247,1,DT13
DT1300004,37.9022,12.93224,1,DT13
DT1300003,37.90225,12.93235,1,DT13
DT1301294,37.90273,12.9319,1,DT13
DT1300002,37.902359999999994,12.93147,1,DT13
DT1301487,37.903,12.93105,2,DT13
DT1300001,37.790409999999994,12.93021,1,DT13
DT1216683,37.913270000000004,12.944139999999999,1,DT12
DT1212945,37.85184,13.10944,2,DT12
DT12 0323,37.93423,12.92745,1,DT12
DT1202950,37.91144,12.952060000000001,1,DT12
DT1202412,37.92235,12.9764,2,DT12
DT1202406,37.91491,12.97382,2,DT12
DT1202402,37.93031,13.00119,1,DT12
DT1202397,37.97878,12.98672,2,DT12
DT1202395,37.9225,12.983460000000001,2,DT12
DT1202393,37.92295,12.986460000000001,2,DT12
DT1202392,37.93558,12.99204,1,DT12
DT1202383,37.9462,12.987919999999999,1,DT12
DT1202368,37.6789,13.6482,2,DT12
DT1202364,37.9115,12.95253,1,DT12
DT1202362,37.9086,12.999939999999999,2,DT12
DT1202360,37.911190000000005,12.951830000000001,1,DT12
DT1202351,37.911190000000005,12.951830000000001,1,DT12
DT1202350,37.91134,12.94989,1,DT12
DT1202344,37.75286,12.97087,2,DT12
DT1202340,37.75431,12.97152,2,DT12
DT1202337,37.90987,12.94626,2,DT12
DT1202336,37.75476,12.9717,2,DT12
DT1202333,37.90851,12.95376,1,DT12
DT1202322,37.906,12.999,2,DT12
dt1202310,37.90952,12.94938,1,dt12
DT1202305,37.9013,12.995389999999999,2,DT12
DT1202303,37.90983,12.95261,1,DT12
DT1202302,37.910740000000004,12.951880000000001,1,DT12
DT1202301,37.910379999999996,12.95386,1,DT12
DT1202300,37.90982,12.9534,1,DT12
DT1202299,37.91085,12.95182,1,DT12
DT1202291,37.91057,12.950439999999999,1,DT12
DT1202290,37.91056,12.9505,1,DT12
DT1202282,37.90777,12.95111,1,DT12
DT1202284,37.9117,12.94842,1,DT12
DT1202283,37.912459999999996,12.95045,1,DT12
DT1202287,37.90777,12.95111,1,DT12
DT1202280,37.91283,12.94807,1,DT12
DT1202279,37.90805,13.01332,2,DT12
DT1202274,37.91272,12.94701,1,DT12
DT1202270,37.912240000000004,12.94549,1,DT12
DT1202269,37.91239,12.94559,1,DT12
DT1202268,37.9133,12.94567,1,DT12
DT1202266,37.5698,13.06682,2,DT12
DT1202260,37.915859999999995,12.94422,1,DT12
DT1202257,37.91316,12.94281,1,DT12
DT1202250,37.944309999999994,12.97155,1,DT12
DT1202246,37.92451,12.9043,1,DT12
DT1202245,37.93253,12.899939999999999,1,DT12
DT1202244,37.93331,12.9289,1,DT12
DT1202243,37.92918,12.92484,1,DT12
DT1202241,37.97875,12.91409,1,DT12
DT1202234,37.9142,12.9428,1,DT12
DT1202228,37.9152,12.9446,2,DT12
DT1202224,37.90746,12.971810000000001,2,DT12
DT1202223,37.90757,12.971689999999999,2,DT12
DT1202222,37.91339,13.00349,2,DT12
DT1202221,37.934870000000004,12.91998,2,DT12
DT1202220,37.91323,12.94587,1,DT12
DT1202219,37.94405,13.00117,1,DT12
DT1202218,37.908229999999996,12.95203,1,DT12
DT1202217,37.909690000000005,12.9535,1,DT12
DT1202215,37.9089,12.952,1,DT12
DT1202214,37.90269,12.96636,2,DT12
DT1202213,37.90269,12.968110000000001,2,DT12
DT1202212,37.913270000000004,12.94704,1,DT12
DT1202211,37.9113,12.949689999999999,1,DT12
DT1202210,37.89972,12.96994,2,DT12
DT1202209,37.89989,12.96991,2,DT12
DT1202208,37.92088,12.98263,2,DT12
DT1202207,37.89948,12.97555,2,DT12
DT1202206,37.89917,12.973310000000001,2,DT12
DT1202205,37.9139,12.946530000000001,1,DT12
DT1202204,37.91388,12.94662,1,DT12
DT1202203,37.91344,12.946060000000001,1,DT12
DT1202202,37.91344,12.945969999999999,1,DT12
DT1202201,37.91193,12.94548,1,DT12
DT1202200,37.89994,12.97378,2,DT12
DT1202199,37.89911,12.973130000000001,2,DT12
DT1202198,37.89906,12.97274,2,DT12
DT1202197,37.89888,12.972760000000001,2,DT12
DT1202515,37.899809999999995,12.97339,2,DT12
DT1202196,37.89978,12.97335,2,DT12
DT1202195,37.8989,12.972719999999999,2,DT12
DT1202194,37.89832,12.97253,2,DT12
DT1202193,37.89841,12.9728,2,DT12
DT1202192,37.9005,12.9725,2,DT12
DT1202191,37.89945,12.97178,2,DT12
DT1202190,37.9073,12.95364,1,DT12
DT1202189,37.899370000000005,12.971689999999999,2,DT12
DT1202188,37.90702,12.95354,1,DT12
DT1202187,37.9073,12.95364,1,DT12
DT1202502,37.90783,12.953439999999999,1,DT12
DT1202186,37.90723,12.953660000000001,1,DT12
DT1301524,37.8923,12.936860000000001,1,DT13
DT1202185,37.9079,12.95325,2,DT12
DT1202184,37.9072,12.95224,1,DT12
DT1202183,37.90726,12.95218,1,DT12
DT1202182,37.9073,12.952119999999999,1,DT12
DT1202181,37.907509999999995,12.95203,1,DT12
DT1202180,37.90767,12.951989999999999,1,DT12
DT1202179,37.907759999999996,12.95164,1,DT12
DT1202309,37.90767,12.9511,1,DT12
DT1202178,37.90862,12.95237,2,DT12
DT1202176,37.908590000000004,12.95266,2,DT12
DT1202175,37.979820000000004,12.93022,1,DT12
DT1202174,37.9087,12.95234,1,DT12
DT1202173,37.906940000000006,12.95255,1,DT12
DT1202172,37.907790000000006,12.95169,1,DT12
DT1202171,37.90712,12.952060000000001,1,DT12
DT1202170,37.90767,12.95155,1,DT12
DT1202169,37.90804,12.95145,1,DT12
DT1202168,37.90866,12.95208,1,DT12
DT1202167,37.90801,12.95156,2,DT12
DT1202166,37.90815,12.951310000000001,1,DT12
DT1202165,37.90817,12.951319999999999,1,DT12
DT1202164,37.90831,12.95117,1,DT12
DT1202500,37.90945,12.95064,1,DT12
DT1202163,37.90833,12.95117,1,DT12
DT1202162,37.90759,12.95469,1,DT12
DT1202161,37.90763,12.95472,1,DT12
DT1202160,37.9073,12.954410000000001,1,DT12
DT1202159,37.90703,12.9544,1,DT12
DT1202332,37.90828,12.95538,1,DT12
DT1202158,37.90619,12.95465,1,DT12
DT1202157,37.90672,12.95528,1,DT12
DT1202156,37.9067,12.95523,1,DT12
DT1202155,37.908640000000005,12.9528,1,DT12
DT1202154,37.90724,12.9554,1,DT12
DT1202153,37.90723,12.95547,1,DT12
DT1202152,37.90905,12.94552,2,DT12
DT1202150,37.9088,12.94699,2,DT12
DT1202149,37.90935,12.94701,2,DT12
DT1202148,37.90742,12.946769999999999,2,DT12
DT1202147,37.9073,12.94684,2,DT12
DT1202146,37.90748,12.946860000000001,2,DT12
DT1202145,37.90744,12.946810000000001,1,DT12
DT1202144,37.90863,12.952069999999999,1,DT12
DT1202143,37.909,12.947410000000001,2,DT12
DT1202142,37.90895,12.94754,2,DT12
DT1202141,37.944,12.94692,2,DT12
DT1202140,37.90834,12.946819999999999,2,DT12
DT1202139,37.90936,12.947519999999999,2,DT12
DT1202138,37.90824,12.95078,2,DT12
DT1202137,37.90931,12.94765,2,DT12
DT1202136,37.90957,12.94758,2,DT12
DT1202135,37.90824,12.95077,2,DT12
DT1202134,37.90985,12.94721,2,DT12
DT1202133,37.91003,12.94763,2,DT12
DT1202132,37.90977,12.94758,2,DT12
DT1202131,37.91026,12.94772,1,DT12
DT1202130,37.910270000000004,12.94782,1,DT12
DT1202129,37.09919,12.94855,1,DT12
DT1202128,37.9092,12.949000000000002,1,DT12
DT1202127,37.90894,12.948889999999999,1,DT12
DT1202126,37.90891,12.94895,2,DT12
DT1202125,37.90868,12.94937,2,DT12
DT1202124,37.90868,12.949060000000001,2,DT12
DT1202123,37.90821,12.94999,2,DT12
DT1202122,37.90826,12.95077,2,DT12
DT1202121,37.9063,12.95043,1,DT12
DT1202120,37.90979,12.95054,1,DT12
DT1202119,37.91179,12.94785,1,DT12
DT1202118,37.9091,12.9499,1,DT12
DT1202507,37.910059999999994,12.95054,1,DT12
DT1202117,37.9091,12.949810000000001,1,DT12
DT1202116,37.90911,12.94988,1,DT12
DT1202115,37.909209999999995,12.9498,1,DT12
DT1202311,37.90952,12.94938,1,DT12
DT1202114,37.909240000000004,12.94973,1,DT12
DT1202113,37.90913,12.949589999999999,1,DT12
DT1202112,37.90936,12.949539999999999,1,DT12
DT1202111,37.90937,12.94951,1,DT12
DT1202109,37.90939,12.949119999999999,1,DT12
DT1202108,37.90958,12.94927,1,DT12
DT1202107,37.90964,12.9492,1,DT12
DT1202106,37.90976,12.94937,1,DT12
DT1202105,37.90976,12.94932,1,DT12
DT1202104,37.90981,12.94929,1,DT12
DT1202339,37.90975,12.94947,1,DT12
DT1202508,37.91072,12.9498,1,DT12
DT1202536,37.91072,12.94983,1,DT12
DT1202103,37.90978,12.94914,1,DT12
DT1202102,37.909859999999995,12.94895,1,DT12
DT1202353,37.9099,12.948939999999999,1,DT12
DT1202352,37.90995,12.94868,1,DT12
DT1202101,37.90977,12.9486,1,DT12
DT1202100,37.89994,12.97378,2,DT12
DT1202099,37.90671,12.95648,1,DT12
DT1202098,37.906620000000004,12.9561,2,DT12
DT1202097,37.906420000000004,12.95608,1,DT12
DT1202096,37.906420000000004,12.95605,1,DT12
DT1202342,37.907109999999996,12.95691,2,DT12
DT1202095,37.9063,12.95623,1,DT12
DT1202094,37.905429999999996,12.95681,1,DT12
DT1202341,37.90688,12.95753,1,DT12
DT1202093,37.9059,12.95697,2,DT12
DT1202512,37.907540000000004,12.995835000000001,1,DT12
DT1202092,37.90688,12.95762,1,DT12
DT1202091,37.90753,12.95711,1,DT12
DT1202486,37.90828,12.957880000000001,2,DT12
DT1202090,37.90782,12.95599,1,DT12
DT1202089,37.90798,12.95502,1,DT12
DT1202088,37.90797,12.95358,1,DT12
DT1202087,37.90764,12.953380000000001,1,DT12
DT1202334,37.90683,12.9553,1,DT12
DT1202086,37.90753,12.95328,1,DT12
DT1202085,37.9075,12.95301,1,DT12
DT1202084,37.908229999999996,12.95316,1,DT12
DT1202490,37.90963,12.95405,1,DT12
DT1202083,37.90821,12.95311,1,DT12
DT1202082,37.90811,12.9531,1,DT12
DT1202081,37.908590000000004,12.95316,1,DT12
DT1202080,37.90784,12.952739999999999,1,DT12
DT1202297,37.910379999999996,12.95386,1,DT12
DT1202079,37.90806,12.95238,1,DT12
DT1202078,37.90793,12.95252,1,DT12
DT1202077,37.908,12.95251,1,DT12
DT1202076,37.90802,12.95248,2,DT12
DT1202075,37.90763,12.952580000000001,1,DT12
DT1202074,37.90763,12.95243,1,DT12
DT1202073,37.90767,12.95213,1,DT12
DT1202072,37.90781,12.95222,1,DT12
DT1202071,37.907379999999996,12.95268,1,DT12
DT1202070,37.90739,12.952580000000001,1,DT12
DT1202069,37.90724,12.95247,1,DT12
DT1202068,37.90726,12.95235,1,DT12
DT1202067,37.90733,12.95225,1,DT12
DT1202066,37.90775,12.952210000000001,1,DT12
DT1202065,37.90786,12.95208,1,DT12
DT1202064,37.907740000000004,12.95191,1,DT12
DT1202063,37.90782,12.951889999999999,1,DT12
DT1202062,37.90789,12.9519,1,DT12
DT1202061,37.91415,12.94242,1,DT12
DT1202060,37.90797,12.95185,1,DT12
DT1202059,37.90802,12.95167,1,DT12
DT1202058,37.90817,12.95152,1,DT12
DT1202057,37.90826,12.9513,1,DT12
DT1202503,37.90909,12.95219,1,DT12
DT1202056,37.90837,12.95152,1,DT12
DT1202055,37.908570000000005,12.95146,1,DT12
DT1202054,37.908229999999996,12.95204,1,DT12
DT1202053,37.90822,12.952010000000001,1,DT12
DT0201542,37.7861,13.093589999999999,0,DT02
DT1202052,37.90821,12.95196,1,DT12
DT1202051,37.908640000000005,12.94333,1,DT12
DT1202050,37.9082,12.952069999999999,1,DT12
DT1202343,37.909929999999996,12.952639999999999,1,DT12
DT1202049,37.90838,12.95165,1,DT12
DT1202048,37.90824,12.95191,1,DT12
DT1202348,37.909659999999995,12.952689999999999,1,DT12
DT1202047,37.9082,12.95192,1,DT12
DT1202046,37.908409999999996,12.952,1,DT12
DT1202045,37.90925,12.95255,1,DT12
DT1202044,37.908770000000004,12.95172,1,DT12
DT1202043,37.908770000000004,12.95172,1,DT12
DT1202042,37.908770000000004,12.95175,1,DT12
DT1202041,37.90869,12.951989999999999,1,DT12
DT1202040,37.90885,12.95196,1,DT12
DT1202039,37.90886,12.95195,1,DT12
DT1202038,37.908770000000004,12.951989999999999,1,DT12
DT1202037,37.90876,12.952010000000001,1,DT12
DT1202036,37.90876,12.95205,1,DT12
DT1202035,37.90965,12.95283,1,DT12
DT1202034,37.909459999999996,12.95297,1,DT12
DT1202033,37.90963,12.95294,1,DT12
DT1202032,37.90866,12.95248,1,DT12
DT1202272,37.914153999999996,12.945730000000001,1,DT12
DT1202031,37.90871,12.9525,1,DT12
DT1202030,37.90862,12.95261,1,DT12
DT1202029,37.9087,12.952869999999999,1,DT12
DT1202028,37.908590000000004,12.95278,1,DT12
DT1202027,37.90862,12.95278,1,DT12
DT1202026,37.908590000000004,12.952860000000001,1,DT12
DT1202025,37.909290000000006,12.95355,1,DT12
DT1202024,37.90851,12.95304,1,DT12
DT1202489,37.90945,12.95378,1,DT12
DT1202023,37.9085,12.95304,1,DT12
DT1202022,37.9859,12.95316,1,DT12
DT1202347,37.90903,12.9563,1,DT12
DT1202021,37.9059,12.95697,2,DT12
DT1202494,37.90903,12.95477,1,DT12
DT1202020,37.90834,12.95396,1,DT12
DT1202019,37.90892,12.954089999999999,1,DT12
DT1202018,37.90951,12.95454,1,DT12
DT1202017,37.908809999999995,12.95392,1,DT12
DT1202016,37.90886,12.9539,1,DT12
DT1202015,37.90907,12.95386,1,DT12
DT1202014,37.90907,12.954189999999999,1,DT12
DT1202013,37.90913,12.95399,1,DT12
DT1202012,37.9005,12.95378,1,DT12
DT1202011,37.90914,12.9538,1,DT12
DT1202010,37.90918,12.95365,1,DT12
DT1202009,37.90887,12.95364,1,DT12
DT1202008,37.909009999999995,12.95346,1,DT12
DT1202007,37.90886,12.9539,2,DT12
DT1202006,37.91021,12.95432,1,DT12
DT1202005,37.909440000000004,12.9536,1,DT12
DT1202004,37.909459999999996,12.953489999999999,1,DT12
DT1202003,37.90967,12.95529,1,DT12
DT1202002,37.90957,12.95323,1,DT12
DT1202001,37.90945,12.95319,1,DT12
DT1202000,37.90935,12.95315,1,DT12
DT1202504,37.90899,12.95474,1,DT12
DT1201999,37.909290000000006,12.95311,1,DT12
DT1201998,37.91048,12.9533,1,DT12
DT1201997,37.91049,12.95312,1,DT12
DT1202335,37.90977,12.95195,1,DT12
DT1201996,37.909,12.95247,1,DT12
DT1201995,37.9072,12.95234,1,DT12
DT1201994,37.91527,13.02089,2,DT12
DT1201993,37.69808,13.02197,0,DT12
DT1201992,37.90898,12.15232,1,DT12
DT1201990,37.90892,12.95228,1,DT12
DT1201989,37.909040000000005,12.952210000000001,1,DT12
DT1201988,37.90895,12.95223,1,DT12
DT1201987,37.908879999999996,12.95218,1,DT12
DT1201986,37.90987,12.95283,1,DT12
DT1201985,37.70908,12.952169999999999,1,DT12
DT1101365,37.8215,13.062662,2,DT11
DT1201984,37.90909,12.952110000000001,1,DT12
DT1201983,37.90982,12.95267,1,DT12
DT1201982,37.909929999999996,12.952630000000001,2,DT12
DT1201981,37.909929999999996,12.95251,1,DT12
DT1201980,37.909929999999996,12.95251,1,DT12
DT1201979,37.9098,12.95241,1,DT12
DT1201978,37.90979,12.95245,1,DT12
DT1201977,37.90899,12.9517,1,DT12
DT1201976,37.909890000000004,12.95234,1,DT12
DT1201975,37.910270000000004,12.95229,1,DT12
DT1201974,37.91061,12.92218,1,DT12
DT1201973,37.91056,12.9525,1,DT12
DT1201972,37.91068,12.95251,1,DT12
DT1201971,37.91082,12.95261,1,DT12
DT1201970,37.91087,12.95262,1,DT12
DT1201969,37.91134,12.95308,1,DT12
DT1201968,37.9148,12.95303,1,DT12
DT1201967,37.91175,12.95322,1,DT12
DT1201966,37.91091,12.95219,1,DT12
DT1201965,37.91126,12.95273,1,DT12
DT1201964,37.910959999999996,12.952630000000001,1,DT12
DT1201963,37.910740000000004,12.952539999999999,1,DT12
DT1201962,37.910790000000006,12.95252,1,DT12
DT1201961,37.91072,12.95249,1,DT12
DT1201960,37.9109,12.95219,1,DT12
DT1201959,37.91059,12.95209,1,DT12
DT1201958,37.91059,12.95204,1,DT12
DT1201957,37.91066,12.95191,1,DT12
DT1201956,37.91063,12.95135,1,DT12
DT1201955,37.91087,12.95155,1,DT12
DT1201954,37.91088,12.95182,1,DT12
DT1201953,37.91098,12.95171,1,DT12
DT1202356,37.90952,12.94939,1,DT12
DT1201952,37.91089,12.95148,1,DT12
DT1201951,37.91142,12.95205,1,DT12
DT1201949,37.91142,12.95509,1,DT12
DT1201948,37.37911,12.95205,1,DT12
DT1201947,37.91135,12.95223,2,DT12
DT1201946,37.91148,12.95272,1,DT12
DT1202488,37.90984,12.952010000000001,1,DT12
DT1201945,37.91146,12.95229,1,DT12
DT1201944,37.91203,12.95251,1,DT12
DT1202358,37.91209,12.95251,1,DT12
DT1201943,37.912040000000005,12.95249,1,DT12
DT1201942,37.9116,12.951889999999999,1,DT12
DT1201941,37.91091,12.95146,1,DT12
DT1201940,37.91087,12.951419999999999,1,DT12
DT1201939,37.91083,12.95145,1,DT12
DT1201938,37.91668,12.95118,1,DT12
DT1202485,37.91057,12.95111,1,DT12
DT1201937,37.91069,12.9512,1,DT12
DT1201936,37.91066,12.951130000000001,1,DT12
DT1202357,37.9098,12.948939999999999,1,DT12
DT1201935,37.91077,12.95111,1,DT12
DT1201934,37.909209999999995,12.9488,2,DT12
DT1201933,37.90974,12.94567,2,DT12
DT1201932,37.90954,12.94564,2,DT12
DT1201931,37.9096,12.94568,2,DT12
DT1202482,37.91022,12.94678,2,DT12
DT1201930,37.909490000000005,12.94604,1,DT12
DT1201929,37.90974,12.94627,1,DT12
DT1201928,37.910940000000004,12.947280000000001,1,DT12
DT1201927,37.91048,12.94703,1,DT12
DT1202354,37.90996,12.94869,1,DT12
DT1201926,37.911,12.947989999999999,1,DT12
DT1201925,37.91077,12.947610000000001,1,DT12
DT1201924,37.91077,12.94758,1,DT12
DT1201923,37.91085,12.947510000000001,1,DT12
DT1201922,37.91172,12.948160000000001,1,DT12
DT1201921,37.71175,12.948139999999999,1,DT12
DT1201920,37.91085,12.94801,1,DT12
DT1201919,37.91179,12.948039999999999,1,DT12
DT1201918,37.91185,12.9478,1,DT12
DT1201917,37.91192,12.94784,1,DT12
DT1201915,37.9119,12.94771,1,DT12
DT1201916,37.9519,12.96771,2,DT12
DT1201914,37.91042,12.94623,1,DT12
DT1201913,37.71047,12.94628,1,DT12
DT1201912,37.91191,12.94737,1,DT12
DT1201911,37.91194,12.94737,1,DT12
DT1201910,37.91122,12.94679,1,DT12
DT1201909,37.91216,12.94749,1,DT12
DT1201908,37.91211,12.94742,1,DT12
DT1201907,37.91217,12.94737,1,DT12
DT1201906,37.912279999999996,12.94731,1,DT12
DT1201905,37.9147,12.94657,1,DT12
DT1201904,37.91149,12.94656,1,DT12
DT1201903,37.9115,12.946439999999999,1,DT12
DT1201902,37.91162,12.94635,1,DT12
DT1201901,37.91165,12.94617,1,DT12
DT1201900,37.91268,12.94669,1,DT12
DT1201897,37.91276,12.94605,1,DT12
DT1201896,37.912859999999995,12.946110000000001,1,DT12
DT1201895,37.91206,12.94545,1,DT12
DT1201894,37.91282,12.94624,1,DT12
DT1201893,37.91195,12.94556,1,DT12
DT1201892,37.912,12.94561,1,DT12
DT1201891,37.9131,12.94707,1,DT12
DT1201890,37.91274,12.9465,1,DT12
DT1201889,37.91174,12.945839999999999,2,DT12
DT1201888,37.91137,12.94583,1,DT12
dt1202307,37.908,12.94943,2,dt12
DT1201887,37.91251,12.94662,1,DT12
DT1202306,37.90952,12.94938,1,DT12
DT1201886,37.91252,12.9466,1,DT12
DT1201885,37.91215,12.945960000000001,1,DT12
DT1201884,37.911840000000005,12.94605,1,DT12
DT1201883,37.91257,12.94566,1,DT12
DT1201882,37.91257,12.94566,1,DT12
DT1201881,37.91174,12.9462,1,DT12
DT1201880,37.91127,12.9465,1,DT12
DT1201879,37.9113,12.94632,1,DT12
DT1201878,37.91057,12.94544,1,DT12
DT1201877,37.910470000000004,12.9455,1,DT12
DT1201876,37.910540000000005,12.9454,1,DT12
DT1201875,37.91029,12.94541,1,DT12
DT1201874,37.90963,12.94476,1,DT12
DT1202481,37.90753,12.95593,2,DT12
DT1201873,37.91036,12.94546,1,DT12
DT1201872,37.91049,12.94554,1,DT12
dt1202286,37.9123,12.948960000000001,1,dt12
DT1201871,37.909620000000004,12.94475,1,DT12
DT1201870,37.910790000000006,12.95526,1,DT12
DT1201869,37.910090000000004,12.94476,1,DT12
DT1201868,37.91077,12.94565,1,DT12
DT1201867,37.910779999999995,12.94593,1,DT12
DT1201866,37.9106,12.94515,1,DT12
DT1202312,37.90976,12.94947,1,DT12
DT1201865,37.9103,12.944930000000001,1,DT12
DT1201864,37.910090000000004,12.9446,1,DT12
DT1201863,37.910540000000005,12.94378,1,DT12
DT1201862,37.91108,12.94475,1,DT12
DT1201861,37.91109,12.9448,1,DT12
DT1201860,37.91135,12.94489,1,DT12
DT1201859,37.91148,12.94501,1,DT12
DT1201858,37.91089,12.94398,1,DT12
DT1201857,37.91256,12.94463,1,DT12
DT1201856,37.910109999999996,12.94407,1,DT12
DT1201855,37.91175,12.94513,1,DT12
DT1201854,37.91132,12.95006,1,DT12
DT1201853,37.91114,12.94449,1,DT12
DT1201852,37.9114,12.944560000000001,1,DT12
DT1201851,37.9113,12.94466,1,DT12
DT1201850,37.91257,12.951239999999999,1,DT12
DT1201849,37.91259,12.95127,1,DT12
DT1201848,37.91172,12.95074,1,DT12
