hhid,Q4011,Q4012,Q4013,Q4014,Q4015,Q4016,Q4060,Q401,Q406
DT1100068,1,0,0,0,0,0,7,1,2
DT1201625,0,0,0,1,0,0,5,2,2
DT0900984,1,0,0,0,0,0,5,1,2
dt0400520,0,1,0,0,0,1,7,1,2
DT0500725,0,0,0,1,0,0,4,2,2
DT1000430,0,1,0,0,0,0,4,1,2
DT0400880,0,0,0,1,0,0,7,2,2
DT1300248,0,0,0,1,0,0,7,2,2
DT1200389,0,0,0,1,0,0,7,2,2
DT1200456,0,0,0,0,1,1,7,2,2
DT0102351,1,0,0,0,0,0,4,1,2
DT0700197,0,0,0,1,0,1,7,2,2
DT0400015,0,0,0,1,0,0,4,2,2
DT0100298,1,0,0,0,0,0,7,1,2
DT0101064,1,0,0,0,0,0,4,1,2
DT1301074,0,0,0,1,0,0,7,2,2
DT1301091,0,0,0,1,0,0,7,2,2
DT0900369,1,0,0,0,0,0,5,1,2
DT1101167,1,0,0,0,0,0,4,1,2
DT0100416,1,0,0,0,0,0,5,1,2
DT0900292,1,0,0,0,0,0,4,1,2
DT0900412,1,0,0,0,0,0,4,1,2
DT1001243,0,1,0,0,0,0,4,1,2
DT0801168,0,0,0,0,0,1,7,2,2
DT0400207,0,1,0,0,0,0,5,1,2
DT0900900,1,0,0,0,0,0,4,1,2
DT0700379,0,0,0,1,0,1,7,2,2
DT0101476,1,0,0,0,0,0,4,1,2
DT0601157,0,0,0,0,1,0,7,2,2
DT0800659,0,0,0,0,0,1,7,2,2
DT0100977,0,0,1,0,0,0,4,1,2
DT0800695,0,0,0,0,0,1,5,2,2
DT0600857,0,0,1,0,0,0,4,1,2
DT0500503,0,0,1,0,0,0,4,1,2
DT0802003,0,0,0,0,0,1,7,2,2
DT0802052,0,0,0,1,0,0,7,2,2
DT0101308,0,0,1,0,0,0,3,1,1
DT0900751,1,0,0,0,0,0,7,1,2
DT0901033,1,0,0,0,0,0,7,1,2
DT0501237,0,0,1,0,0,0,7,1,2
DT0600279,0,0,1,0,0,0,7,1,2
DT1200088,0,0,0,0,1,0,7,2,2
DT0400479,0,0,0,0,0,1,5,2,2
DT0800669,0,0,0,1,0,0,7,2,2
DT0900514,1,0,0,0,0,0,4,1,2
DT0601381,0,0,1,0,0,0,7,1,2
DT0200830,1,0,0,0,0,0,4,1,2
DT1201726,0,0,0,1,0,0,3,2,1
DT0100486,1,0,0,0,0,0,7,1,2
DT1201649,0,0,0,0,0,1,4,2,2
DT0601195,0,1,0,1,0,0,5,1,2
DT1000012,0,0,0,1,0,0,7,2,2
DT1201395,0,0,0,1,0,0,5,2,2
DT0900721,1,0,0,0,0,0,7,1,2
DT1000016,0,0,0,1,0,0,7,2,2
DT1000017,0,0,0,1,0,0,7,2,2
DT0100929,1,0,0,0,0,0,4,1,2
DT1001228,0,0,0,0,0,1,4,2,2
DT1201346,0,0,0,1,0,0,7,2,2
DT0500149,0,0,0,0,0,1,7,2,2
DT1000914,0,0,1,0,0,0,4,1,2
DT1101157,1,0,0,0,0,0,7,1,2
DT1300850,0,0,0,1,0,0,7,2,2
DT1100361,1,0,0,0,0,0,4,1,2
DT0801818,0,0,0,0,1,0,7,2,2
DT0200952,1,0,0,0,0,0,7,1,2
DT1200245,0,0,0,1,0,0,5,2,2
DT1301054,0,0,0,1,0,0,7,2,2
DT1100020,1,0,0,0,0,0,7,1,2
DT1201673,0,0,0,1,0,0,4,2,2
DT0600229,0,1,0,0,0,0,4,1,2
DT1201435,0,0,0,1,0,0,7,2,2
DT1000046,0,0,0,1,0,0,5,2,2
DT0801869,0,0,0,0,0,1,7,2,2
DT1000048,0,0,0,0,0,1,7,2,2
DT1100109,1,0,0,0,0,0,4,1,2
DT1200829,0,0,0,1,0,0,7,2,2
DT1300063,0,0,0,1,0,0,7,2,2
DT0200157,1,0,0,0,0,0,4,1,2
DT1200991,0,0,0,1,0,0,7,2,2
DT0701204,0,0,0,1,0,0,7,2,2
DT1300338,0,1,0,0,0,0,7,1,2
DT1000851,0,0,0,1,0,0,7,2,2
DT0700351,0,0,0,0,0,1,7,2,2
DT0800096,0,0,0,1,0,0,7,2,2
DT0701182,0,0,0,1,0,0,7,2,2
DT0200140,1,0,0,0,0,0,4,1,2
DT1301101,0,0,0,1,0,0,7,2,2
DT1201195,0,0,0,1,0,0,5,2,2
DT1000068,0,0,0,0,0,1,4,2,2
DT1000070,0,0,0,1,0,0,5,2,2
DT1000071,0,0,0,0,0,1,7,2,2
DT0600451,0,0,0,0,0,1,7,2,2
DT1000075,0,0,0,1,0,0,5,2,2
DT0600570,0,0,0,0,0,1,7,2,2
DT0301052,0,0,0,1,0,0,7,2,2
DT0800476,0,0,0,0,0,1,7,2,2
DT1300122,0,0,0,1,0,0,7,2,2
DT1000085,0,0,0,1,0,0,7,2,2
DT1000088,0,0,0,1,0,0,6,2,2
DT0200368,1,0,0,0,0,0,4,1,2
DT0300566,0,0,0,0,0,1,7,2,2
DT0700020,0,0,0,0,0,1,7,2,2
DT0201173,1,0,0,0,0,0,4,1,2
DT1200077,0,0,0,1,0,0,7,2,2
DT0101126,1,0,0,0,0,0,1,1,1
DT1202180,0,0,0,1,0,0,4,2,2
DT1000100,0,0,0,1,0,0,7,2,2
DT1000101,0,0,0,1,0,0,7,2,2
DT1200054,0,0,0,1,0,0,7,2,2
DT0600366,0,1,1,0,0,0,4,1,2
DT0600442,0,0,0,1,0,0,7,2,2
DT0800893,0,0,0,0,0,1,7,2,2
DT1000112,0,0,0,1,0,0,7,2,2
DT0100696,1,0,0,0,0,0,4,1,2
DT0101986,1,0,0,0,0,0,7,1,2
DT1300644,0,1,0,0,0,0,7,1,2
DT1300217,0,0,0,1,0,0,7,2,2
DT0101395,1,0,0,0,0,0,4,1,2
DT1000578,0,0,0,1,0,0,4,2,2
DT0200725,0,0,0,0,0,1,7,2,2
DT1000133,0,0,0,1,0,0,5,2,2
DT0102190,1,0,0,0,0,0,4,1,2
DT1100097,1,0,0,0,0,0,4,1,2
DT0800387,0,0,0,1,0,1,7,2,2
dt1101024,1,0,0,0,0,0,7,1,2
DT1200699,0,0,0,1,0,0,7,2,2
DT1000142,0,0,1,1,0,0,4,1,2
DT1101128,1,0,0,0,0,0,7,1,2
DT1201680,0,0,0,1,0,0,5,2,2
DT0101243,1,0,0,0,0,0,7,1,2
DT0700411,0,0,0,1,0,0,7,2,2
DT1300905,0,0,0,1,0,0,7,2,2
DT1101076,1,0,0,0,0,0,7,1,2
DT0200577,1,0,0,0,0,0,7,1,2
DT1000240,0,0,0,1,0,0,6,2,2
DT1000160,0,0,0,1,0,0,4,2,2
DT1100678,1,0,0,0,0,0,4,1,2
DT1000163,0,0,0,0,0,1,4,2,2
DT1000166,0,0,0,0,0,1,3,2,1
DT0100899,1,0,0,0,0,0,4,1,2
dt1101023,1,0,0,0,0,0,7,1,2
DT1301031,0,0,0,0,1,0,7,2,2
DT0500079,0,0,0,0,0,1,7,2,2
DT0600411,1,0,0,0,0,0,7,1,2
DT1101068,1,0,0,0,0,0,7,1,2
DT1000176,0,0,0,1,0,0,7,2,2
DT0500065,0,0,0,0,0,1,7,2,2
DT1300452,0,1,0,0,0,0,7,1,2
DT0200312,1,0,0,0,0,0,7,1,2
DT1000185,0,0,0,0,0,1,7,2,2
DT1200224,0,0,0,1,0,0,7,2,2
DT1200649,0,0,0,1,0,0,5,2,2
DT0600360,0,1,0,0,0,0,4,1,2
DT0500430,0,0,0,0,0,1,7,2,2
DT1000159,0,0,0,1,0,0,6,2,2
DT0201352,1,0,0,0,0,0,4,1,2
DT0400344,0,1,0,0,0,0,7,1,2
DT0800449,0,0,0,1,0,1,7,2,2
DT1201980,0,0,0,1,0,0,4,2,2
DT1300622,0,1,0,0,0,0,7,1,2
DT1000199,0,0,0,1,0,0,7,2,2
DT0401052,0,1,0,0,0,0,7,1,2
DT1201224,0,0,0,1,0,0,5,2,2
DT1100705,1,0,0,0,0,0,7,1,2
DT0501076,0,0,0,1,0,0,7,2,2
DT1100806,1,0,0,0,0,0,7,1,2
DT1000208,0,0,0,1,0,0,7,2,2
DT0800272,0,0,0,0,0,1,7,2,2
DT0300833,0,0,1,0,0,0,7,1,2
DT0600885,0,0,0,1,0,0,4,2,2
DT0200734,1,0,0,0,0,0,4,1,2
DT1101084,1,0,0,0,0,0,4,1,2
DT1000217,0,0,0,1,0,0,7,2,2
DT0600459,0,0,0,0,0,1,7,2,2
DT0101529,1,0,0,0,0,0,4,1,2
DT0700802,0,0,0,1,0,0,7,2,2
DT1100014,1,0,0,0,0,0,7,1,2
DT0501162,0,0,0,1,0,0,7,2,2
DT0900700,1,0,0,0,0,0,4,1,2
DT1000226,0,0,0,1,0,0,6,2,2
DT1000227,0,0,0,1,0,0,7,2,2
DT1001201,0,0,0,1,0,0,4,2,2
DT0801541,0,0,0,1,0,0,7,2,2
DT1000231,0,0,0,1,0,0,4,2,2
DT1000289,0,0,0,1,0,0,7,2,2
DT0700141,0,0,0,1,0,0,7,2,2
DT1000020,0,0,0,1,0,0,7,2,2
DT0100817,1,0,0,0,0,0,7,1,2
DT0300610,0,0,0,1,0,0,5,2,2
DT1100178,1,0,0,1,0,0,7,1,2
DT1200200,0,0,0,0,0,1,7,2,2
DT1000245,0,0,1,1,0,0,4,1,2
DT0800139,0,0,0,0,0,1,7,2,2
DT0201314,1,0,0,0,0,0,3,1,1
DT0800239,0,0,0,0,0,1,7,2,2
DT0802011,0,0,0,0,0,1,7,2,2
DT1300057,0,0,1,0,0,0,7,1,2
DT0900296,1,0,0,0,0,0,4,1,2
DT1100508,1,0,0,0,0,0,4,1,2
DT1300878,0,0,0,1,0,0,7,2,2
DT0102545,1,0,0,0,0,0,4,1,2
DT0600892,0,0,0,1,0,0,7,2,2
dt1100621,1,0,0,0,0,0,7,1,2
DT0300575,0,0,0,0,0,1,7,2,2
DT0802006,0,0,0,0,0,1,7,2,2
DT1201489,0,0,0,1,0,0,7,2,2
DT1201866,0,0,0,1,0,0,7,2,2
DT0100983,1,0,0,0,0,0,7,1,2
DT1100688,1,0,0,0,0,0,4,1,2
DT0200795,1,0,0,0,0,0,5,1,2
DT0200925,1,0,0,0,0,0,3,1,1
DT1000284,0,0,0,1,0,0,6,2,2
DT0800579,0,0,0,1,0,0,7,2,2
DT1200723,0,0,0,1,0,0,7,2,2
DT1100115,1,0,0,0,0,0,5,1,2
DT0300578,0,0,0,0,0,1,5,2,2
DT0700015,0,0,0,1,0,0,7,2,2
DT1200642,0,0,0,1,0,0,7,2,2
DT1200180,0,0,0,1,0,1,4,2,2
DT1100790,1,0,0,0,0,0,4,1,2
DT1001217,0,0,0,1,0,0,7,2,2
DT0800045,0,0,0,1,0,0,7,2,2
DT0200095,1,0,0,0,0,0,4,1,2
DT1000303,0,0,0,1,0,0,4,2,2
dt0401124,0,1,0,0,0,0,4,1,2
DT0101092,1,0,0,0,0,0,5,1,2
DT0102488,1,0,0,0,0,0,3,1,1
DT1000309,0,0,0,0,0,0,4,2,2
DT1300199,0,0,0,1,0,0,7,2,2
DT1100832,1,0,0,0,0,0,7,1,2
DT0300992,0,0,0,1,0,0,7,2,2
DT1000589,0,1,0,0,0,0,4,1,2
DT1100497,1,0,0,0,0,0,4,1,2
DT1100019,1,0,0,0,0,0,7,1,2
DT1000461,0,1,0,0,0,0,7,1,2
DT0601032,0,1,0,0,0,0,7,1,2
DT0101215,1,0,0,0,0,0,7,1,2
DT1100120,1,0,0,0,0,0,4,1,2
DT1000333,0,1,0,0,0,0,7,1,2
DT0600739,0,0,1,0,0,0,7,1,2
DT0300818,0,0,1,0,0,0,7,1,2
DT1000336,0,0,0,1,0,0,4,2,2
DT1000119,0,0,0,1,0,0,7,2,2
DT0500833,0,0,0,1,0,0,4,2,2
DT0800293,0,0,0,0,0,1,7,2,2
DT1000342,0,1,0,0,1,0,4,1,2
DT1100049,1,1,0,0,0,0,5,1,2
DT1201148,0,0,0,1,0,0,5,2,2
DT0801302,0,0,0,0,0,1,7,2,2
DT1301048,0,0,0,1,0,0,7,2,2
DT1000347,0,1,0,0,0,0,5,1,2
dt0400609,0,1,0,0,0,0,4,1,2
DT0102451,1,0,0,0,0,0,3,1,1
DT0501143,0,0,0,1,0,0,4,2,2
DT1300283,0,0,0,1,0,0,7,2,2
DT1200563,0,1,0,0,0,0,7,1,2
DT0800831,0,0,0,0,0,1,7,2,2
DT1300606,1,0,0,0,0,0,5,1,2
DT1001241,0,0,1,1,0,0,5,1,2
DT0102617,1,0,0,0,0,0,4,1,2
DT0300974,0,0,0,1,0,0,7,2,2
DT1001238,0,0,0,1,0,0,4,2,2
DT0101859,1,0,0,0,0,0,7,1,2
DT0801411,0,0,0,0,0,1,7,2,2
DT0801646,0,0,0,0,0,1,7,2,2
DT1000370,0,1,0,0,0,0,4,1,2
DT1100946,1,0,0,0,0,0,4,1,2
DT1202188,0,0,0,1,0,0,7,2,2
DT0801022,0,0,0,1,0,0,5,2,2
DT0400129,0,1,0,0,0,0,4,1,2
DT0801753,0,0,0,1,0,0,7,2,2
DT0400716,0,0,0,1,0,0,5,2,2
DT0500333,0,0,1,0,0,0,4,1,2
DT0400252,0,1,0,0,0,0,7,1,2
DT0700520,0,0,0,0,0,1,7,2,2
DT1000388,0,1,0,0,0,0,4,1,2
DT1200101,0,0,0,1,0,0,7,2,2
DT0101804,1,0,0,0,0,0,4,1,2
DT0600277,0,0,1,0,0,0,7,1,2
DT0800416,0,0,0,0,0,1,7,2,2
DT1200542,0,0,0,0,0,1,7,2,2
DT0801619,0,0,0,0,0,1,7,2,2
DT0801289,0,0,0,0,0,1,7,2,2
DT0500759,0,0,0,1,0,0,7,2,2
DT0201133,1,0,0,0,0,0,5,1,2
DT0800703,0,0,0,1,0,0,7,2,2
DT1202126,0,0,0,1,0,0,7,2,2
DT0101099,1,0,0,0,0,0,7,1,2
DT0102028,1,0,0,0,0,0,7,1,2
DT0300712,0,0,0,1,0,0,7,2,2
DT0701171,0,0,0,0,0,1,7,2,2
DT0501152,0,0,0,1,0,0,7,2,2
DT1300327,0,1,0,0,0,0,7,1,2
DT1201739,0,0,0,1,0,0,7,2,2
DT0700239,0,0,0,0,0,1,7,2,2
DT1000418,0,1,0,0,0,0,4,1,2
DT0200446,1,0,0,0,0,0,7,1,2
DT0200789,1,0,0,0,0,0,3,1,1
DT0101314,1,0,0,0,0,0,4,1,2
DT0200851,1,0,0,0,0,0,7,1,2
DT0600882,0,0,0,1,0,0,7,2,2
DT0102629,1,0,0,0,0,0,3,1,1
DT0401103,0,0,0,1,0,0,4,2,2
DT0801986,0,0,0,1,0,0,7,2,2
DT1300369,0,0,0,1,0,0,5,2,2
DT0800106,0,0,0,1,0,1,7,2,2
dt0400400,0,1,0,0,0,0,4,1,2
DT1300518,0,0,0,0,1,0,7,2,2
DT0501079,0,0,0,1,0,0,7,2,2
DT0101039,1,0,1,0,0,0,7,1,2
DT0300972,0,0,0,1,0,0,7,2,2
DT1100849,1,0,0,0,0,0,4,1,2
DT0500689,0,0,0,1,0,0,7,2,2
DT0900193,1,0,0,0,0,0,4,1,2
DT0100295,1,0,0,0,0,0,7,1,2
DT1201054,0,0,0,1,0,0,7,2,2
DT0801661,0,0,0,1,0,1,7,2,2
DT0900200,1,0,0,0,0,0,5,1,2
DT0900653,1,0,0,0,0,0,7,1,2
DT0102161,1,0,0,0,0,0,7,1,2
DT0101570,1,0,0,0,0,0,7,1,2
DT0200646,1,0,0,0,0,0,7,1,2
DT0200485,1,0,0,0,0,0,3,1,1
DT0100816,1,0,0,0,0,0,4,1,2
DT1300672,0,0,0,1,0,0,7,2,2
DT1202144,0,0,0,1,0,0,7,2,2
DT1000463,0,0,0,1,0,0,7,2,2
DT1101342,1,0,0,0,0,0,7,1,2
DT0801928,0,0,0,0,0,1,7,2,2
DT1000196,0,0,0,1,0,0,7,2,2
DT0801845,0,0,0,0,0,1,7,2,2
DT1001265,0,0,0,1,0,0,7,2,2
DT1202053,0,0,0,1,0,0,4,2,2
DT0101037,1,0,0,0,0,0,7,1,2
DT1200330,0,0,0,1,0,0,7,2,2
DT1201134,0,0,0,1,0,0,7,2,2
DT0301116,0,1,0,0,0,0,4,1,2
DT0102436,1,0,0,0,0,0,7,1,2
DT1201540,0,0,0,1,0,0,7,2,2
DT0801480,0,0,0,1,0,0,7,2,2
DT0800282,0,0,0,0,0,1,7,2,2
DT1000487,0,0,0,1,0,0,5,2,2
DT0300334,0,0,0,1,0,0,4,2,2
DT0200197,1,0,0,0,0,0,7,1,2
DT1200217,0,0,0,1,0,0,7,2,2
DT1000011,0,0,0,1,0,0,7,2,2
DT0501226,0,0,0,1,0,0,7,2,2
DT0801244,0,0,0,1,0,1,7,2,2
DT0501270,0,0,1,0,0,0,7,1,2
DT1100988,1,1,0,0,0,0,7,1,2
DT1200812,0,0,0,0,0,1,7,2,2
DT0600789,0,0,1,1,0,0,7,1,2
DT1001162,0,0,0,1,0,0,4,2,2
DT1100569,1,1,0,0,0,0,7,1,2
DT1000513,0,0,0,1,0,0,4,2,2
DT1201305,0,0,0,1,0,0,4,2,2
DT1100018,1,0,0,0,0,0,7,1,2
DT0102523,1,0,0,0,0,0,3,1,1
DT0101440,1,0,0,0,0,0,7,1,2
DT0300242,0,1,0,0,0,0,7,1,2
DT0100265,1,0,0,0,0,0,4,1,2
DT0800506,0,0,0,0,0,1,7,2,2
DT1200988,0,0,0,1,0,0,7,2,2
DT1101194,1,0,0,0,0,0,7,1,2
DT1000528,0,0,0,1,0,0,7,2,2
DT1300018,0,0,0,1,0,0,7,2,2
DT0900913,1,0,0,0,0,0,3,1,1
DT0102505,1,0,0,0,0,0,5,1,2
DT0100211,1,0,0,0,0,0,4,1,2
DT1000537,0,0,0,1,0,0,7,2,2
DT0801452,0,0,0,0,0,1,7,2,2
DT0900946,1,0,0,0,0,0,5,1,2
DT1201693,0,0,0,1,0,0,7,2,2
DT1300851,0,0,0,1,0,0,7,2,2
DT1000548,0,0,0,1,0,0,5,2,2
DT1000550,0,0,0,1,0,0,7,2,2
DT1300570,0,0,0,0,0,1,7,2,2
DT1201790,0,0,0,1,0,0,7,2,2
DT1201183,0,0,0,1,0,0,5,2,2
DT1200252,0,0,0,1,0,0,7,2,2
DT0200822,1,0,0,0,0,0,4,1,2
DT0500627,0,0,1,0,0,0,5,1,2
DT1000558,0,1,0,0,0,0,4,1,2
DT1000561,0,1,0,0,0,0,4,1,2
DT0101352,1,0,0,0,0,0,7,1,2
DT0600339,0,0,0,1,0,0,4,2,2
DT0102065,1,0,0,0,0,0,7,1,2
DT1301277,0,1,0,1,0,0,7,1,2
DT0801951,0,0,0,1,0,0,7,2,2
DT1300985,0,0,0,1,0,0,7,2,2
DT1000571,0,1,0,0,0,0,7,1,2
DT0101344,1,0,0,0,0,0,7,1,2
DT1000576,0,1,0,0,0,0,7,1,2
DT0900217,1,0,0,0,0,0,4,1,2
DT0101728,1,0,0,0,0,0,4,1,2
DT1000583,0,1,0,0,0,0,7,1,2
DT0300827,0,0,1,0,0,0,7,1,2
DT1200344,0,0,0,1,0,0,7,2,2
DT0500152,0,0,0,1,0,0,7,2,2
DT0301164,0,1,0,0,0,0,6,1,2
DT1300354,0,0,0,1,0,0,7,2,2
DT1000594,1,0,0,0,0,0,4,1,2
DT1300204,0,0,0,1,0,0,7,2,2
DT0700824,0,0,0,0,0,1,7,2,2
DT1100042,1,1,0,0,0,0,7,1,2
DT1201965,0,0,0,1,0,0,5,2,2
DT0300389,0,1,0,0,0,0,4,1,2
DT0801932,0,0,0,0,0,1,7,2,2
DT0401152,0,0,0,1,0,0,5,2,2
DT0500740,0,0,1,0,0,0,4,1,2
DT0801585,0,0,0,0,0,1,7,2,2
DT0100621,1,0,0,0,0,0,7,1,2
DT1000615,0,1,0,0,0,0,4,1,2
DT0300963,0,0,0,0,0,1,7,2,2
DT1200718,0,0,0,1,0,0,7,2,2
dt1100635,1,0,0,0,0,0,3,1,1
DT1000612,0,1,0,0,0,0,4,1,2
DT1200880,0,0,0,1,0,0,7,2,2
DT0800092,0,0,0,0,0,1,7,2,2
DT0700196,0,0,0,0,0,1,7,2,2
DT0500661,0,0,1,0,0,0,7,1,2
DT0100857,1,0,0,0,0,0,7,1,2
DT0101845,1,0,0,0,0,0,5,1,2
DT0600300,0,0,1,0,0,0,7,1,2
DT0900987,1,0,0,0,0,0,3,1,1
DT0301221,0,1,0,0,0,0,7,1,2
DT0301247,0,0,0,1,0,0,7,2,2
DT0400911,0,0,0,1,0,0,4,2,2
DT0700103,0,0,0,0,0,1,7,2,2
DT1100296,1,0,0,0,0,0,7,1,2
DT0500259,0,0,0,1,0,0,7,2,2
DT1000644,0,0,1,0,0,0,4,1,2
DT0801384,0,0,0,0,0,1,7,2,2
DT0700005,0,0,0,0,0,1,7,2,2
DT0501106,0,0,1,0,0,0,4,1,2
DT0300328,0,1,0,0,0,0,4,1,2
DT0102263,1,0,0,0,0,0,4,1,2
DT0100716,1,0,0,0,0,0,4,1,2
DT1201231,0,0,0,1,0,0,7,2,2
DT0200634,1,0,0,0,0,0,7,1,2
DT1201037,0,0,0,1,0,0,7,2,2
DT0600563,0,0,0,0,0,1,7,2,2
DT0200567,1,0,0,0,0,0,7,1,2
DT1200047,0,0,0,1,0,0,7,2,2
DT1201041,0,0,0,1,0,0,7,2,2
DT1201951,0,0,0,1,0,0,7,2,2
DT0601098,0,0,1,0,0,0,4,1,2
DT1101037,1,0,0,0,0,0,5,1,2
DT0200993,1,0,0,0,0,0,7,1,2
DT1000674,0,1,0,0,0,0,4,1,2
DT0100934,1,0,0,0,0,0,7,1,2
DT1000585,0,0,0,1,0,0,4,2,2
DT0500405,0,1,0,0,0,0,5,1,2
DT1100578,1,0,0,0,0,0,3,1,1
DT0100765,1,0,0,0,0,0,3,1,1
DT0600381,0,1,0,0,0,0,4,1,2
DT1201479,0,0,0,1,0,0,3,2,1
DT0301088,0,0,0,1,0,0,7,2,2
DT0500781,0,0,1,0,0,0,7,1,2
DT1201549,0,0,0,1,0,0,7,2,2
DT1100268,1,0,0,0,0,0,7,1,2
DT0200161,1,0,0,0,0,0,4,1,2
DT1000693,0,0,1,0,0,0,7,1,2
DT1300373,0,0,0,0,0,0,7,2,2
dt1101020,0,0,0,1,0,0,7,2,2
DT1300109,0,0,0,1,0,0,7,2,2
DT1200566,0,0,0,1,0,0,7,2,2
DT0101836,1,0,0,0,0,0,3,1,1
DT0700964,0,0,0,0,0,1,7,2,2
DT1000714,0,0,1,0,0,0,7,1,2
DT0102668,1,0,0,0,0,0,4,1,2
DT0700448,0,0,0,0,0,1,7,2,2
dt0700501,0,0,0,0,0,1,7,2,2
DT0701164,0,0,0,0,0,1,7,2,2
DT0801835,0,0,0,0,0,1,7,2,2
DT0600395,0,0,1,0,0,0,7,1,2
DT1000930,0,0,1,0,0,0,5,1,2
DT0801189,0,0,0,1,0,0,7,2,2
DT1300306,1,0,0,0,0,0,7,1,2
DT1300284,0,0,0,1,0,0,7,2,2
DT0101659,1,0,0,0,0,0,4,1,2
DT1000732,0,0,1,0,0,0,4,1,2
DT1201740,0,0,0,1,0,0,7,2,2
DT0801637,0,0,0,1,0,0,7,2,2
DT1000736,0,0,1,0,0,0,5,1,2
DT0601200,0,0,1,0,0,0,4,1,2
DT1300138,0,0,0,1,0,0,7,2,2
DT0600198,0,1,0,0,0,0,7,1,2
DT1200498,0,0,0,1,0,0,7,2,2
DT0100334,1,0,0,0,0,0,4,1,2
dt0700477,0,0,0,0,0,1,7,2,2
DT0301020,0,0,0,1,0,0,5,2,2
DT0802126,0,0,0,0,0,1,7,2,2
DT0801969,0,0,0,1,0,0,7,2,2
DT1000753,0,0,1,0,0,0,7,1,2
DT1000755,0,0,1,0,0,0,7,1,2
DT0501263,0,0,0,1,0,0,7,2,2
DT0601239,0,0,0,1,0,0,7,2,2
DT0802002,0,0,0,0,0,1,7,2,2
DT1000761,0,0,1,0,0,0,7,1,2
DT0500972,0,0,0,1,0,0,5,2,2
DT1100882,1,0,0,0,0,0,7,1,2
DT1100537,1,0,0,0,0,0,3,1,1
DT1100507,1,0,0,0,0,0,3,1,1
DT0200944,1,0,0,0,0,0,7,1,2
DT0102324,1,0,0,0,0,0,3,1,1
DT1000778,0,0,1,0,0,0,7,1,2
DT1000781,0,0,1,0,0,0,7,1,2
DT0400961,0,1,0,0,0,0,4,1,2
DT0201121,1,0,0,0,0,0,4,1,2
DT0201077,1,0,0,0,0,0,4,1,2
DT1000751,0,0,1,0,0,0,4,1,2
DT0300207,0,0,0,1,0,0,7,2,2
DT1201732,0,0,0,1,0,0,4,2,2
DT0900011,1,0,0,0,0,0,4,1,2
DT1201959,0,0,0,1,0,0,7,2,2
DT0600076,0,1,0,0,0,0,7,1,2
DT0801101,0,0,0,1,0,0,7,2,2
DT1101186,1,0,0,0,0,0,4,1,2
DT0400879,0,0,0,1,0,0,5,2,2
DT1000822,0,0,1,0,0,0,7,1,2
DT1001121,0,1,0,0,0,0,5,1,2
DT1200505,0,0,0,1,0,0,7,2,2
DT0700392,0,0,0,1,0,1,7,2,2
DT1200430,0,0,0,1,0,0,4,2,2
DT0801553,0,0,0,0,0,1,7,2,2
DT0800427,0,0,0,0,0,1,7,2,2
DT0800620,0,0,0,1,0,0,7,2,2
DT0900187,1,0,0,0,0,0,3,1,1
DT0800300,0,0,0,1,0,1,7,2,2
DT1300428,0,0,0,1,0,0,7,2,2
DT0101036,1,0,1,0,0,0,7,1,2
DT0600944,0,0,1,0,0,0,7,1,2
DT0300655,0,0,0,1,0,0,7,2,2
DT1100324,1,0,0,0,0,0,3,1,1
DT1000852,0,0,0,1,0,0,7,2,2
dt1100975,1,0,0,0,0,0,4,1,2
DT0201405,1,0,0,0,0,0,5,1,2
DT1000861,0,0,1,0,0,0,7,1,2
DT0400225,0,1,0,0,0,0,7,1,2
DT1000867,0,0,0,1,0,0,7,2,2
DT1000868,0,0,1,0,0,0,7,1,2
DT1001280,0,0,1,0,0,0,7,1,2
DT0800234,0,0,0,0,0,1,7,2,2
DT1202173,0,0,0,0,0,1,7,2,2
DT0501092,0,0,1,0,0,0,7,1,2
DT0701057,0,0,0,0,0,1,7,2,2
DT1301249,0,0,0,1,0,0,7,2,2
DT0801320,0,0,0,1,0,0,7,2,2
DT0100989,1,0,1,0,0,0,4,1,2
DT0600797,0,0,1,0,0,0,5,1,2
DT1000489,0,0,0,1,0,0,7,2,2
DT1200760,0,0,0,0,0,1,7,2,2
DT1000896,0,0,0,1,0,0,5,2,2
DT1100963,1,0,0,0,0,0,4,1,2
DT1300269,0,0,0,1,0,0,7,2,2
DT0100856,1,0,0,0,0,0,4,1,2
DT0100871,1,0,0,0,0,0,7,1,2
DT1200779,0,0,0,1,0,0,7,2,2
DT0800372,0,0,0,0,0,1,7,2,2
DT0300525,0,0,0,1,0,0,7,2,2
DT1000172,0,0,0,1,0,0,7,2,2
DT1201017,0,0,0,1,0,0,7,2,2
DT1100273,1,1,0,0,0,0,7,1,2
DT0102607,1,0,0,0,0,0,4,1,2
DT0801740,0,0,0,0,0,1,7,2,2
DT0101031,1,0,0,0,0,0,7,1,2
DT1000812,0,0,0,1,0,0,4,2,2
DT1200963,0,0,0,0,0,1,7,2,2
DT0700013,0,0,0,0,0,1,7,2,2
DT1301027,0,0,0,1,0,0,7,2,2
DT0600858,0,0,0,1,0,0,4,2,2
DT1201615,0,0,0,1,0,0,7,2,2
DT1300779,0,0,0,1,0,0,7,2,2
DT1000927,0,0,0,1,0,0,7,2,2
DT1200685,0,0,0,1,0,0,7,2,2
DT0400078,0,0,1,0,0,0,5,1,2
dt0400603,0,1,0,0,0,0,4,1,2
DT0201141,1,0,0,0,0,0,5,1,2
DT0300464,0,0,0,1,0,0,5,2,2
