hhid,Q4011,Q4012,Q4013,Q4014,Q4015,Q4016,Q4060,Q401,Q406
DT0900207,1,0,0,0,0,0,4,1,2
DT0600721,1,0,0,0,0,0,7,1,2
DT1301037,0,0,0,1,0,0,7,2,2
DT0400102,0,1,0,0,0,0,5,1,2
DT0102178,1,0,0,0,0,0,4,1,2
DT0200172,1,0,0,0,0,0,5,1,2
DT1200695,0,0,0,1,0,0,7,2,2
DT0400542,0,1,0,0,0,0,4,1,2
DT0200430,1,0,0,0,0,0,3,1,1
DT0501303,0,0,0,1,0,0,7,2,2
DT0102573,1,0,0,0,0,0,4,1,2
DT1200298,0,0,0,1,0,0,7,2,2
DT1000425,0,1,0,0,0,0,2,1,1
DT1000684,0,0,1,0,0,0,5,1,2
DT1200625,0,0,0,1,0,0,7,2,2
DT1200994,0,0,0,1,0,0,7,2,2
DT0500508,0,0,1,0,0,0,4,1,2
DT0801977,0,0,0,1,0,0,7,2,2
DT0501294,0,0,0,1,0,0,7,2,2
DT1300383,0,0,0,1,0,0,7,2,2
DT0700587,0,0,0,0,0,1,7,2,2
DT0800966,0,0,0,0,0,1,7,2,2
DT0200415,1,0,0,0,0,0,4,1,2
DT0200889,1,0,0,0,0,0,7,1,2
DT1300580,0,0,0,1,0,0,7,2,2
DT0101781,1,0,0,0,0,0,4,1,2
DT0800525,0,0,0,1,0,0,7,2,2
DT0101599,1,0,0,0,0,0,4,1,2
dt1100430,1,0,0,0,0,0,7,1,2
DT0100058,0,0,1,0,0,0,4,1,2
DT1200186,0,0,0,0,0,1,7,2,2
DT0300990,0,1,0,0,0,0,4,1,2
DT1300478,0,1,0,0,0,0,7,1,2
DT1000916,0,0,0,1,0,0,7,2,2
DT0200401,1,0,0,0,0,0,4,1,2
DT0200400,1,0,0,0,0,0,5,1,2
DT0500334,0,0,1,0,0,0,7,1,2
DT0100445,1,0,0,0,0,0,4,1,2
DT0801112,0,0,0,1,0,0,7,2,2
DT1200457,0,0,0,1,0,0,7,2,2
DT0500990,0,0,0,1,0,0,7,2,2
DT0900438,1,0,0,0,0,0,7,1,2
DT1300801,0,0,0,0,0,1,7,2,2
DT0200545,1,0,0,0,0,0,7,1,2
DT0102471,1,0,0,0,0,0,5,1,2
DT1000595,0,1,0,0,0,0,4,1,2
DT1200143,0,0,0,1,0,1,7,2,2
DT0200386,1,0,0,0,0,0,5,1,2
DT0200663,1,0,0,0,0,0,7,1,2
DT1000111,0,0,0,1,0,0,7,2,2
DT1300653,0,1,0,0,0,0,7,1,2
DT1000556,0,0,0,1,0,0,7,2,2
DT1201116,0,0,0,1,0,0,7,2,2
DT1101163,1,0,0,0,0,0,4,1,2
DT1100353,1,0,0,0,0,0,4,1,2
DT0700551,1,0,0,0,0,1,7,1,2
DT0700914,0,0,0,1,0,1,7,2,2
DT0201143,1,0,0,0,0,0,5,1,2
DT0900278,1,0,0,0,0,0,5,1,2
DT0801175,0,0,0,0,0,1,7,2,2
DT0600328,0,0,0,1,0,0,5,2,2
DT0600194,0,1,0,0,0,0,7,1,2
DT0200367,1,0,0,0,0,0,7,1,2
DT0900124,1,0,0,0,0,0,7,1,2
DT0801359,0,0,0,0,0,1,7,2,2
DT0200364,1,0,0,0,0,0,5,1,2
DT1200944,0,0,0,0,0,1,7,2,2
DT0800264,0,0,0,0,0,1,7,2,2
DT1000685,0,1,1,0,0,0,4,1,2
dt1100416,1,0,0,0,0,0,4,1,2
DT0700829,0,0,0,0,0,1,7,2,2
DT0900534,1,0,0,0,0,0,4,1,2
DT1200558,0,0,0,1,0,0,7,2,2
DT1100294,1,0,0,0,0,0,7,1,2
DT1101175,1,0,0,0,0,0,7,1,2
DT0800058,0,0,0,1,0,0,7,2,2
DT0100060,1,0,0,0,0,0,7,1,2
DT0200887,1,0,0,0,0,0,4,1,2
DT1201319,0,0,0,1,0,0,5,2,2
DT0200349,1,0,0,0,0,0,4,1,2
DT0600958,0,0,1,0,0,0,4,1,2
DT0200347,1,0,0,0,0,0,4,1,2
DT0101738,1,0,0,0,0,0,4,1,2
DT0300764,0,0,0,1,0,0,7,2,2
DT0500862,0,0,1,0,0,0,7,1,2
DT0200343,1,0,0,0,0,0,7,1,2
DT1300229,0,0,0,1,0,0,7,2,2
DT1100531,1,0,0,0,0,0,4,1,2
DT1300439,0,0,1,0,0,0,7,1,2
DT0801135,0,1,0,0,0,0,7,1,2
DT0200337,1,0,0,0,0,0,4,1,2
DT1101088,1,0,0,0,0,0,7,1,2
DT0200335,1,0,0,0,0,0,4,1,2
DT0700845,0,0,0,0,0,1,7,2,2
DT0102093,1,0,0,0,0,0,4,1,2
DT0200331,1,0,0,0,0,0,7,1,2
DT0102132,1,0,0,0,0,0,7,1,2
DT0500975,0,0,0,1,0,0,7,2,2
DT0101791,1,0,0,0,0,0,7,1,2
DT0102315,1,0,0,0,0,0,3,1,1
DT0100403,1,0,0,0,0,0,4,1,2
DT0200324,1,0,0,0,0,0,7,1,2
DT0400022,0,1,0,0,0,0,5,1,2
DT0900299,1,0,0,0,0,0,4,1,2
DT0900912,1,0,0,0,0,0,4,1,2
DT1201502,0,0,0,1,0,0,7,2,2
DT1200794,0,0,0,0,0,1,7,2,2
DT1201140,0,0,0,1,0,0,7,2,2
DT0800508,0,0,0,0,0,1,7,2,2
DT1100567,1,0,0,0,0,0,7,1,2
DT0102452,1,0,0,0,0,0,3,1,1
DT1000655,0,1,0,0,0,0,4,1,2
DT1300463,0,1,0,0,0,0,7,1,2
DT1000084,0,0,0,1,0,0,7,2,2
DT1300003,0,0,0,1,0,0,7,2,2
DT0200018,1,0,0,0,0,0,5,1,2
DT0400052,0,1,0,0,0,0,5,1,2
DT1301283,0,0,0,1,0,0,7,2,2
DT1101349,0,0,0,1,0,0,7,2,2
DT0200304,1,0,0,0,0,0,7,1,2
DT1202218,0,0,0,1,0,0,4,2,2
DT0200302,1,0,0,0,0,0,7,1,2
DT1200888,0,0,0,0,0,1,7,2,2
DT0500194,0,0,0,1,0,0,7,2,2
DT1100828,1,0,0,1,0,0,7,1,2
DT0500138,0,0,0,1,0,0,7,2,2
DT0601234,0,0,1,1,0,0,7,1,2
DT1200348,0,0,0,1,0,0,7,2,2
DT0201233,1,1,0,0,0,0,7,1,2
DT1301282,0,0,0,1,0,0,5,2,2
DT1201692,0,0,0,1,0,0,7,2,2
DT1100503,1,0,0,0,0,0,7,1,2
DT0400124,0,1,0,0,0,0,5,1,2
DT0200290,1,0,0,0,0,0,4,1,2
DT0801829,0,0,0,1,0,0,7,2,2
DT0802135,0,0,0,0,0,1,7,2,2
DT1100993,1,0,0,0,0,0,7,1,2
DT0201189,1,0,0,0,0,0,4,1,2
DT0200283,1,0,0,0,0,0,5,1,2
DT1200057,0,0,0,0,0,1,7,2,2
DT1200804,0,0,0,1,0,0,7,2,2
DT0300206,0,0,0,1,0,0,7,2,2
DT1201556,0,0,0,1,0,0,7,2,2
DT0501216,0,0,0,1,0,0,4,2,2
DT0700582,0,0,0,0,0,1,7,2,2
DT0201160,1,0,0,0,0,0,4,1,2
DT1201532,0,0,0,1,0,0,7,2,2
DT0500364,0,0,1,0,0,0,7,1,2
DT0701210,0,0,0,0,0,1,7,2,2
DT1301146,0,1,0,0,0,0,7,1,2
DT0200267,1,0,0,0,0,0,7,1,2
DT0801315,0,0,0,1,0,0,7,2,2
DT0801392,0,0,0,0,0,1,7,2,2
DT0801061,0,0,0,1,0,0,7,2,2
DT0101932,1,0,1,0,0,0,4,1,2
DT0900540,1,0,0,0,0,0,4,1,2
DT1000449,0,1,0,0,0,0,4,1,2
DT0102415,1,0,0,0,0,0,7,1,2
DT1100844,1,0,0,0,0,0,4,1,2
DT1000564,0,0,0,1,0,0,7,2,2
DT1201935,0,0,0,1,0,0,7,2,2
DT1100895,1,0,0,0,0,0,7,1,2
DT0600559,0,0,0,0,0,1,7,2,2
DT1001001,0,0,1,0,0,0,4,1,2
DT0102268,1,0,0,0,0,0,4,1,2
DT1300696,0,0,0,1,0,1,7,2,2
DT0200244,1,0,0,0,0,0,5,1,2
DT1300926,0,0,0,1,0,0,7,2,2
DT0800513,0,0,0,0,0,1,1,2,1
DT0200241,1,0,0,0,0,0,3,1,1
DT0600776,0,0,0,0,1,0,4,2,2
DT1200891,0,0,0,0,0,1,7,2,2
dt0400658,0,1,0,0,0,0,4,1,2
DT1100090,1,0,0,0,0,0,4,1,2
DT0500830,0,0,0,1,0,0,7,2,2
DT1200890,0,0,0,1,0,1,7,2,2
DT0500082,0,0,1,0,0,0,7,1,2
DT0200232,1,0,0,0,0,0,4,1,2
DT1200541,0,0,0,0,0,1,7,2,2
DT1001069,0,1,0,0,0,0,7,1,2
DT0201131,1,0,0,0,0,0,7,1,2
DT0300606,0,0,0,1,0,0,7,2,2
DT0100485,1,0,0,0,0,0,4,1,2
DT0200224,1,0,0,0,0,0,4,1,2
DT0600405,0,1,0,0,0,0,4,1,2
DT1000206,0,0,0,1,0,0,7,2,2
DT1201208,0,0,0,1,0,0,5,2,2
DT0100267,1,0,0,0,0,0,4,1,2
DT0300952,0,0,0,1,0,0,7,2,2
DT0900474,1,0,0,0,0,0,7,1,2
DT0200208,1,0,0,0,0,0,3,1,1
DT0102566,1,0,0,0,0,0,7,1,2
DT0600583,0,0,0,0,0,1,7,2,2
DT0200041,1,0,0,0,0,0,4,1,2
DT0200204,1,0,0,0,0,0,4,1,2
DT0300862,0,0,0,1,0,0,4,2,2
DT0200194,1,0,0,0,0,0,5,1,2
DT0102292,1,0,0,0,0,0,4,1,2
DT0102547,1,0,0,0,0,0,3,1,1
DT1201737,0,0,0,1,0,0,7,2,2
DT0600213,0,0,0,1,0,0,7,2,2
DT1101036,1,0,0,0,0,0,7,1,2
DT0200196,1,0,0,0,0,0,4,1,2
DT1100986,1,0,0,0,0,0,7,1,2
DT1001143,0,1,0,0,0,0,4,1,2
DT0200193,1,0,0,0,0,0,4,1,2
DT1200979,0,0,0,1,0,0,4,2,2
DT0900995,1,0,0,0,0,0,3,1,1
DT1101301,1,0,0,0,0,0,7,1,2
DT1200732,0,0,0,1,0,0,7,2,2
DT0200185,1,0,0,0,0,0,7,1,2
DT0100365,1,0,0,0,0,0,5,1,2
DT0100046,1,0,0,0,0,0,7,1,2
DT0200182,1,0,0,0,0,0,5,1,2
DT1001274,0,0,0,1,0,0,5,2,2
DT0800748,0,0,0,0,0,1,5,2,2
DT0900493,1,0,0,0,0,0,3,1,1
DT0800100,0,0,0,1,0,0,7,2,2
DT1300352,0,0,0,1,0,0,7,2,2
DT1300405,0,0,0,1,0,0,7,2,2
DT0800001,0,0,0,1,0,0,7,2,2
DT0301040,0,0,0,1,0,0,7,2,2
DT0800797,0,0,0,0,0,1,7,2,2
DT1300088,0,0,0,1,0,0,7,2,2
DT1300362,0,0,0,1,0,0,7,2,2
DT0400971,0,0,0,1,0,0,4,2,2
DT1200247,0,0,0,1,0,0,7,2,2
DT0101610,1,0,0,0,0,0,7,1,2
DT0200166,1,0,0,0,0,0,7,1,2
DT0101869,1,0,0,0,0,0,4,1,2
DT0801056,0,0,0,0,0,1,7,2,2
DT1201317,0,0,0,1,0,0,7,2,2
DT0200162,1,0,0,0,0,0,4,1,2
DT0102007,1,0,0,0,0,0,7,1,2
DT0700378,0,0,0,0,0,1,7,2,2
DT0301235,0,0,0,0,0,1,4,2,2
DT0601303,0,1,0,0,0,0,7,1,2
DT0200156,1,0,0,0,0,0,4,1,2
DT0200528,1,0,0,0,0,0,4,1,2
DT0200154,1,0,0,0,0,0,4,1,2
DT0200153,1,0,0,0,0,0,4,1,2
DT0700328,0,0,0,1,0,0,7,2,2
DT0102657,1,0,0,0,0,0,4,1,2
DT1201147,0,0,0,1,0,0,7,2,2
DT0200147,1,0,0,0,0,0,5,1,2
DT0700068,0,0,0,0,0,1,7,2,2
DT1101044,1,0,0,0,0,0,7,1,2
DT1201299,1,0,0,0,0,0,7,1,2
DT1300002,0,0,0,1,0,0,7,2,2
DT1100593,1,0,0,0,0,0,7,1,2
DT1100017,1,0,0,0,0,0,7,1,2
DT1100073,0,1,0,0,0,0,5,1,2
DT0101490,1,0,0,0,0,0,3,1,1
DT0200414,1,0,0,0,0,0,4,1,2
DT1100231,1,0,0,0,0,1,4,1,2
DT0201239,1,0,0,0,0,0,3,1,1
DT0200133,1,0,0,0,0,0,3,1,1
DT0500787,0,0,1,0,0,0,7,1,2
DT0102103,1,0,0,0,0,0,7,1,2
DT0200609,1,0,0,0,0,0,7,1,2
dt0700661,0,0,0,0,0,1,7,2,2
DT1000414,0,1,0,0,0,0,7,1,2
DT0900546,1,0,0,0,0,0,7,1,2
DT0102604,1,0,0,0,0,0,7,1,2
DT0500187,0,0,0,1,0,0,7,2,2
DT0101038,1,0,0,0,0,0,7,1,2
DT1100718,1,0,0,0,0,0,7,1,2
DT0700007,0,0,0,0,0,1,7,2,2
DT1201118,0,0,0,1,0,0,7,2,2
DT1201798,0,0,0,1,0,0,7,2,2
DT0200114,1,0,0,0,0,0,4,1,2
DT0102156,1,0,0,0,0,0,7,1,2
DT1100357,1,0,0,0,0,0,4,1,2
DT0900917,1,0,0,0,0,0,7,1,2
DT1300341,0,1,0,0,0,0,7,1,2
DT0102694,1,0,0,0,0,0,7,1,2
DT1100742,1,0,0,0,0,0,7,1,2
DT1300309,0,1,0,0,0,0,7,1,2
DT0600461,0,0,0,0,0,1,7,2,2
DT1000823,0,0,1,0,0,0,7,1,2
DT0101813,1,0,0,0,0,0,3,1,1
DT0101721,1,0,0,0,0,0,4,1,2
DT1000302,0,0,0,1,0,0,5,2,2
DT0700821,0,0,0,0,0,1,7,2,2
DT1201758,0,0,0,1,0,0,7,2,2
DT0201270,1,0,0,0,0,0,5,1,2
DT0400089,0,1,0,0,0,0,7,1,2
DT1100224,0,1,0,0,0,0,7,1,2
DT0700804,0,0,0,0,0,1,7,2,2
DT0200248,1,0,0,0,0,0,5,1,2
DT1201212,0,0,0,1,0,0,4,2,2
DT0102586,1,0,0,0,0,0,4,1,2
DT0200083,1,0,0,0,0,0,4,1,2
DT1202141,0,0,0,1,0,0,7,2,2
DT1300894,0,0,0,0,1,0,7,2,2
DT0201292,1,0,0,0,0,0,5,1,2
DT0201243,1,0,0,0,0,0,7,1,2
DT0501240,0,0,1,0,0,0,7,1,2
DT1200281,0,0,0,1,0,0,7,2,2
DT1200622,0,0,0,1,0,0,7,2,2
DT0800872,0,0,0,0,0,1,7,2,2
DT0800237,0,0,0,0,0,1,7,2,2
DT0900940,1,0,0,0,0,0,4,1,2
DT0300669,0,0,0,0,0,1,7,2,2
dt0401138,0,0,1,0,0,0,5,1,2
DT0600623,0,0,0,0,0,1,7,2,2
DT1100958,1,0,0,0,0,0,7,1,2
DT0200066,1,0,0,0,0,0,4,1,2
DT0900312,1,0,0,0,0,0,7,1,2
DT0200063,1,0,0,0,0,0,4,1,2
DT0400945,0,1,0,0,0,0,5,1,2
DT0600759,0,0,1,0,0,0,7,1,2
DT0200059,1,0,0,0,0,0,5,1,2
DT0200058,1,0,0,0,0,0,7,1,2
DT0200056,1,0,0,0,0,0,7,1,2
DT0300561,0,0,0,1,0,0,7,2,2
DT0800922,0,0,0,1,0,0,7,2,2
DT0601186,0,0,1,0,0,0,4,1,2
DT0200052,1,0,0,0,0,0,7,1,2
DT0200019,1,0,0,0,0,0,3,1,1
DT0800232,0,0,0,1,0,1,7,2,2
DT0500657,0,0,1,0,0,0,7,1,2
DT0400021,0,1,0,0,0,0,7,1,2
DT1100245,1,0,0,0,0,0,7,1,2
DT1201904,0,0,0,0,0,1,7,2,2
DT1301197,0,0,0,1,0,0,7,2,2
DT0501157,0,0,0,1,0,0,7,2,2
DT1200871,0,0,0,0,0,1,7,2,2
DT1000264,0,0,0,1,0,0,5,2,2
DT1300398,0,0,0,1,0,0,7,2,2
DT0600525,0,0,0,0,0,1,7,2,2
DT0800287,0,0,0,0,0,1,7,2,2
DT0100453,1,0,0,0,0,0,3,1,1
DT0700754,0,0,0,0,0,1,7,2,2
DT1300812,0,0,0,0,0,1,5,2,2
DT0800640,0,0,0,0,0,1,7,2,2
DT1000198,0,0,0,1,0,0,5,2,2
DT0100114,1,0,0,0,0,0,7,1,2
DT0102487,1,0,0,0,0,0,5,1,2
DT0500582,0,0,0,1,0,0,5,2,2
DT1001114,0,0,0,1,0,0,6,2,2
DT1100305,1,0,0,0,0,0,7,1,2
DT1201315,0,0,0,1,0,0,7,2,2
DT0100443,1,0,0,0,0,0,4,1,2
dt0400681,0,1,0,0,0,0,4,1,2
DT0300104,0,0,0,1,0,0,7,2,2
DT1201741,0,0,0,1,0,0,7,2,2
DT0201306,1,0,0,0,0,0,7,1,2
DT1100131,1,0,0,0,0,0,5,1,2
DT0200004,1,0,0,0,0,0,7,1,2
DT0501070,0,0,0,1,0,0,7,2,2
DT1201003,0,0,0,1,0,0,7,2,2
DT1001235,0,1,0,0,0,0,4,1,2
DT0116601,1,0,0,0,0,0,7,1,2
DT0900922,1,0,0,0,0,0,4,1,2
DT0200062,1,0,0,0,0,0,7,1,2
DT0102695,1,0,0,0,0,0,7,1,2
DT0201171,1,0,0,0,0,0,3,1,1
DT0200265,1,0,0,0,0,0,7,1,2
DT0801555,0,0,0,0,0,1,7,2,2
DT1000458,0,1,0,0,0,0,7,1,2
DT0300189,0,0,0,1,0,0,7,2,2
DT1200660,0,0,0,0,0,1,7,2,2
DT1200448,0,0,0,1,0,0,7,2,2
DT1301071,0,1,0,1,0,0,7,1,2
DT0101959,1,0,0,0,0,0,3,1,1
DT0102685,1,0,0,0,0,0,3,1,1
DT0101205,1,0,0,0,0,0,4,1,2
DT0601235,0,0,1,0,0,0,7,1,2
DT0600628,0,0,0,1,0,0,7,2,2
DT0600271,0,0,1,0,0,0,7,1,2
DT0102680,1,0,0,0,0,0,3,1,1
DT0200923,1,0,0,0,0,0,4,1,2
DT1201715,0,0,0,1,0,0,7,2,2
DT1301242,0,0,0,1,0,0,7,2,2
DT1201863,0,0,0,1,0,0,7,2,2
DT0401109,0,0,0,1,0,0,4,2,2
DT0802026,0,0,0,0,0,1,7,2,2
DT1201263,0,0,0,1,0,0,7,2,2
DT0801281,0,0,0,0,0,1,7,2,2
DT0102669,1,0,0,0,0,0,5,1,2
DT0802049,0,0,0,0,0,1,7,2,2
DT1200847,0,0,0,1,0,0,7,2,2
DT1001009,0,1,0,0,0,0,7,1,2
DT0801714,0,0,0,1,0,0,7,2,2
DT1300065,0,0,0,1,0,0,7,2,2
DT0700514,0,0,0,1,0,1,7,2,2
DT0200527,1,0,0,0,0,0,7,1,2
DT0102661,1,0,0,0,0,0,4,1,2
DT1300261,0,0,0,1,0,0,7,2,2
DT0102659,1,0,0,0,0,0,4,1,2
dt1100475,1,0,0,0,0,0,7,1,2
DT0801860,0,0,0,0,0,1,7,2,2
DT0200080,1,0,0,0,0,0,7,1,2
DT1301210,0,0,0,1,0,0,7,2,2
DT0102654,1,0,0,0,0,0,4,1,2
DT1202171,0,0,0,1,0,0,5,2,2
DT0102652,1,0,0,0,0,0,3,1,1
DT0701183,0,0,0,1,0,0,7,2,2
DT0102650,1,0,0,0,0,0,4,1,2
DT0400055,0,1,0,0,0,0,5,1,2
DT0800756,0,0,0,0,0,1,7,2,2
DT0600016,0,0,0,1,0,0,7,2,2
DT0101018,0,0,1,0,0,0,7,1,2
DT1100229,1,0,0,1,0,0,7,1,2
DT0800951,0,0,0,0,0,1,7,2,2
DT0301252,0,0,0,1,0,0,7,2,2
DT0101782,1,0,0,0,0,0,7,1,2
DT0102640,1,0,0,0,0,0,4,1,2
DT1201204,0,0,0,1,0,0,7,2,2
DT0300127,0,1,0,0,0,0,7,1,2
DT0102637,1,0,0,0,0,0,7,1,2
DT1100709,1,0,0,0,0,0,7,1,2
DT1200822,0,0,0,0,0,1,7,2,2
DT0400437,0,0,0,1,0,0,5,2,2
DT0201307,1,0,0,0,0,0,6,1,2
DT0101391,1,0,0,0,0,0,4,1,2
DT0500938,0,0,0,1,0,0,5,2,2
DT0100587,1,0,0,0,0,0,3,1,1
DT0200426,1,0,0,0,0,0,5,1,2
DT1000740,0,0,1,0,0,0,5,1,2
DT0102627,1,0,0,0,0,0,7,1,2
DT0102626,0,0,1,0,0,0,7,1,2
DT1301172,0,0,0,1,0,0,7,2,2
DT1300689,0,0,0,0,1,0,5,2,2
DT1202197,0,0,0,0,0,1,7,2,2
DT0102622,1,0,0,0,0,0,3,1,1
DT1100804,1,0,0,0,0,0,7,1,2
DT0102472,1,0,0,0,0,0,7,1,2
DT1100093,1,0,0,0,0,0,7,1,2
DT0801139,0,1,0,0,0,0,7,1,2
DT0100143,1,0,0,0,0,0,4,1,2
DT1200336,0,0,0,1,0,0,7,2,2
DT0101539,1,0,0,0,0,0,4,1,2
DT1000471,0,0,0,1,0,0,4,2,2
DT0800770,0,0,0,0,0,1,7,2,2
DT0500452,0,0,1,0,0,0,7,1,2
DT1200646,0,0,0,1,0,0,7,2,2
DT0900221,1,0,0,0,0,0,4,1,2
DT1000192,0,0,0,1,0,0,4,2,2
DT1001169,0,0,1,0,0,0,4,1,2
DT1000158,0,0,0,1,0,0,7,2,2
DT0800852,0,0,0,1,0,0,7,2,2
DT1200400,0,0,0,1,0,0,7,2,2
DT0100113,1,0,0,0,0,0,4,1,2
DT0600706,0,0,0,1,0,0,7,2,2
DT0800171,0,0,0,0,0,1,7,2,2
DT0500996,0,0,1,0,0,0,7,1,2
DT1202178,0,0,0,1,0,0,7,2,2
DT0800701,0,0,0,0,0,1,7,2,2
DT0500544,0,0,1,0,0,0,4,1,2
DT0100180,1,0,0,0,0,0,5,1,2
DT1100275,1,0,0,1,0,0,7,1,2
DT1100717,1,0,0,0,0,0,7,1,2
DT0102592,1,0,0,0,0,0,3,1,1
DT1201332,0,0,0,1,0,0,7,2,2
DT0300164,0,1,0,0,0,0,7,1,2
DT0102589,1,0,0,0,0,0,4,1,2
DT1200451,0,0,0,1,0,0,7,2,2
DT1100267,1,0,0,0,0,0,7,1,2
DT1300833,0,0,0,1,0,0,7,2,2
DT0200778,1,0,0,0,0,0,4,1,2
DT0100550,1,0,0,0,0,0,4,1,2
dt0400639,0,1,0,0,0,0,7,1,2
DT1200150,0,0,0,1,0,1,7,2,2
DT0102195,1,0,0,0,0,0,7,1,2
DT1201994,0,0,0,1,0,0,4,2,2
DT0201317,1,0,0,0,0,0,7,1,2
DT0101139,1,0,0,0,0,0,4,1,2
DT0601126,0,0,1,1,0,0,4,1,2
DT0102054,1,0,0,0,0,0,4,1,2
DT0102574,1,0,0,0,0,0,4,1,2
DT0601231,0,0,0,1,0,0,7,2,2
DT0801855,0,0,0,0,0,1,7,2,2
DT0500455,0,0,1,0,0,0,7,1,2
DT0601115,0,0,0,0,0,1,7,2,2
DT1100585,1,0,0,0,0,0,4,1,2
DT0900385,1,0,0,0,0,0,4,1,2
DT0300411,0,1,0,0,0,0,7,1,2
DT0201090,0,1,0,0,0,0,4,1,2
DT0200713,1,0,0,0,0,0,5,1,2
DT0700364,0,0,0,1,0,0,7,2,2
DT0500238,0,0,0,1,0,0,7,2,2
DT1000895,0,1,0,0,0,0,7,1,2
DT0300333,0,0,0,1,0,0,4,2,2
DT1100509,1,0,0,0,0,0,3,1,1
DT1000679,0,1,0,0,0,0,4,1,2
dt0400640,0,1,0,0,0,0,7,1,2
DT0102061,1,0,0,0,0,0,3,1,1
DT0102044,1,0,0,0,0,0,4,1,2
DT0102555,1,0,0,0,0,0,5,1,2
dt0700695,0,0,0,0,0,1,7,2,2
DT0102553,1,0,0,0,0,0,3,1,1
DT1201945,0,0,0,1,0,0,4,2,2
DT0401031,0,1,0,0,0,0,4,1,2
DT0201191,1,0,0,0,0,0,4,1,2
DT1301041,0,0,0,1,0,0,7,2,2
DT0700679,0,0,0,0,0,1,7,2,2
DT0102377,1,0,0,0,0,0,3,1,1
DT0700110,0,0,0,1,0,0,7,2,2
DT0101271,1,0,0,0,0,0,4,1,2
DT0501075,0,0,0,1,0,0,7,2,2
DT0100800,1,0,0,0,0,0,4,1,2
DT1100336,1,0,0,0,0,0,3,1,1
DT1101031,1,0,0,0,0,0,7,1,2
DT0800689,0,0,0,0,0,1,7,2,2
DT0102538,1,0,0,0,0,0,3,1,1
DT1001140,0,0,0,1,0,0,7,2,2
DT0800604,0,0,0,1,0,0,7,2,2
dt1101008,1,0,0,0,0,0,7,1,2
DT0201414,1,0,0,0,0,0,4,1,2
DT0102533,1,0,0,0,0,0,3,1,1
DT0102532,1,0,0,0,0,0,3,1,1
DT0102531,1,0,0,0,0,0,3,1,1
DT1201436,0,0,0,1,0,0,5,2,2
DT0500493,0,0,1,0,0,0,4,1,2
DT0102528,1,0,0,0,0,0,7,1,2
DT1000551,0,0,0,1,0,0,7,2,2
DT0900748,1,0,0,0,0,0,7,1,2
DT1300563,0,0,0,0,0,1,7,2,2
DT0900145,1,0,0,0,0,0,5,1,2
DT0201531,1,0,0,0,0,0,7,1,2
DT0501142,0,0,0,1,0,0,4,2,2
DT1101247,1,0,0,0,0,0,7,1,2
DT0102520,1,0,0,0,0,0,7,1,2
DT1201474,0,0,0,1,0,0,7,2,2
DT0801712,0,0,0,1,0,1,7,2,2
DT1200258,0,0,0,1,0,0,7,2,2
DT0100898,1,0,0,0,0,0,7,1,2
DT0102514,1,0,0,0,0,0,7,1,2
DT0300383,0,1,0,0,0,0,5,1,2
DT1202017,0,0,0,1,0,0,5,2,2
DT0102510,1,0,0,0,0,0,7,1,2
DT0102509,1,0,0,0,0,0,7,1,2
DT0700687,0,0,0,0,0,1,7,2,2
DT1201225,0,0,0,1,0,0,7,2,2
DT1000587,0,1,0,0,0,0,7,1,2
DT0901005,1,0,0,0,0,0,7,1,2
DT0600135,0,1,0,0,0,0,7,1,2
DT0800739,0,0,0,0,0,1,7,2,2
DT0201520,1,0,0,0,0,0,4,1,2
DT0800429,0,0,0,0,0,1,7,2,2
DT0101766,1,0,0,0,0,0,3,1,1
DT1200932,0,0,0,1,0,0,7,2,2
DT0601223,0,0,0,1,0,0,7,2,2
DT0600001,0,0,0,1,0,0,7,2,2
DT0900334,1,0,0,0,0,0,4,1,2
DT0700218,0,0,0,0,0,1,7,2,2
DT0102492,1,0,0,0,0,0,7,1,2
DT1201820,0,0,0,1,0,0,7,2,2
DT1000834,0,1,0,1,0,0,5,1,2
DT0800047,0,0,0,1,0,0,7,2,2
DT0201328,1,0,0,0,0,0,4,1,2
DT1300968,0,0,0,1,0,0,7,2,2
DT0300948,0,1,0,0,0,0,7,1,2
DT0800686,0,0,0,1,0,0,7,2,2
DT0102387,1,0,0,0,0,0,7,1,2
DT1100046,1,0,0,0,0,0,5,1,2
DT0301053,0,1,0,0,0,0,7,1,2
DT1201565,0,0,0,1,0,0,7,2,2
DT1100956,1,0,0,1,0,0,7,1,2
DT0200572,1,0,0,0,0,0,3,1,1
DT1200955,0,0,0,0,0,1,7,2,2
DT0900210,1,0,0,0,0,0,5,1,2
DT1000990,0,1,0,0,0,0,4,1,2
DT0201342,1,0,0,0,0,0,5,1,2
DT0300144,0,1,0,0,0,0,7,1,2
DT0300244,0,1,0,0,0,0,7,1,2
DT1201499,0,0,0,1,0,0,7,2,2
DT0200601,1,0,0,0,0,0,7,1,2
DT0700748,0,0,0,0,0,1,7,2,2
DT1200406,0,0,0,1,0,0,7,2,2
DT0801298,0,0,0,0,0,1,7,2,2
DT0102467,1,0,0,0,0,0,4,1,2
DT0501029,0,0,0,1,0,0,7,2,2
DT0102618,1,0,0,0,0,0,4,1,2
DT0301184,0,0,0,1,0,0,7,2,2
DT0102463,1,0,0,0,0,0,7,1,2
DT1202056,0,0,0,1,0,0,7,2,2
DT1301123,0,0,0,1,0,0,4,2,2
DT0102460,1,0,0,0,0,0,3,1,1
